"Species","Climate_data","variable","month","ANPP_response","ANPP_response_percent"
"caco","CRU_SCBI_1901_2016","cld","prev.apr",0.000160463394507277,0.576673934761865
"caco","CRU_SCBI_1901_2016","cld","prev.may",-0.00170704851888461,-6.13479721800326
"caco","CRU_SCBI_1901_2016","cld","prev.jun",-0.000492103154293006,-1.76852211787158
"caco","CRU_SCBI_1901_2016","cld","prev.jul",0.000169516962331362,0.609210679960232
"caco","CRU_SCBI_1901_2016","cld","prev.aug",0.000169581874904984,0.60944396300501
"caco","CRU_SCBI_1901_2016","cld","prev.sep",0.000594562562646648,2.13674111479669
"caco","CRU_SCBI_1901_2016","cld","prev.oct",-0.00118701694065058,-4.26590582790467
"caco","CRU_SCBI_1901_2016","cld","prev.nov",0.000850925991026066,3.05806094245306
"caco","CRU_SCBI_1901_2016","cld","prev.dec",6.38858902977067e-05,0.229593346487959
"caco","CRU_SCBI_1901_2016","cld","curr.jan",-0.000141693157758076,-0.509217389200112
"caco","CRU_SCBI_1901_2016","cld","curr.feb",-0.000334768495625217,-1.20309224542641
"caco","CRU_SCBI_1901_2016","cld","curr.mar",0.000607072968162731,2.18170105595074
"caco","CRU_SCBI_1901_2016","cld","curr.apr",-0.000350939923536547,-1.26120918227036
"caco","CRU_SCBI_1901_2016","cld","curr.may",0.000669939611402201,2.40763142862855
"caco","CRU_SCBI_1901_2016","cld","curr.jun",-0.000233691477789635,-0.839841288607118
"caco","CRU_SCBI_1901_2016","cld","curr.jul",-8.76563785797181e-05,-0.315019814318145
"caco","CRU_SCBI_1901_2016","cld","curr.aug",-0.00046161929942715,-1.6589691286295
"caco","CRU_SCBI_1901_2016","dtr","prev.apr",-0.000225567601841524,-0.810645673476951
"caco","CRU_SCBI_1901_2016","dtr","prev.may",1.53706002691337e-05,0.0552389195309658
"caco","CRU_SCBI_1901_2016","dtr","prev.jun",-0.000740853051245067,-2.66248040840524
"caco","CRU_SCBI_1901_2016","dtr","prev.jul",-0.000589118354493129,-2.11717569959908
"caco","CRU_SCBI_1901_2016","dtr","prev.aug",-0.000558650067977857,-2.00767865995234
"caco","CRU_SCBI_1901_2016","dtr","prev.sep",-0.00100355304002025,-3.60657259001499
"caco","CRU_SCBI_1901_2016","dtr","prev.oct",0.00044137722608336,1.58622309132458
"caco","CRU_SCBI_1901_2016","dtr","prev.nov",-0.00123447793716393,-4.43647133096609
"caco","CRU_SCBI_1901_2016","dtr","prev.dec",-0.00099696036452581,-3.58287980868216
"caco","CRU_SCBI_1901_2016","dtr","curr.jan",1.11958680999169e-05,0.0402357517742847
"caco","CRU_SCBI_1901_2016","dtr","curr.feb",-0.000819189058567045,-2.94400463836817
"caco","CRU_SCBI_1901_2016","dtr","curr.mar",-0.000922412338699101,-3.31496884048767
"caco","CRU_SCBI_1901_2016","dtr","curr.apr",0.00073191944135155,2.63037476845701
"caco","CRU_SCBI_1901_2016","dtr","curr.may",-0.000674026000317168,-2.42231710807461
"caco","CRU_SCBI_1901_2016","dtr","curr.jun",3.2109861820645e-05,0.115396538990277
"caco","CRU_SCBI_1901_2016","dtr","curr.jul",-0.000197993468431589,-0.711549651857923
"caco","CRU_SCBI_1901_2016","dtr","curr.aug",-0.000762266567368657,-2.73943638106178
"caco","CRU_SCBI_1901_2016","frs","prev.oct",0.000978903738996093,3.51798784173407
"caco","CRU_SCBI_1901_2016","frs","prev.nov",-0.000243408044581485,-0.874760721923595
"caco","CRU_SCBI_1901_2016","frs","prev.dec",0.00037049101129728,1.33147195305665
"caco","CRU_SCBI_1901_2016","frs","curr.jan",-0.000294811310801998,-1.05949396829431
"caco","CRU_SCBI_1901_2016","frs","curr.feb",-0.000383882278768913,-1.37959753913208
"caco","CRU_SCBI_1901_2016","frs","curr.mar",0.000699055369254006,2.51226774581186
"caco","CRU_SCBI_1901_2016","frs","curr.apr",0.00106959789614941,3.84392483581369
"caco","CRU_SCBI_1901_2016","frs","curr.may",0.00030407896812603,1.09280010912154
"caco","CRU_SCBI_1901_2016","pet","prev.apr",-0.000734597894038787,-2.6400006015323
"caco","CRU_SCBI_1901_2016","pet","prev.may",-0.000148366123906511,-0.533198719379289
"caco","CRU_SCBI_1901_2016","pet","prev.jun",-0.000666805101149311,-2.39636661420382
"caco","CRU_SCBI_1901_2016","pet","prev.jul",-0.000662131545833926,-2.37957077399787
"caco","CRU_SCBI_1901_2016","pet","prev.aug",-0.000979804197480935,-3.52122391273418
"caco","CRU_SCBI_1901_2016","pet","prev.sep",-0.00170356804799039,-6.12228908895887
"caco","CRU_SCBI_1901_2016","pet","prev.oct",-0.000272951710047348,-0.980934855057209
"caco","CRU_SCBI_1901_2016","pet","prev.nov",-0.00120281385228179,-4.32267682676975
