"Species","coef","significant","ci.lower","ci.upper","variable","month"
"CACO",-0.0423059794241856,FALSE,-0.229961957269242,0.122404766129156,"cld","prev.apr"
"CACO",-0.168793325804143,FALSE,-0.349599519375045,0.0262380080917017,"cld","prev.may"
"CACO",-0.156802575987895,FALSE,-0.322572350763945,0.0393241227871143,"cld","prev.jun"
"CACO",-0.136334878772897,FALSE,-0.339653579254697,0.0767958217387268,"cld","prev.jul"
"CACO",0.184626290488176,TRUE,0.0333571266505384,0.393049171949148,"cld","prev.aug"
"CACO",0.0933248638718781,FALSE,-0.105545641106636,0.293407888536639,"cld","prev.sep"
"CACO",0.0159002368009133,FALSE,-0.159216784837915,0.201714947841231,"cld","prev.oct"
"CACO",0.055013888363992,FALSE,-0.12879044989714,0.241889434228147,"cld","prev.nov"
"CACO",0.0580703482906867,FALSE,-0.149752307021288,0.250146902222373,"cld","prev.dec"
"CACO",-0.00521433213885442,FALSE,-0.198232248603766,0.187594663184563,"cld","curr.jan"
"CACO",-0.024299762017544,FALSE,-0.243927031704729,0.158675576483768,"cld","curr.feb"
"CACO",0.113211164121125,FALSE,-0.0764276375478822,0.294287419408619,"cld","curr.mar"
"CACO",-0.0320517084067931,FALSE,-0.205401882735206,0.154264118187263,"cld","curr.apr"
"CACO",0.169782349576984,FALSE,-0.0348885237847172,0.367567445789305,"cld","curr.may"
"CACO",0.172308353262358,FALSE,-0.00664277618951005,0.335676747889269,"cld","curr.jun"
"CACO",0.0653718539898491,FALSE,-0.123205655935767,0.274878647665954,"cld","curr.jul"
"CACO",-0.175874290550722,FALSE,-0.332561251439935,0.0108856275169102,"cld","curr.aug"
"CACO",0.12682428182237,FALSE,-0.086349156417279,0.32031000496988,"drt","prev.apr"
"CACO",0.0942907272765607,FALSE,-0.0994749135568548,0.294413524979806,"drt","prev.may"
"CACO",0.046969028337805,FALSE,-0.158298301987979,0.265196065392298,"drt","prev.jun"
"CACO",0.0641012747382711,FALSE,-0.115804295805656,0.259976660934689,"drt","prev.jul"
"CACO",-0.094386025389178,FALSE,-0.396661127271193,0.093415447874481,"drt","prev.aug"
"CACO",-0.160640918093657,FALSE,-0.393117039035503,0.0687723730050193,"drt","prev.sep"
"CACO",-0.0809786035695058,FALSE,-0.306134106747781,0.175142004565327,"drt","prev.oct"
"CACO",-0.0618994665305872,FALSE,-0.248349297846952,0.157983529992832,"drt","prev.nov"
"CACO",-0.130609941547555,FALSE,-0.349549087949569,0.107058253373696,"drt","prev.dec"
"CACO",0.129675642743021,FALSE,-0.0855373057420721,0.333713961848599,"drt","curr.jan"
"CACO",0.0431606722175938,FALSE,-0.18219632645468,0.25018946779042,"drt","curr.feb"
"CACO",-0.201530136898423,FALSE,-0.435142038850215,0.0156485031213687,"drt","curr.mar"
"CACO",0.15463611661654,FALSE,-0.0872982258534466,0.374204147220044,"drt","curr.apr"
"CACO",0.0495307169526593,FALSE,-0.169197457158194,0.27838091282954,"drt","curr.may"
"CACO",-0.0661681318817213,FALSE,-0.248411308564732,0.149771921172342,"drt","curr.jun"
"CACO",-0.107031012370923,FALSE,-0.279712727066853,0.0638355303101741,"drt","curr.jul"
"CACO",0.054049429267043,FALSE,-0.17494082339371,0.24024364080637,"drt","curr.aug"
"CACO",0.022465048098169,FALSE,-0.143564763462837,0.176040889692557,"frs","prev.oct"
"CACO",-0.00961790162548492,FALSE,-0.20008822835383,0.181868859156598,"frs","prev.nov"
"CACO",-0.134711138262199,FALSE,-0.323041822259206,0.0378401473380865,"frs","prev.dec"
"CACO",-0.00267929649638533,FALSE,-0.138029037973306,0.163846997830532,"frs","curr.jan"
"CACO",0.0329509720150417,FALSE,-0.123150887952153,0.201725122459523,"frs","curr.feb"
"CACO",0.000325144267769188,FALSE,-0.170933130722329,0.176069150560026,"frs","curr.mar"
"CACO",0.0498866611810222,FALSE,-0.123195159727246,0.228562840893428,"frs","curr.apr"
"CACO",0.0585132494822752,FALSE,-0.181183627379571,0.243166279465071,"frs","curr.may"
"CACO",0.00980038524714289,FALSE,-0.195898990006732,0.233337397101687,"pet","prev.apr"
"CACO",0.024691555805407,FALSE,-0.227636708141575,0.284961428592916,"pet","prev.may"
"CACO",0.0972186223931722,FALSE,-0.125080636272942,0.365587173688318,"pet","prev.jun"
"CACO",0.151272072619481,FALSE,-0.0121665385017084,0.383765591686916,"pet","prev.jul"
"CACO",-0.172338342811047,FALSE,-0.464400076579914,0.0309904791746281,"pet","prev.aug"
"CACO",-0.120091757478155,FALSE,-0.343888354338238,0.0945824378736391,"pet","prev.sep"
"CACO",-0.107665314369169,FALSE,-0.311594028894291,0.114421643893786,"pet","prev.oct"
"CACO",-0.0761420038076611,FALSE,-0.324542703337567,0.167301032176142,"pet","prev.nov"
"CACO",0.0124494447349882,FALSE,-0.193641520774404,0.204443470542141,"pet","prev.dec"
"CACO",-0.0097867174419391,FALSE,-0.215904515376506,0.195519549765332,"pet","curr.jan"
"CACO",-0.0280620076402318,FALSE,-0.252871132845489,0.212522182416386,"pet","curr.feb"
"CACO",-0.154642215401293,FALSE,-0.368339038447172,0.0665040310010748,"pet","curr.mar"
"CACO",0.105963769984008,FALSE,-0.139276297000819,0.344230309823629,"pet","curr.apr"
"CACO",-0.0461166731883362,FALSE,-0.285822135212647,0.174467389738587,"pet","curr.may"
"CACO",-0.0795803127568764,FALSE,-0.263605355096443,0.0963954700603175,"pet","curr.jun"
"CACO",-0.129556769823311,FALSE,-0.31258808309409,0.068085493232682,"pet","curr.jul"
"CACO",0.071979216129744,FALSE,-0.115495477934753,0.268251955534975,"pet","curr.aug"
"CACO",-0.00121303686708656,FALSE,-0.195208070834845,0.220982444797896,"pet_sum","prev.apr"
"CACO",0.0369468098736067,FALSE,-0.251203055214158,0.278610541789564,"pet_sum","prev.may"
"CACO",0.101746985650171,FALSE,-0.130870784523297,0.381925757960708,"pet_sum","prev.jun"
"CACO",0.148475503071774,FALSE,-0.00609891371610486,0.391524357833755,"pet_sum","prev.jul"
"CACO",-0.165936144451719,FALSE,-0.479823817333134,0.0224513427140008,"pet_sum","prev.aug"
"CACO",-0.119979998626556,FALSE,-0.369871727616879,0.0905901592854994,"pet_sum","prev.sep"
"CACO",-0.108821102796135,FALSE,-0.325516397811147,0.116684426592758,"pet_sum","prev.oct"
"CACO",-0.0690423745290194,FALSE,-0.323694212326596,0.154146480861305,"pet_sum","prev.nov"
"CACO",0.011785218862572,FALSE,-0.190719869803538,0.210460352997089,"pet_sum","prev.dec"
"CACO",-0.0116097263254544,FALSE,-0.209892994576642,0.182643000819613,"pet_sum","curr.jan"
"CACO",-0.0277799480082623,FALSE,-0.24005688181747,0.196079798195799,"pet_sum","curr.feb"
"CACO",-0.153895484344815,FALSE,-0.352845200439823,0.0656619005055801,"pet_sum","curr.mar"
"CACO",0.0947445732994026,FALSE,-0.149574478267424,0.332563490968264,"pet_sum","curr.apr"
"CACO",-0.0554399722712276,FALSE,-0.299115113856258,0.165989011619637,"pet_sum","curr.may"
"CACO",-0.0828916745013294,FALSE,-0.265323762225108,0.0890727372217955,"pet_sum","curr.jun"
"CACO",-0.129431563130544,FALSE,-0.305782348510181,0.0810609279688124,"pet_sum","curr.jul"
"CACO",0.0698604316056953,FALSE,-0.115743667572755,0.261387662075702,"pet_sum","curr.aug"
"CACO",0.00708632617622778,FALSE,-0.168839640458681,0.173102713477559,"pre","prev.apr"
"CACO",-0.0817600421487485,FALSE,-0.294358367630002,0.112282193613007,"pre","prev.may"
"CACO",-0.0294262799307171,FALSE,-0.223647460296564,0.159992209644603,"pre","prev.jun"
"CACO",-0.114580453786344,FALSE,-0.310960020511524,0.0965073888903173,"pre","prev.jul"
"CACO",0.31663904744853,TRUE,0.1100059747263,0.480898876381951,"pre","prev.aug"
"CACO",0.179289078656039,TRUE,0.0179347695948639,0.330512285891018,"pre","prev.sep"
"CACO",0.00822047745102228,FALSE,-0.172308165349995,0.187923981567259,"pre","prev.oct"
"CACO",-0.00572826652162374,FALSE,-0.198249079176654,0.184164252029814,"pre","prev.nov"
"CACO",0.0356829704254036,FALSE,-0.163362310652451,0.226999603368868,"pre","prev.dec"
"CACO",-0.0752252906057143,FALSE,-0.247239735563185,0.106498624475742,"pre","curr.jan"
"CACO",0.0852502793747404,FALSE,-0.101359270840443,0.295202944446324,"pre","curr.feb"
"CACO",0.110933496590237,FALSE,-0.0915013025807015,0.363188768257334,"pre","curr.mar"
"CACO",-0.0690184965233958,FALSE,-0.266415602177521,0.138676338369588,"pre","curr.apr"
"CACO",0.101503228208123,FALSE,-0.090969597406719,0.311666361100131,"pre","curr.may"
"CACO",0.198431991406873,FALSE,-0.00527897770966548,0.397247270079443,"pre","curr.jun"
"CACO",0.202170970852543,TRUE,0.00512388510549873,0.390341567437982,"pre","curr.jul"
"CACO",0.108088585277752,FALSE,-0.0930724881412447,0.319966964845195,"pre","curr.aug"
"CACO",0.00653945813111877,FALSE,-0.18410162753586,0.173683882516135,"tmn","prev.apr"
"CACO",-0.162277363162089,FALSE,-0.379863993644251,0.0200564601088973,"tmn","prev.may"
"CACO",-0.004624694828651,FALSE,-0.196431190199576,0.221258573271051,"tmn","prev.jun"
"CACO",0.0403464755427537,FALSE,-0.147763475662978,0.227428366785428,"tmn","prev.jul"
"CACO",0.0208878853465332,FALSE,-0.163027847558925,0.217341872622766,"tmn","prev.aug"
"CACO",0.0442144123649923,FALSE,-0.146049841769049,0.236075456217474,"tmn","prev.sep"
"CACO",-0.0242861536370446,FALSE,-0.184109177672937,0.149956779557563,"tmn","prev.oct"
"CACO",0.0221559562430082,FALSE,-0.181206640930838,0.217959730793812,"tmn","prev.nov"
"CACO",0.116874328458359,FALSE,-0.0765892615509861,0.32189163812257,"tmn","prev.dec"
"CACO",0.0250768404129332,FALSE,-0.14468720792663,0.201010800251686,"tmn","curr.jan"
"CACO",-0.0162250854563337,FALSE,-0.180338040209833,0.148265859272475,"tmn","curr.feb"
"CACO",-0.0318738699253318,FALSE,-0.218509898674264,0.162238812807936,"tmn","curr.mar"
"CACO",-0.0303234151570333,FALSE,-0.174129668523606,0.138425855421185,"tmn","curr.apr"
"CACO",-0.0879192386430261,FALSE,-0.278816585280936,0.100862744383291,"tmn","curr.may"
"CACO",-0.158333124875544,FALSE,-0.354934241423132,0.0625473552502295,"tmn","curr.jun"
"CACO",-0.0578666870735152,FALSE,-0.219448816845277,0.146249799849087,"tmn","curr.jul"
"CACO",-0.0353951260952538,FALSE,-0.192684529616767,0.134135961235372,"tmn","curr.aug"
"CACO",0.0384218700199059,FALSE,-0.138697096062982,0.226589543799608,"tmp","prev.apr"
"CACO",-0.0860087248441937,FALSE,-0.293074416747235,0.122344562338299,"tmp","prev.may"
"CACO",0.0561737488634397,FALSE,-0.170941378541037,0.27394828157125,"tmp","prev.jun"
"CACO",0.0615353252215602,FALSE,-0.0706143881086655,0.214604608722783,"tmp","prev.jul"
"CACO",-0.0467275798766265,FALSE,-0.231585581593824,0.153418126463806,"tmp","prev.aug"
"CACO",-0.00878159982722984,FALSE,-0.196601047714783,0.165887683597056,"tmp","prev.sep"
"CACO",-0.0780238479550736,FALSE,-0.239948265492373,0.10759023617009,"tmp","prev.oct"
"CACO",-0.0222233404799452,FALSE,-0.198477936394372,0.173930872178584,"tmp","prev.nov"
"CACO",0.038479370611613,FALSE,-0.141874021653623,0.239183013009386,"tmp","prev.dec"
"CACO",0.0728508026466897,FALSE,-0.0955669952112548,0.234819160706746,"tmp","curr.jan"
"CACO",-0.0147709005390983,FALSE,-0.180981939965029,0.150615044040969,"tmp","curr.feb"
"CACO",-0.0840933863405998,FALSE,-0.293066709830785,0.101862845416161,"tmp","curr.mar"
"CACO",0.062779148425623,FALSE,-0.163235125545511,0.265808699614586,"tmp","curr.apr"
"CACO",-0.073865072657795,FALSE,-0.253989114042428,0.133008374434372,"tmp","curr.may"
"CACO",-0.182644229974987,TRUE,-0.35524201500245,-0.00449211228811557,"tmp","curr.jun"
"CACO",-0.10519374576829,FALSE,-0.271014412654407,0.0666764116933814,"tmp","curr.jul"
"CACO",-0.0337456104461023,FALSE,-0.200476437277641,0.145391968626664,"tmp","curr.aug"
"CACO",0.074090249561297,FALSE,-0.128060451148686,0.273870538200851,"tmx","prev.apr"
"CACO",-0.0210912051457468,FALSE,-0.224374274370254,0.179892125899633,"tmx","prev.may"
"CACO",0.111194454083889,FALSE,-0.13436945661602,0.325609095441988,"tmx","prev.jun"
"CACO",0.0769068384149787,FALSE,-0.0629774289562278,0.23806241043502,"tmx","prev.jul"
"CACO",-0.110887710943261,FALSE,-0.355165527210795,0.068780991772623,"tmx","prev.aug"
"CACO",-0.0581754384971827,FALSE,-0.283136534369031,0.111818983089045,"tmx","prev.sep"
"CACO",-0.0968865059185517,FALSE,-0.29427599261394,0.0720791093865846,"tmx","prev.oct"
"CACO",-0.0499750213684617,FALSE,-0.249884917416485,0.160397561729356,"tmx","prev.nov"
"CACO",-0.0177768915759481,FALSE,-0.220818117720872,0.184943931180587,"tmx","prev.dec"
"CACO",0.084588713194886,FALSE,-0.0996690533587781,0.257660856870434,"tmx","curr.jan"
"CACO",-0.00997582867678144,FALSE,-0.195578296927997,0.191275168313182,"tmx","curr.feb"
"CACO",-0.129419166269381,FALSE,-0.310431291046661,0.0820789176513968,"tmx","curr.mar"
"CACO",0.10437383763753,FALSE,-0.120098685790884,0.312695040204875,"tmx","curr.apr"
"CACO",-0.0591570683775607,FALSE,-0.264783146719471,0.139220245688477,"tmx","curr.may"
"CACO",-0.12759955204278,FALSE,-0.300502826346103,0.0385916288554844,"tmx","curr.jun"
"CACO",-0.109931839191644,FALSE,-0.283878181519051,0.0894397149561722,"tmx","curr.jul"
"CACO",0.0177161682475953,FALSE,-0.145257398216431,0.179840237539756,"tmx","curr.aug"
"CACO",0.0699346706667285,FALSE,-0.117471612907718,0.276443036183611,"vap","prev.apr"
"CACO",-0.0276414611377904,FALSE,-0.211732354426342,0.141459350625259,"vap","prev.may"
"CACO",0.0635031729004755,FALSE,-0.104904678339021,0.239745443052084,"vap","prev.jun"
"CACO",-0.0254912700748572,FALSE,-0.207297133874448,0.123184676992148,"vap","prev.jul"
"CACO",0.0800973642572327,FALSE,-0.112891601245667,0.286976200532801,"vap","prev.aug"
"CACO",0.146811671546145,FALSE,-0.0565863940386354,0.350717386987692,"vap","prev.sep"
"CACO",0.0281464263762597,FALSE,-0.148143396865083,0.203851664687898,"vap","prev.oct"
