 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.00111         0.00065         0.00181
  0.01220       0.00942         0.00356         0.01104
  0.02439       0.01498         0.00568         0.01740
  0.03659       0.01757         0.00641         0.01890
  0.04878       0.02786         0.00958         0.02880
  0.06098       0.02321         0.00871         0.02641
  0.07317       0.01143         0.00436         0.01374
  0.08537       0.01756         0.00601         0.01603
  0.09756       0.02046         0.00673         0.01693
  0.10976       0.01127         0.00502         0.01159
  0.12195       0.01147         0.00760         0.01562
  0.13415       0.00824         0.00603         0.01089
  0.14634       0.00830         0.00636         0.00908
  0.15854       0.01161         0.00846         0.01179
  0.17073       0.01042         0.00714         0.00968
  0.18293       0.00314         0.00245         0.00311
  0.19512       0.00119         0.00178         0.00215
  0.20732       0.00214         0.00289         0.00322
  0.21951       0.00247         0.00319         0.00347
  0.23171       0.00328         0.00231         0.00236
  0.24390       0.00412         0.00282         0.00285
  0.25610       0.00384         0.00576         0.00451
  0.26829       0.00659         0.01168         0.00852
  0.28049       0.00580         0.00883         0.00654
  0.29268       0.00460         0.00534         0.00395
  0.30488       0.00341         0.00453         0.00338
  0.31707       0.00451         0.00705         0.00464
  0.32927       0.00645         0.00910         0.00510
  0.34146       0.00501         0.00718         0.00386
  0.35366       0.00338         0.00530         0.00296
  0.36585       0.00375         0.00528         0.00267
  0.37805       0.00276         0.00420         0.00211
  0.39024       0.00325         0.00536         0.00326
  0.40244       0.00396         0.00657         0.00397
  0.41463       0.00177         0.00376         0.00212
  0.42683       0.00291         0.00777         0.00371
  0.43902       0.00433         0.01144         0.00551
  0.45122       0.00211         0.00541         0.00253
  0.46341       0.00162         0.00336         0.00181
  0.47561       0.00151         0.00289         0.00167
  0.48780       0.00174         0.00465         0.00228
  0.50000       0.00202         0.00560         0.00263
