"Climate_data","variable","month","ANPP_response"
"CRU_SCBI_1901_2016","cld","curr.apr",-0.0216351755449046
"CRU_SCBI_1901_2016","cld","curr.aug",-0.0139893990875778
"CRU_SCBI_1901_2016","cld","curr.feb",0.00140583756740349
"CRU_SCBI_1901_2016","cld","curr.jan",0.0717364770285742
"CRU_SCBI_1901_2016","cld","curr.jul",0.0746269521862137
"CRU_SCBI_1901_2016","cld","curr.jun",0.0529367314129316
"CRU_SCBI_1901_2016","cld","curr.mar",0.0579216751639764
"CRU_SCBI_1901_2016","cld","curr.may",0.0521868802891654
"CRU_SCBI_1901_2016","cld","prev.apr",0.0414344225923355
"CRU_SCBI_1901_2016","cld","prev.aug",0.0173550216063348
"CRU_SCBI_1901_2016","cld","prev.dec",0.0509411566271862
"CRU_SCBI_1901_2016","cld","prev.jul",-0.0637494365267365
"CRU_SCBI_1901_2016","cld","prev.jun",0.00505102174312106
"CRU_SCBI_1901_2016","cld","prev.may",-0.0567411639782528
"CRU_SCBI_1901_2016","cld","prev.nov",0.0937659715251924
"CRU_SCBI_1901_2016","cld","prev.oct",0.0503318807269746
"CRU_SCBI_1901_2016","cld","prev.sep",0.0545795320088154
"CRU_SCBI_1901_2016","dtr","curr.apr",0.0241750247938622
"CRU_SCBI_1901_2016","dtr","curr.aug",-0.106209371073173
"CRU_SCBI_1901_2016","dtr","curr.feb",-0.0625025963502828
"CRU_SCBI_1901_2016","dtr","curr.jan",-0.0640270603538751
"CRU_SCBI_1901_2016","dtr","curr.jul",-0.1112113201365
"CRU_SCBI_1901_2016","dtr","curr.jun",-0.0644399465993991
"CRU_SCBI_1901_2016","dtr","curr.mar",-0.109679429807055
"CRU_SCBI_1901_2016","dtr","curr.may",-0.0418768059640027
"CRU_SCBI_1901_2016","dtr","prev.apr",-0.000299061741270932
"CRU_SCBI_1901_2016","dtr","prev.aug",-0.033587240372207
"CRU_SCBI_1901_2016","dtr","prev.dec",-0.0836548329825896
"CRU_SCBI_1901_2016","dtr","prev.jul",0.0352704453216862
"CRU_SCBI_1901_2016","dtr","prev.jun",0.0173584676504441
"CRU_SCBI_1901_2016","dtr","prev.may",0.0517947526201916
