"Species","Climate_data","variable","month","ANPP_response"
"caco","CRU_SCBI_1901_2016","cld","prev.apr",-0.000197985940785027
"caco","CRU_SCBI_1901_2016","cld","prev.may",-0.000397663913618108
"caco","CRU_SCBI_1901_2016","cld","prev.jun",-0.000597084286261144
"caco","CRU_SCBI_1901_2016","cld","prev.jul",-0.00165856674612176
"caco","CRU_SCBI_1901_2016","cld","prev.aug",0.00282463894620275
"caco","CRU_SCBI_1901_2016","cld","prev.sep",0.00177460341483148
"caco","CRU_SCBI_1901_2016","cld","prev.oct",0.00184719190615031
"caco","CRU_SCBI_1901_2016","cld","prev.nov",0.00202159314220466
"caco","CRU_SCBI_1901_2016","cld","prev.dec",0.00283886046930417
"caco","CRU_SCBI_1901_2016","cld","curr.jan",0.00198124741365779
"caco","CRU_SCBI_1901_2016","cld","curr.feb",-0.000882719018419152
"caco","CRU_SCBI_1901_2016","cld","curr.mar",0.00166225623525002
"caco","CRU_SCBI_1901_2016","cld","curr.apr",-0.00127155311961548
"caco","CRU_SCBI_1901_2016","cld","curr.may",0.00144123384139093
"caco","CRU_SCBI_1901_2016","cld","curr.jun",0.0035833095491728
"caco","CRU_SCBI_1901_2016","cld","curr.jul",0.00293763893937546
"caco","CRU_SCBI_1901_2016","cld","curr.aug",-0.000294876213886807
"caco","CRU_SCBI_1901_2016","dtr","prev.apr",0.00116533476570222
"caco","CRU_SCBI_1901_2016","dtr","prev.may",0.000945661954879481
"caco","CRU_SCBI_1901_2016","dtr","prev.jun",0.00138461247266001
"caco","CRU_SCBI_1901_2016","dtr","prev.jul",0.00058020766646099
"caco","CRU_SCBI_1901_2016","dtr","prev.aug",-0.0030963321749491
"caco","CRU_SCBI_1901_2016","dtr","prev.sep",-0.00226862938748387
"caco","CRU_SCBI_1901_2016","dtr","prev.oct",-0.00156354436056368
"caco","CRU_SCBI_1901_2016","dtr","prev.nov",-0.00110464914928746
"caco","CRU_SCBI_1901_2016","dtr","prev.dec",-0.0036845548395583
"caco","CRU_SCBI_1901_2016","dtr","curr.jan",-0.00104978435943259
"caco","CRU_SCBI_1901_2016","dtr","curr.feb",-0.000549167258836386
"caco","CRU_SCBI_1901_2016","dtr","curr.mar",-0.00329715992050075
"caco","CRU_SCBI_1901_2016","dtr","curr.apr",0.00165143391011612
