"Species","Climate_data","variable","month","ANPP_response"
"caco","CRU_SCBI_1901_2016","cld","prev.apr",-0.000233548612259285
"caco","CRU_SCBI_1901_2016","cld","prev.may",-0.00387721130077006
"caco","CRU_SCBI_1901_2016","cld","prev.jun",-0.00146929122414564
"caco","CRU_SCBI_1901_2016","cld","prev.jul",0.000919420183398925
"caco","CRU_SCBI_1901_2016","cld","prev.aug",-7.52428660215076e-05
"caco","CRU_SCBI_1901_2016","cld","prev.sep",0.000516635177845805
"caco","CRU_SCBI_1901_2016","cld","prev.oct",-0.00307312514504976
"caco","CRU_SCBI_1901_2016","cld","prev.nov",0.000662827986225391
"caco","CRU_SCBI_1901_2016","cld","prev.dec",-0.000824148411498502
"caco","CRU_SCBI_1901_2016","cld","curr.jan",-0.000336412912042967
"caco","CRU_SCBI_1901_2016","cld","curr.feb",-0.000820560467248179
"caco","CRU_SCBI_1901_2016","cld","curr.mar",0.000369679869009109
"caco","CRU_SCBI_1901_2016","cld","curr.apr",-0.00123100013539105
"caco","CRU_SCBI_1901_2016","cld","curr.may",0.000582188278647876
"caco","CRU_SCBI_1901_2016","cld","curr.jun",-0.000497543958680888
"caco","CRU_SCBI_1901_2016","cld","curr.jul",-0.000816738519500392
"caco","CRU_SCBI_1901_2016","cld","curr.aug",-0.00108133466716183
"caco","CRU_SCBI_1901_2016","dtr","prev.apr",-0.000274347391664851
"caco","CRU_SCBI_1901_2016","dtr","prev.may",-0.000750546563174234
"caco","CRU_SCBI_1901_2016","dtr","prev.jun",-0.0018555405326276
"caco","CRU_SCBI_1901_2016","dtr","prev.jul",-0.00215579690262975
"caco","CRU_SCBI_1901_2016","dtr","prev.aug",-0.00106331612325468
"caco","CRU_SCBI_1901_2016","dtr","prev.sep",-0.00194272599149032
"caco","CRU_SCBI_1901_2016","dtr","prev.oct",0.000890645027670996
"caco","CRU_SCBI_1901_2016","dtr","prev.nov",-0.00239973852033731
"caco","CRU_SCBI_1901_2016","dtr","prev.dec",-0.0013325026360376
"caco","CRU_SCBI_1901_2016","dtr","curr.jan",-6.0420863997393e-05
"caco","CRU_SCBI_1901_2016","dtr","curr.feb",-0.00157349866174656
"caco","CRU_SCBI_1901_2016","dtr","curr.mar",-0.0015088178357442
"caco","CRU_SCBI_1901_2016","dtr","curr.apr",0.00268167299163908
"caco","CRU_SCBI_1901_2016","dtr","curr.may",-0.000407951671757032
"caco","CRU_SCBI_1901_2016","dtr","curr.jun",0.0003297757618285
"caco","CRU_SCBI_1901_2016","dtr","curr.jul",0.000616900653147949
"caco","CRU_SCBI_1901_2016","dtr","curr.aug",-0.00103207454870135
"caco","CRU_SCBI_1901_2016","frs","prev.oct",0.00290948582869858
"caco","CRU_SCBI_1901_2016","frs","prev.nov",0.000685195931560224
"caco","CRU_SCBI_1901_2016","frs","prev.dec",0.00122445127102369
"caco","CRU_SCBI_1901_2016","frs","curr.jan",0.000130040475694787
"caco","CRU_SCBI_1901_2016","frs","curr.feb",-0.00121462505410616
"caco","CRU_SCBI_1901_2016","frs","curr.mar",0.000831466924372894
"caco","CRU_SCBI_1901_2016","frs","curr.apr",0.00266457015918322
"caco","CRU_SCBI_1901_2016","frs","curr.may",0.000431291519104607
"caco","CRU_SCBI_1901_2016","pet","prev.apr",-0.00147100192506219
"caco","CRU_SCBI_1901_2016","pet","prev.may",-0.00139311565854297
"caco","CRU_SCBI_1901_2016","pet","prev.jun",-0.00171281745104766
"caco","CRU_SCBI_1901_2016","pet","prev.jul",-0.00289672509518295
"caco","CRU_SCBI_1901_2016","pet","prev.aug",-0.00296142928780115
"caco","CRU_SCBI_1901_2016","pet","prev.sep",-0.00423098108654023
"caco","CRU_SCBI_1901_2016","pet","prev.oct",-0.00143770876003176
"caco","CRU_SCBI_1901_2016","pet","prev.nov",-0.0022144250043968
"caco","CRU_SCBI_1901_2016","pet","prev.dec",-0.00203942295926886
"caco","CRU_SCBI_1901_2016","pet","curr.jan",-0.000696877941630879
"caco","CRU_SCBI_1901_2016","pet","curr.feb",-0.000831774865828729
"caco","CRU_SCBI_1901_2016","pet","curr.mar",-0.00263841193536063
"caco","CRU_SCBI_1901_2016","pet","curr.apr",0.000705584518147694
"caco","CRU_SCBI_1901_2016","pet","curr.may",-7.34226054753713e-05
"caco","CRU_SCBI_1901_2016","pet","curr.jun",-0.00120365588735934
"caco","CRU_SCBI_1901_2016","pet","curr.jul",-0.000917021804942558
"caco","CRU_SCBI_1901_2016","pet","curr.aug",-0.00198907307775961
"caco","CRU_SCBI_1901_2016","pet_sum","prev.apr",-0.00144737443213462
"caco","CRU_SCBI_1901_2016","pet_sum","prev.may",-0.00137638867994288
"caco","CRU_SCBI_1901_2016","pet_sum","prev.jun",-0.00164267405198502
"caco","CRU_SCBI_1901_2016","pet_sum","prev.jul",-0.00295271040094242
"caco","CRU_SCBI_1901_2016","pet_sum","prev.aug",-0.00297306108053831
"caco","CRU_SCBI_1901_2016","pet_sum","prev.sep",-0.00424119012796663
"caco","CRU_SCBI_1901_2016","pet_sum","prev.oct",-0.0014857287081318
