year	num	seg	age	raw	std	res	ars
   1877	   1.	 133.000	   1.000	   1.063	   1.032	   1.012	   1.015
   1878	   1.	 133.000	   2.000	   0.911	   0.981	   0.955	   0.964
   1879	   1.	 133.000	   3.000	   0.815	   0.947	   0.959	   0.944
   1880	   1.	 133.000	   4.000	   0.854	   0.948	   0.988	   0.963
   1881	   1.	 133.000	   5.000	   1.101	   1.004	   1.045	   1.029
   1882	   1.	 133.000	   6.000	   1.335	   1.058	   1.054	   1.072
   1883	   1.	 133.000	   7.000	   1.780	   1.174	   1.122	   1.166
   1884	   1.	 133.000	   8.000	   1.697	   1.140	   1.003	   1.085
   1885	   2.	 129.000	   5.000	   1.263	   0.979	   0.903	   0.946
   1886	   4.	 128.250	   3.500	   1.636	   1.109	   1.076	   1.053
   1887	   4.	 128.250	   4.500	   1.403	   0.979	   0.931	   0.959
   1888	   4.	 128.250	   5.500	   0.962	   0.833	   0.877	   0.862
   1889	   4.	 128.250	   6.500	   0.874	   0.806	   0.968	   0.902
   1890	   4.	 128.250	   7.500	   1.150	   0.872	   1.015	   0.968
   1891	   4.	 128.250	   8.500	   1.842	   1.151	   1.074	   1.062
   1892	   4.	 128.250	   9.500	   2.271	   1.237	   1.126	   1.164
   1893	   4.	 128.250	  10.500	   1.821	   1.036	   0.928	   1.008
   1894	   5.	 125.800	   9.400	   2.277	   1.077	   1.061	   1.069
   1895	   6.	 124.000	   8.833	   2.234	   1.341	   1.173	   1.219
   1896	   6.	 124.000	   9.833	   2.141	   1.298	   1.039	   1.150
   1897	   6.	 124.000	  10.833	   1.924	   1.096	   0.976	   1.050
   1898	   6.	 124.000	  11.833	   1.760	   1.070	   0.972	   0.998
   1899	   6.	 124.000	  12.833	   1.678	   1.045	   0.977	   0.978
   1900	   6.	 124.000	  13.833	   2.115	   1.108	   1.193	   1.193
   1901	   6.	 124.000	  14.833	   1.700	   1.121	   0.959	   1.052
   1902	   7.	 121.714	  13.714	   1.993	   1.110	   0.996	   1.024
   1903	   8.	 119.875	  13.000	   2.006	   1.029	   0.942	   0.956
   1904	  10.	 117.100	  11.400	   2.215	   1.160	   1.107	   1.090
   1905	  10.	 117.100	  12.400	   2.277	   1.060	   0.953	   0.999
   1906	  10.	 117.100	  13.400	   2.140	   0.930	   0.927	   0.929
   1907	  10.	 117.100	  14.400	   1.903	   0.809	   0.865	   0.836
   1908	  10.	 117.100	  15.400	   1.565	   0.727	   0.858	   0.786
   1909	  10.	 117.100	  16.400	   1.561	   0.697	   0.879	   0.781
   1910	  11.	 115.545	  15.909	   1.802	   0.738	   0.936	   0.831
   1911	  11.	 115.545	  16.909	   1.482	   0.630	   0.789	   0.723
   1912	  11.	 115.545	  17.909	   1.976	   0.831	   1.102	   0.960
   1913	  12.	 114.000	  17.417	   1.730	   0.727	   0.876	   0.862
   1914	  13.	 112.615	  17.077	   1.837	   0.825	   0.979	   0.913
   1915	  13.	 112.615	  18.077	   2.377	   1.093	   1.160	   1.123
   1916	  13.	 112.615	  19.077	   2.556	   1.129	   1.038	   1.102
   1917	  17.	 108.000	  15.588	   3.048	   1.089	   1.021	   1.073
   1918	  17.	 108.000	  16.588	   2.643	   0.964	   0.902	   0.940
   1919	  17.	 108.000	  17.588	   2.416	   0.968	   1.039	   1.012
   1920	  19.	 106.105	  16.737	   3.007	   1.076	   1.063	   1.073
   1921	  19.	 106.105	  17.737	   3.079	   1.106	   1.039	   1.078
   1922	  23.	 102.957	  15.652	   2.871	   1.011	   1.002	   1.042
   1923	  24.	 102.292	  16.000	   2.430	   0.823	   0.794	   0.823
   1924	  24.	 102.292	  17.000	   2.949	   1.012	   1.122	   1.035
   1925	  26.	 101.000	  16.692	   2.418	   0.899	   0.901	   0.921
   1926	  29.	  99.276	  15.966	   2.501	   0.978	   1.033	   0.996
   1927	  32.	  98.156	  15.469	   2.696	   1.026	   1.039	   1.039
   1928	  32.	  98.156	  16.469	   3.065	   1.178	   1.149	   1.177
   1929	  33.	  97.636	  16.970	   2.967	   1.150	   1.025	   1.115
   1930	  36.	  96.167	  16.556	   2.637	   0.922	   0.850	   0.908
   1931	  37.	  95.703	  17.108	   2.733	   0.960	   1.006	   0.963
   1932	  38.	  95.237	  17.658	   2.297	   0.837	   0.885	   0.871
   1933	  40.	  94.325	  17.775	   2.601	   0.986	   1.041	   0.978
   1934	  43.	  93.186	  17.535	   2.490	   0.917	   0.957	   0.948
   1935	  45.	  92.556	  17.756	   2.721	   1.042	   1.064	   1.041
   1936	  46.	  92.152	  18.370	   2.827	   1.072	   1.051	   1.075
   1937	  46.	  92.152	  19.370	   3.008	   1.138	   1.079	   1.121
   1938	  46.	  92.152	  20.370	   3.148	   1.212	   1.106	   1.173
   1939	  47.	  91.702	  20.936	   2.586	   0.975	   0.869	   0.953
   1940	  48.	  91.250	  21.500	   2.642	   1.007	   1.013	   0.992
   1941	  49.	  90.796	  22.061	   2.609	   0.991	   0.980	   0.978
   1942	  55.	  88.709	  20.655	   2.437	   0.926	   0.936	   0.928
   1943	  58.	  87.586	  20.586	   2.340	   0.855	   0.900	   0.869
   1944	  60.	  86.983	  20.900	   2.343	   0.862	   0.935	   0.874
   1945	  60.	  86.983	  21.900	   2.628	   1.000	   1.081	   1.020
   1946	  61.	  86.607	  22.541	   2.365	   0.855	   0.881	   0.894
   1947	  61.	  86.607	  23.541	   2.182	   0.797	   0.904	   0.857
   1948	  61.	  86.607	  24.541	   2.350	   0.830	   0.947	   0.879
   1949	  61.	  86.607	  25.541	   2.439	   0.839	   0.951	   0.894
   1950	  61.	  86.607	  26.541	   2.648	   0.908	   1.007	   0.957
   1951	  61.	  86.607	  27.541	   2.762	   0.967	   1.010	   0.991
   1952	  61.	  86.607	  28.541	   2.498	   0.825	   0.876	   0.876
   1953	  63.	  85.619	  28.635	   2.373	   0.739	   0.846	   0.795
   1954	  63.	  85.619	  29.635	   2.574	   0.868	   1.005	   0.903
   1955	  63.	  85.619	  30.635	   2.698	   0.982	   1.058	   1.012
   1956	  63.	  85.619	  31.635	   3.377	   1.221	   1.207	   1.227
   1957	  63.	  85.619	  32.635	   3.355	   1.214	   1.069	   1.185
   1958	  63.	  85.619	  33.635	   3.825	   1.457	   1.271	   1.389
   1959	  63.	  85.619	  34.635	   3.134	   1.088	   0.849	   1.029
   1960	  65.	  84.523	  34.569	   3.334	   1.208	   1.125	   1.147
   1961	  66.	  84.106	  35.045	   3.341	   1.171	   1.052	   1.128
   1962	  66.	  84.106	  36.045	   3.175	   1.054	   0.959	   1.023
   1963	  67.	  83.552	  36.507	   3.148	   1.023	   0.990	   1.004
   1964	  68.	  83.000	  36.971	   3.127	   1.024	   0.995	   0.999
   1965	  69.	  82.449	  37.435	   3.025	   0.979	   0.983	   0.985
   1966	  69.	  82.449	  38.435	   2.538	   0.826	   0.843	   0.842
   1967	  69.	  82.449	  39.435	   3.008	   1.004	   1.093	   1.016
   1968	  69.	  82.449	  40.435	   3.536	   1.225	   1.196	   1.217
   1969	  70.	  81.843	  40.857	   3.432	   1.151	   1.028	   1.136
   1970	  70.	  81.843	  41.857	   3.400	   1.173	   1.085	   1.158
   1971	  70.	  81.843	  42.857	   2.864	   0.958	   0.876	   0.953
   1972	  70.	  81.843	  43.857	   2.740	   0.895	   0.934	   0.914
   1973	  70.	  81.843	  44.857	   2.785	   0.911	   0.961	   0.921
   1974	  70.	  81.843	  45.857	   2.814	   0.919	   0.967	   0.931
   1975	  71.	  81.183	  46.211	   3.061	   1.071	   1.109	   1.078
   1976	  71.	  81.183	  47.211	   3.203	   1.098	   1.063	   1.106
   1977	  71.	  81.183	  48.211	   2.552	   0.802	   0.762	   0.821
   1978	  71.	  81.183	  49.211	   3.255	   1.129	   1.220	   1.136
   1979	  71.	  81.183	  50.211	   2.797	   0.979	   0.917	   0.984
   1980	  71.	  81.183	  51.211	   2.478	   0.828	   0.860	   0.857
   1981	  71.	  81.183	  52.211	   2.514	   0.870	   0.982	   0.913
   1982	  71.	  81.183	  53.211	   2.583	   0.929	   1.001	   0.960
   1983	  71.	  81.183	  54.211	   2.696	   0.968	   1.018	   1.000
   1984	  71.	  81.183	  55.211	   2.836	   0.997	   1.033	   1.036
   1985	  71.	  81.183	  56.211	   2.779	   0.978	   0.980	   0.999
   1986	  71.	  81.183	  57.211	   3.089	   1.104	   1.111	   1.117
   1987	  71.	  81.183	  58.211	   2.888	   1.019	   0.966	   1.024
   1988	  71.	  81.183	  59.211	   2.646	   0.945	   0.926	   0.940
   1989	  71.	  81.183	  60.211	   2.587	   0.920	   0.952	   0.925
   1990	  71.	  81.183	  61.211	   2.826	   1.043	   1.085	   1.051
   1991	  71.	  81.183	  62.211	   2.260	   0.795	   0.781	   0.814
   1992	  71.	  81.183	  63.211	   2.733	   0.999	   1.118	   1.026
   1993	  71.	  81.183	  64.211	   2.775	   1.044	   1.054	   1.070
   1994	  71.	  81.183	  65.211	   2.917	   1.132	   1.108	   1.150
   1995	  71.	  81.183	  66.211	   2.723	   1.026	   0.975	   1.049
   1996	  71.	  81.183	  67.211	   2.386	   0.920	   0.915	   0.942
   1997	  71.	  81.183	  68.211	   1.913	   0.721	   0.771	   0.756
   1998	  71.	  81.183	  69.211	   2.418	   0.906	   1.070	   0.946
   1999	  71.	  81.183	  70.211	   2.236	   0.833	   0.896	   0.874
   2000	  71.	  81.183	  71.211	   2.230	   0.867	   0.960	   0.900
   2001	  71.	  81.183	  72.211	   2.717	   1.102	   1.179	   1.136
   2002	  71.	  81.183	  73.211	   2.622	   1.034	   0.997	   1.065
   2003	  71.	  81.183	  74.211	   2.716	   1.072	   1.055	   1.091
   2004	  71.	  81.183	  75.211	   2.680	   1.042	   1.007	   1.054
