"variable","prev.apr","prev.may","prev.jun","prev.jul","prev.aug","prev.sep","prev.oct","prev.nov","prev.dec","curr.jan","curr.feb","curr.mar","curr.apr","curr.may","curr.jun","curr.jul","curr.aug"
"cld",0,5,0,2,0,0,3,3,0,1,0,2,0,7,4,4,0
"dtr",0,4,0,0,0,1,1,2,3,0,3,2,0,4,2,5,4
"pet",0,3,0,1,0,1,0,4,0,0,0,0,0,7,3,5,3
"PETminusPRE",0,2,1,1,0,0,1,0,0,2,0,0,0,6,5,4,4
"pre",0,2,0,1,0,0,1,0,0,2,0,0,0,4,4,3,2
"tmn",0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0
"tmp",0,1,0,0,0,0,0,0,1,0,0,0,0,5,1,2,0
"tmx",0,1,0,0,0,0,0,1,2,0,0,1,0,5,3,5,2
"vap",0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0
"wet",0,3,0,1,1,0,0,0,0,2,0,0,0,6,5,4,2
"PDSI_prewhiten",0,2,0,1,1,0,0,0,1,2,0,0,0,2,4,5,5
