 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000      -0.00025         0.00083         0.00277
  0.01000       0.01934         0.00477         0.01583
  0.02000       0.04835         0.00998         0.03385
  0.03000       0.06527         0.01413         0.04645
  0.04000       0.03457         0.00755         0.02629
  0.05000       0.02484         0.00475         0.01508
  0.06000       0.02155         0.00540         0.01554
  0.07000       0.03002         0.01048         0.02661
  0.08000       0.02972         0.00952         0.02396
  0.09000       0.02792         0.01021         0.02282
  0.10000       0.02795         0.01104         0.02422
  0.11000       0.01600         0.00825         0.01735
  0.12000       0.00998         0.00503         0.00949
  0.13000       0.00754         0.00425         0.00649
  0.14000       0.01784         0.01352         0.02017
  0.15000       0.05371         0.03657         0.05401
  0.16000       0.03973         0.02499         0.03656
  0.17000       0.00756         0.00470         0.00588
  0.18000       0.00544         0.00327         0.00344
  0.19000       0.00841         0.00543         0.00584
  0.20000       0.00902         0.00615         0.00668
  0.21000       0.00864         0.00848         0.00829
  0.22000       0.01445         0.01298         0.01259
  0.23000       0.02194         0.01786         0.01656
  0.24000       0.01557         0.01410         0.01309
  0.25000       0.00881         0.01030         0.00868
  0.26000       0.00957         0.00998         0.00783
  0.27000       0.00435         0.00526         0.00386
  0.28000       0.00656         0.01004         0.00748
  0.29000       0.00771         0.01138         0.00775
  0.30000       0.00877         0.01159         0.00749
  0.31000       0.00762         0.01142         0.00705
  0.32000       0.00422         0.00479         0.00298
  0.33000       0.00398         0.00372         0.00216
  0.34000       0.00533         0.00598         0.00379
  0.35000       0.00719         0.00741         0.00444
  0.36000       0.00746         0.00728         0.00426
  0.37000       0.00523         0.00717         0.00408
  0.38000       0.00863         0.01013         0.00575
  0.39000       0.01409         0.02025         0.01046
  0.40000       0.01919         0.03040         0.01535
  0.41000       0.01677         0.02530         0.01241
  0.42000       0.00683         0.00917         0.00461
  0.43000       0.00219         0.00175         0.00081
  0.44000       0.00483         0.00249         0.00118
  0.45000       0.00712         0.00608         0.00256
  0.46000       0.00534         0.00568         0.00252
  0.47000       0.00385         0.00555         0.00247
  0.48000       0.00486         0.00556         0.00272
  0.49000       0.00658         0.00852         0.00392
  0.50000       0.00885         0.01303         0.00615
