year	num	seg	age	raw	std	res	ars
   1868	   1.	 141.000	   1.000	   1.396	   0.984	   0.991	   0.993
   1869	   1.	 141.000	   2.000	   1.583	   1.242	   1.261	   1.259
   1870	   1.	 141.000	   3.000	   1.463	   1.065	   0.929	   1.057
   1871	   1.	 141.000	   4.000	   1.148	   0.702	   0.664	   0.692
   1872	   1.	 141.000	   5.000	   1.158	   0.727	   0.895	   0.756
   1873	   1.	 141.000	   6.000	   1.050	   0.639	   0.782	   0.669
   1874	   1.	 141.000	   7.000	   1.175	   0.765	   0.981	   0.833
   1875	   1.	 141.000	   8.000	   1.315	   0.898	   1.043	   0.970
   1876	   1.	 141.000	   9.000	   1.700	   1.253	   1.342	   1.327
   1877	   1.	 141.000	  10.000	   1.500	   1.060	   0.909	   1.070
   1878	   1.	 141.000	  11.000	   1.206	   0.821	   0.774	   0.811
   1879	   1.	 141.000	  12.000	   1.441	   1.005	   1.124	   1.041
   1880	   1.	 141.000	  13.000	   1.227	   0.847	   0.832	   0.856
   1881	   1.	 141.000	  14.000	   1.307	   0.907	   0.996	   0.934
   1882	   1.	 141.000	  15.000	   1.279	   0.891	   0.938	   0.913
   1883	   1.	 141.000	  16.000	   1.112	   0.790	   0.837	   0.800
   1884	   1.	 141.000	  17.000	   1.211	   0.856	   0.978	   0.890
   1885	   1.	 141.000	  18.000	   1.197	   0.852	   0.928	   0.881
   1886	   1.	 141.000	  19.000	   1.099	   0.802	   0.874	   0.823
   1887	   1.	 141.000	  20.000	   1.246	   0.887	   1.006	   0.929
   1888	   1.	 141.000	  21.000	   1.555	   1.060	   1.144	   1.115
   1889	   2.	 133.000	  11.500	   2.859	   1.535	   1.453	   1.500
   1890	   2.	 133.000	  12.500	   1.720	   1.049	   0.743	   0.988
   1891	   2.	 133.000	  13.500	   1.101	   0.841	   0.786	   0.783
   1892	   2.	 133.000	  14.500	   0.891	   0.694	   0.743	   0.641
   1893	   2.	 133.000	  15.500	   0.659	   0.637	   0.780	   0.613
   1894	   2.	 133.000	  16.500	   1.420	   0.914	   1.161	   0.988
   1895	   2.	 133.000	  17.500	   1.752	   1.011	   1.066	   1.066
   1896	   2.	 133.000	  18.500	   2.402	   1.257	   1.293	   1.324
   1897	   2.	 133.000	  19.500	   2.225	   1.199	   1.053	   1.210
   1898	   2.	 133.000	  20.500	   2.267	   1.219	   1.112	   1.214
   1899	   2.	 133.000	  21.500	   2.331	   1.233	   1.113	   1.217
   1900	   2.	 133.000	  22.500	   2.127	   1.175	   1.038	   1.145
   1901	   2.	 133.000	  23.500	   2.070	   1.180	   1.079	   1.151
   1902	   2.	 133.000	  24.500	   2.655	   1.415	   1.341	   1.409
   1903	   2.	 133.000	  25.500	   2.504	   1.336	   1.087	   1.283
   1904	   2.	 133.000	  26.500	   2.216	   1.214	   1.006	   1.145
   1905	   2.	 133.000	  27.500	   1.901	   1.077	   0.937	   1.010
   1906	   3.	 119.000	  19.333	   1.618	   1.115	   1.000	   1.010
   1907	   3.	 119.000	  20.333	   1.390	   1.037	   0.944	   0.954
   1908	   3.	 119.000	  21.333	   1.329	   0.981	   1.051	   1.035
   1909	   3.	 119.000	  22.333	   1.704	   1.241	   1.156	   1.176
   1910	   3.	 119.000	  23.333	   0.968	   0.769	   0.667	   0.752
   1911	   3.	 119.000	  24.333	   1.170	   0.994	   1.109	   0.999
   1912	   3.	 119.000	  25.333	   1.341	   0.970	   0.971	   0.975
   1913	   3.	 119.000	  26.333	   0.678	   0.526	   0.571	   0.554
   1914	   3.	 119.000	  27.333	   1.227	   0.951	   1.199	   1.000
   1915	   3.	 119.000	  28.333	   1.255	   1.056	   1.070	   1.075
   1916	   3.	 119.000	  29.333	   1.309	   1.142	   1.097	   1.136
   1917	   3.	 119.000	  30.333	   0.947	   0.817	   0.792	   0.861
   1918	   3.	 119.000	  31.333	   0.198	   0.384	   0.514	   0.437
   1919	   5.	 108.000	  19.800	   1.275	   0.946	   1.090	   0.839
   1920	   8.	 100.875	  13.375	   1.535	   1.137	   1.076	   1.006
   1921	   8.	 100.875	  14.375	   1.696	   1.256	   1.121	   1.128
   1922	   9.	 100.000	  13.778	   1.544	   1.160	   0.981	   1.046
   1923	   9.	 100.000	  14.778	   1.213	   0.837	   0.813	   0.839
   1924	   9.	 100.000	  15.778	   1.286	   0.939	   1.046	   0.976
   1925	   9.	 100.000	  16.778	   1.037	   0.826	   0.864	   0.857
   1926	  10.	  97.500	  16.100	   0.734	   0.687	   0.879	   0.817
   1927	  10.	  97.500	  17.100	   0.985	   0.951	   1.085	   1.005
   1928	  10.	  97.500	  18.100	   1.338	   1.028	   1.062	   1.069
