year	num	seg	age	raw	std	res	ars
   1824	   1.	 186.000	   1.000	   2.018	   1.155	   1.065	   1.071
   1825	   1.	 186.000	   2.000	   1.502	   0.999	   0.903	   0.928
   1826	   1.	 186.000	   3.000	   0.560	   0.680	   0.682	   0.668
   1827	   1.	 186.000	   4.000	   1.203	   0.906	   1.087	   0.985
   1828	   1.	 186.000	   5.000	   1.051	   0.854	   0.967	   0.965
   1829	   1.	 186.000	   6.000	   0.986	   0.831	   0.955	   0.947
   1830	   1.	 186.000	   7.000	   1.684	   1.084	   1.181	   1.169
   1831	   1.	 186.000	   8.000	   1.830	   1.141	   1.106	   1.161
   1832	   1.	 186.000	   9.000	   2.088	   1.240	   1.136	   1.190
   1833	   1.	 186.000	  10.000	   2.240	   1.304	   1.132	   1.195
   1834	   1.	 186.000	  11.000	   1.684	   1.109	   0.891	   0.953
   1835	   1.	 186.000	  12.000	   1.477	   1.035	   0.941	   0.929
   1836	   1.	 186.000	  13.000	   1.786	   1.165	   1.125	   1.106
   1837	   1.	 186.000	  14.000	   1.830	   1.192	   1.086	   1.122
   1838	   1.	 186.000	  15.000	   1.451	   1.042	   0.910	   0.950
   1839	   1.	 186.000	  16.000	   1.412	   1.030	   0.993	   0.980
   1840	   1.	 186.000	  17.000	   1.957	   1.278	   1.228	   1.227
   1841	   1.	 186.000	  18.000	   1.372	   1.023	   0.838	   0.910
   1842	   1.	 186.000	  19.000	   1.477	   1.080	   1.035	   1.010
   1843	   1.	 186.000	  20.000	   1.358	   1.028	   0.988	   0.994
   1844	   1.	 186.000	  21.000	   1.275	   0.992	   0.980	   0.980
   1845	   1.	 186.000	  22.000	   0.953	   0.824	   0.844	   0.842
   1846	   1.	 186.000	  23.000	   1.601	   1.171	   1.242	   1.198
   1847	   1.	 186.000	  24.000	   1.275	   1.006	   0.922	   0.985
   1848	   1.	 186.000	  25.000	   1.261	   1.003	   0.992	   0.990
   1849	   1.	 186.000	  26.000	   1.489	   1.133	   1.133	   1.134
   1850	   1.	 186.000	  27.000	   1.247	   1.003	   0.929	   0.973
   1851	   1.	 186.000	  28.000	   1.358	   1.070	   1.063	   1.058
   1852	   1.	 186.000	  29.000	   1.425	   1.111	   1.081	   1.102
   1853	   1.	 186.000	  30.000	   1.144	   0.954	   0.881	   0.915
   1854	   1.	 186.000	  31.000	   0.814	   0.759	   0.769	   0.748
   1855	   1.	 186.000	  32.000	   0.970	   0.857	   1.023	   0.947
   1856	   1.	 186.000	  33.000	   0.759	   0.732	   0.850	   0.837
   1857	   1.	 186.000	  34.000	   1.051	   0.910	   1.104	   1.056
   1858	   1.	 186.000	  35.000	   0.814	   0.774	   0.852	   0.872
   1859	   1.	 186.000	  36.000	   0.919	   0.838	   1.002	   0.965
   1860	   1.	 186.000	  37.000	   0.885	   0.821	   0.957	   0.948
   1861	   1.	 186.000	  38.000	   0.953	   0.862	   1.007	   0.993
   1862	   1.	 186.000	  39.000	   1.003	   0.890	   1.014	   1.014
   1863	   1.	 186.000	  40.000	   0.919	   0.847	   0.932	   0.939
   1864	   1.	 186.000	  41.000	   0.662	   0.712	   0.775	   0.761
   1865	   1.	 186.000	  42.000	   0.953	   0.867	   1.084	   1.012
   1866	   1.	 186.000	  43.000	   0.777	   0.779	   0.872	   0.879
   1867	   1.	 186.000	  44.000	   0.796	   0.790	   0.940	   0.905
   1868	   1.	 186.000	  45.000	   0.759	   0.774	   0.921	   0.894
   1869	   1.	 186.000	  46.000	   1.203	   0.980	   1.194	   1.165
   1870	   1.	 186.000	  47.000	   1.082	   0.924	   0.962	   1.015
   1871	   1.	 186.000	  48.000	   1.129	   0.941	   1.008	   1.015
   1872	   1.	 186.000	  49.000	   0.740	   0.768	   0.725	   0.735
   1873	   1.	 186.000	  50.000	   0.832	   0.808	   0.954	   0.874
   1874	   1.	 186.000	  51.000	   0.642	   0.725	   0.823	   0.789
   1875	   1.	 186.000	  52.000	   0.850	   0.812	   1.021	   0.957
   1876	   1.	 186.000	  53.000	   0.642	   0.722	   0.821	   0.812
   1877	   1.	 186.000	  54.000	   0.721	   0.753	   0.940	   0.884
   1878	   1.	 186.000	  55.000	   0.622	   0.708	   0.862	   0.830
   1879	   1.	 186.000	  56.000	   0.662	   0.721	   0.919	   0.869
