 num = number of series             ident = series identification
 ify = first year of time series      ily = last year of time series
 yfp = years from pith for rcs        itn = transform (>3 = power*1000)
 idt = series detrending options      ips = series ar model order options
 isb = stabilize variance options     icu = use (1) or do not use (0)
 ics = save (1) or do not save (0)    cpa = common period analysis series
                   -- do not delete these lines --
 num  ident      ify   ily   yfp   itn   idt   ips   isb   icu   ics   cpa
   1  22371     1939  2009     0     4   -67     0     0     1     1     1
   2  32368     1927  2009     0     4   -67     0     0     1     1     2
   3  32498     1939  2009     0     4   -67     0     0     1     1     3
   4  40533     1933  2009     0     4   -67     0     0     1     1     4
   5  42248     1918  2009     0     4   -67     0     0     1     1     5
   6  42283     1920  2009     0     4   -67     0     0     1     1     6
   7  52403     1925  2009     0     4   -67     0     0     1     1     7
   8  60549     1958  2009     0     4   -67     0     0     1     1     0
   9  80046     1913  2009     0     4   -67     0     0     1     1     9
  10  80148     1922  2009     0     4   -67     0     0     1     1    10
  11  80159     1918  2009     0     4   -67     0     0     1     1    11
  12  80576     1889  2009     0     4   -67     0     0     1     1    12
  13  82434     1923  2009     0     4   -67     0     0     1     1    13
  14  90084     1948  2009     0     4   -67     0     0     1     1    14
  15  90104     1939  2009     0     4   -67     0     0     1     1    15
  16  90634     1937  2009     0     4   -67     0     0     1     1    16
  17  90650     1930  2009     0     4   -67     0     0     1     1    17
  18  91499     1943  2009     0     4   -67     0     0     1     1    18
  19  101123    1931  2009     0     4   -67     0     0     1     1    19
  20  101215    1932  2009     0     4   -67     0     0     1     1    20
  21  102238    1912  2009     0     4   -67     0     0     1     1    21
  22  110819    1926  2009     0     4   -67     0     0     1     1    22
  23  110920    1917  2009     0     4   -67     0     0     1     1    23
  24  112206    1923  2009     0     4   -67     0     0     1     1    24
  25  121379    1909  2009     0     4   -67     0     0     1     1    25
  26  130991    1903  2009     0     4   -67     0     0     1     1    26
  27  131009    1905  2009     0     4   -67     0     0     1     1    27
  28  132232    1949  2009     0     4   -67     0     0     1     1    28
  29  132250    1944  2009     0     4   -67     0     0     1     1    29
  30  132396    1824  2009     0     4   -67     0     0     1     1    30
  31  132542    1921  2009     0     4   -67     0     0     1     1    31
  32  140733    1939  2009     0     4   -67     0     0     1     1    32
  33  140736    1919  2009     0     4   -67     0     0     1     1    32
  34  140761    1913  2009     0     4   -67     0     0     1     1    33
  35  140931    1916  2009     0     4   -67     0     0     1     1    34
  36  140934    1904  2009     0     4   -67     0     0     1     1    34
  37  142575    1895  2009     0     4   -67     0     0     1     1    35
  38  150951    1923  2009     0     4   -67     0     0     1     1    36
  39  152490    1942  2009     0     4   -67     0     0     1     1    37
  40  152645    1917  2009     0     4   -67     0     0     1     1    38
  41  152656    1930  2009     0     4   -67     0     0     1     1    39
  42  160935    1914  2009     0     4   -67     0     0     1     1    40
  43  162566    1916  2009     0     4   -67     0     0     1     1    41
  44  171167    1925  2009     0     4   -67     0     0     1     1    42
  45  182130    1896  2009     0     4   -67     0     0     1     1    43
  46  190830    1935  2009     0     4   -67     0     0     1     1    44
  47  70228A    1909  2017     0     4   -67     0     0     1     1    45
  48  32177A    1925  2015     0     4   -67     0     0     1     1    46
  49  182024A   1912  2017     0     4   -67     0     0     1     1    47
  50  190807A   1930  2013     0     4   -67     0     0     1     1    48
  51  112440A   1924  2014     0     4   -67     0     0     1     1    49
  52  152651A   1925  2015     0     4   -67     0     0     1     1    39
  53  122521A   1968  2015     0     4   -67     0     0     1     1     0
  54  182686    1950  2009     0     4   -67     0     0     1     1    51
