 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.02897         0.00423         0.00866
  0.00781       0.05440         0.00669         0.01365
  0.01563       0.06211         0.00794         0.01610
  0.02344       0.02799         0.00629         0.01207
  0.03125       0.01793         0.00584         0.01113
  0.03906       0.02905         0.00735         0.01420
  0.04688       0.02229         0.00568         0.01079
  0.05469       0.01576         0.00555         0.01040
  0.06250       0.01189         0.00462         0.00892
  0.07031       0.00534         0.00199         0.00392
  0.07813       0.00371         0.00191         0.00368
  0.08594       0.01679         0.00982         0.01732
  0.09375       0.02723         0.01323         0.02287
  0.10156       0.01886         0.00709         0.01202
  0.10938       0.01464         0.00696         0.01122
  0.11719       0.02145         0.00934         0.01517
  0.12500       0.01446         0.00572         0.00939
  0.13281       0.00855         0.00393         0.00593
  0.14063       0.01156         0.00464         0.00666
  0.14844       0.01178         0.00796         0.01087
  0.15625       0.01132         0.00925         0.01226
  0.16406       0.01794         0.01314         0.01713
  0.17188       0.01431         0.01094         0.01391
  0.17969       0.00326         0.00315         0.00389
  0.18750       0.00256         0.00207         0.00224
  0.19531       0.00213         0.00162         0.00161
  0.20313       0.00182         0.00224         0.00239
  0.21094       0.00200         0.00249         0.00255
  0.21875       0.00196         0.00229         0.00237
  0.22656       0.00077         0.00165         0.00171
  0.23438       0.00554         0.00675         0.00652
  0.24219       0.01033         0.00967         0.00926
  0.25000       0.00672         0.00517         0.00517
  0.25781       0.00602         0.00450         0.00414
  0.26563       0.00939         0.00711         0.00598
  0.27344       0.00594         0.00482         0.00400
  0.28125       0.00264         0.00264         0.00231
  0.28906       0.00326         0.00324         0.00251
  0.29688       0.00355         0.00309         0.00247
  0.30469       0.00327         0.00370         0.00298
  0.31250       0.00441         0.00938         0.00718
  0.32031       0.00476         0.00941         0.00698
  0.32813       0.00394         0.00614         0.00437
  0.33594       0.00588         0.00720         0.00487
  0.34375       0.00656         0.00693         0.00479
  0.35156       0.00581         0.00579         0.00416
  0.35938       0.00479         0.00553         0.00375
  0.36719       0.00464         0.00721         0.00459
  0.37500       0.00286         0.00496         0.00318
  0.38281       0.00124         0.00258         0.00162
  0.39063       0.00306         0.00466         0.00293
  0.39844       0.00524         0.00580         0.00377
  0.40625       0.00517         0.00476         0.00309
  0.41406       0.00548         0.00746         0.00463
  0.42188       0.00426         0.00607         0.00370
  0.42969       0.00537         0.00632         0.00378
  0.43750       0.00810         0.00975         0.00587
  0.44531       0.00640         0.00668         0.00401
  0.45313       0.00330         0.00423         0.00266
  0.46094       0.00245         0.00483         0.00295
  0.46875       0.00194         0.00272         0.00168
  0.47656       0.00155         0.00338         0.00196
  0.48438       0.00311         0.00804         0.00458
  0.49219       0.00482         0.01122         0.00646
  0.50000       0.00591         0.01242         0.00729
