 num = number of series             ident = series identification
 ify = first year of time series      ily = last year of time series
 yfp = years from pith for rcs        itn = transform (>3 = power*1000)
 idt = series detrending options      ips = series ar model order options
 isb = stabilize variance options     icu = use (1) or do not use (0)
 ics = save (1) or do not save (0)    cpa = common period analysis series
                   -- do not delete these lines --
 num  ident      ify   ily   yfp   itn   idt   ips   isb   icu   ics   cpa
   1  12490     1940  2009     0     4   -67     0     0     1     1     1
   2  22604     1964  2009     0     4   -67     0     0     1     1     0
   3  42544     1944  2009     0     4   -67     0     0     1     1     3
   4  60083     1960  2009     0     4   -67     0     0     1     1     0
   5  62248     1952  2009     0     4   -67     0     0     1     1     0
   6  80282     1955  2009     0     4   -67     0     0     1     1     0
   7  80719     1915  2009     0     4   -67     0     0     1     1     7
   8  90645     1954  2009     0     4   -67     0     0     1     1     0
   9  92493     1917  2009     0     4   -67     0     0     1     1     9
  10  110950    1938  2009     0     4   -67     0     0     1     1    10
  11  121442    1952  2009     0     4   -67     0     0     1     1     0
  12  131017    1950  2009     0     4   -67     0     0     1     1    12
  13  131080    1930  2009     0     4   -67     0     0     1     1    13
  14  140735    1939  2009     0     4   -67     0     0     1     1    14
  15  200168    1950  2009     0     4   -67     0     0     1     1    15
  16  200988    1954  2009     0     4   -67     0     0     1     1     0
  17  202162    1980  2009     0     4   -67     0     0     1     1     0
  18  12369A    1953  2013     0     4   -67     0     0     1     1     0
  19  20804A    1913  2005     0     4   -67     0     0     1     1    19
  20  42250A    1924  2014     0     4   -67     0     0     1     1    20
  21  72345A    1933  2012     0     4   -67     0     0     1     1    21
  22  82403A    1922  2013     0     4   -67     0     0     1     1    22
  23  92360A    1922  2015     0     4   -67     0     0     1     1    23
  24  102470A   1931  2013     0     4   -67     0     0     1     1    24
  25  122554A   1935  2009     0     4   -67     0     0     1     1    25
  26  42232A    1943  2010     0     4   -67     0     0     1     1    26
  27  90285A    1926  2012     0     4   -67     0     0     1     1    27
  28  092501A   1932  2015     0     4   -67     0     0     1     1    28
  29  111166A   1918  2014     0     4   -67     0     0     1     1    29
  30  121017A   1956  2017     0     4   -67     0     0     1     1     0
  31  131192A   1949  2001     0     4   -67     0     0     1     1    31
  32  160962A   1920  2007     0     4   -67     0     0     1     1    32
  33  172220A   1959  2016     0     4   -67     0     0     1     1     0
  34  200188A   1990  2017     0     4   -67     0     0     1     1     0
  35  80248     1940  2009     0     4   -67     0     0     1     1    35
  36  192129    1971  2009     0     4   -67     0     0     1     1     0
  37  92389     1928  2009     0     4   -67     0     0     1     1    37
  38  90369     1954  2009     0     4   -67     0     0     1     1     0
  39  110952    1931  2009     0     4   -67     0     0     1     1    10
  40  192128    1965  2009     0     4   -67     0     0     1     1     0
  41  120924    1938  2009     0     4   -67     0     0     1     1    39
  42  12366     1981  2009     0     4   -67     0     0     1     1     0
  43  82317     1922  2009     0     4   -67     0     0     1     1    41
  44  50281     1955  2009     0     4   -67     0     0     1     1     0
  45  22603     1962  2009     0     4   -67     0     0     1     1     0
  46  100997    1954  2009     0     4   -67     0     0     1     1     0
  47  190497    1950  2010     0     4   -67     0     0     1     1    45
  48  131047    1950  2009     0     4   -67     0     0     1     1    46
  49  91491     1928  2009     0     4   -67     0     0     1     1    47
  50  60125     1929  2009     0     4   -67     0     0     1     1    48
  51  52388     1950  2009     0     4   -67     0     0     1     1    49
  52  80746     1953  2000     0     4   -67     0     0     1     1     0
  53  92486A    1921  2009     0     4   -67     0     0     1     1    51
  54  121423A   1935  2008     0     4   -67     0     0     1     1    52
  55  52237A    1937  2014     0     4   -67     0     0     1     1    53
  56  80641A    1937  2016     0     4   -67     0     0     1     1    54
  57  110899A   1933  2017     0     4   -67     0     0     1     1    55
  58  171403A   1950  2014     0     4   -67     0     0     1     1    56
  59  052246A   1945  2010     0     4   -67     0     0     1     1    57
