 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.00236         0.00032         0.00295
  0.01429       0.00663         0.00137         0.00818
  0.02857       0.02350         0.00396         0.02175
  0.04286       0.02729         0.00395         0.02047
  0.05714       0.02037         0.00331         0.01483
  0.07143       0.01943         0.00654         0.02165
  0.08571       0.03237         0.01297         0.03798
  0.10000       0.02403         0.01072         0.02886
  0.11429       0.01372         0.00646         0.01435
  0.12857       0.00807         0.00359         0.00644
  0.14286       0.01265         0.00610         0.00927
  0.15714       0.01549         0.00677         0.01016
  0.17143       0.00600         0.00291         0.00367
  0.18571       0.00521         0.00430         0.00411
  0.20000       0.00683         0.00655         0.00623
  0.21429       0.00400         0.00394         0.00399
  0.22857       0.00093         0.00162         0.00119
  0.24286       0.00483         0.00577         0.00422
  0.25714       0.00657         0.00631         0.00478
  0.27143       0.00319         0.00247         0.00183
  0.28571       0.00183         0.00189         0.00103
  0.30000       0.00433         0.00457         0.00264
  0.31429       0.00389         0.00534         0.00290
  0.32857       0.00192         0.00277         0.00160
  0.34286       0.00088         0.00176         0.00095
  0.35714       0.00130         0.00326         0.00167
  0.37143       0.00214         0.00503         0.00237
  0.38571       0.00388         0.00786         0.00346
  0.40000       0.00320         0.00672         0.00282
  0.41429       0.00149         0.00353         0.00158
  0.42857       0.00296         0.00670         0.00272
  0.44286       0.00673         0.01243         0.00497
  0.45714       0.00497         0.00843         0.00335
  0.47143       0.00132         0.00209         0.00094
  0.48571       0.00125         0.00277         0.00110
  0.50000       0.00192         0.00389         0.00150
