 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.00330         0.00034         0.00543
  0.01190       0.01403         0.00179         0.01725
  0.02381       0.07022         0.00691         0.05320
  0.03571       0.08656         0.00907         0.06134
  0.04762       0.06230         0.00960         0.04890
  0.05952       0.05523         0.00936         0.03820
  0.07143       0.03868         0.00818         0.02532
  0.08333       0.02493         0.00726         0.01839
  0.09524       0.01260         0.00463         0.01000
  0.10714       0.00189         0.00137         0.00253
  0.11905       0.00009         0.00068         0.00065
  0.13095       0.00266         0.00222         0.00246
  0.14286       0.01209         0.00769         0.00845
  0.15476       0.01625         0.01019         0.01178
  0.16667       0.00589         0.00392         0.00454
  0.17857       0.00287         0.00166         0.00191
  0.19048       0.00358         0.00232         0.00203
  0.20238       0.00538         0.00484         0.00381
  0.21429       0.00411         0.00591         0.00425
  0.22619       0.00254         0.00567         0.00396
  0.23810       0.00346         0.00749         0.00494
  0.25000       0.00521         0.01339         0.00838
  0.26190       0.00437         0.01090         0.00637
  0.27381       0.00498         0.00714         0.00418
  0.28571       0.00392         0.00671         0.00369
  0.29762       0.00154         0.00471         0.00247
  0.30952       0.00079         0.00215         0.00115
  0.32143       0.00166         0.00154         0.00086
  0.33333       0.00267         0.00261         0.00130
  0.34524       0.00296         0.00317         0.00151
  0.35714       0.00186         0.00248         0.00131
  0.36905       0.00154         0.00198         0.00124
  0.38095       0.00310         0.00556         0.00284
  0.39286       0.00697         0.01447         0.00739
  0.40476       0.00843         0.01550         0.00826
  0.41667       0.00540         0.00944         0.00515
  0.42857       0.00390         0.00639         0.00351
  0.44048       0.00543         0.00746         0.00414
  0.45238       0.00450         0.00364         0.00191
  0.46429       0.00475         0.00278         0.00149
  0.47619       0.00494         0.00411         0.00233
  0.48810       0.00314         0.00327         0.00189
  0.50000       0.00166         0.00252         0.00133
