 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000      -0.00012        -0.00017        -0.00033
  0.01220       0.00019         0.00018         0.00038
  0.02439       0.00371         0.00232         0.00418
  0.03659       0.01280         0.00677         0.01228
  0.04878       0.01591         0.00786         0.01424
  0.06098       0.00943         0.00570         0.01001
  0.07317       0.01474         0.00981         0.01614
  0.08537       0.03046         0.01985         0.03252
  0.09756       0.02150         0.01457         0.02336
  0.10976       0.00405         0.00310         0.00472
  0.12195       0.00162         0.00128         0.00167
  0.13415       0.00280         0.00235         0.00307
  0.14634       0.01005         0.00934         0.01236
  0.15854       0.01319         0.01257         0.01634
  0.17073       0.00835         0.00814         0.01017
  0.18293       0.00246         0.00225         0.00278
  0.19512       0.00217         0.00175         0.00199
  0.20732       0.00343         0.00349         0.00365
  0.21951       0.00921         0.00858         0.00871
  0.23171       0.01228         0.01031         0.01010
  0.24390       0.01332         0.01229         0.01157
  0.25610       0.01090         0.01062         0.00998
  0.26829       0.00552         0.00624         0.00559
  0.28049       0.00669         0.00810         0.00690
  0.29268       0.00492         0.00596         0.00478
  0.30488       0.00513         0.00571         0.00437
  0.31707       0.00514         0.00553         0.00422
  0.32927       0.00583         0.00635         0.00480
  0.34146       0.00580         0.00651         0.00481
  0.35366       0.00422         0.00418         0.00307
  0.36585       0.00330         0.00310         0.00221
  0.37805       0.00234         0.00276         0.00195
  0.39024       0.00468         0.00572         0.00379
  0.40244       0.00763         0.00988         0.00644
  0.41463       0.00523         0.00697         0.00452
  0.42683       0.00260         0.00317         0.00204
  0.43902       0.00611         0.00800         0.00503
  0.45122       0.00885         0.01102         0.00703
  0.46341       0.00657         0.00847         0.00538
  0.47561       0.00700         0.00903         0.00576
  0.48780       0.00480         0.00634         0.00397
  0.50000       0.00351         0.00503         0.00304
