"season","Summary_type","Species","PPT","Tmax","Tmean","Tmin","cld","deficit","dtr","frs","pet","pet_sum","pre","tmn","tmp","tmx","vap","wet","PCP","PDSI","PDSI_prewhiten","PHDI","PHDI_prewhiten","PMDI","PMDI_prewhiten","SP01","TAVG","TMAX","TMIN","ZNDX"
"all_seasons","Sum of all absolute correlations","All",14.7108917935157,15.2045045788132,12.7530479504129,9.98478524384442,17.2657198577959,15.9771594092649,17.5220803963322,4.75213240932222,17.1017804929918,17.1265487360316,14.7483715897244,9.80220419428511,12.1200117796222,14.7471012928121,9.45719416352061,15.0839732329746,15.2598080400122,19.7247590073684,14.6870307555087,18.8138131992472,15.8985046338517,20.0345046838602,15.6730673845928,16.054119228637,12.3249590614445,15.6901624988624,9.20837107757216,17.5186267995321
"all_seasons","Count of Significant correlations","All",20,18,11,5,32,26,32,2,29,29,18,5,10,18,4,22,19,27,22,32,27,28,21,25,12,25,4,28
"all_seasons","Sum of absolute significant correlations","All",5.44398108309644,4.6658987864405,2.79471304141087,1.23570698019384,7.94672628655776,6.44767958071104,7.8622266598921,0.477852966213023,7.3992612718596,7.50937825939949,4.39636000572612,1.18840375291564,2.4735687211979,4.58998298988497,0.94360315003345,5.60736957205884,4.8007418518189,8.18199450402453,5.20441705242532,9.40602389255563,6.40556193630679,8.86830614493176,5.43885618251792,6.45971160986276,2.95659047077454,6.46878722779099,0.952611501313381,7.66662624537503
"curr_growing_season_only","Sum of all absolute correlations","All",6.11951100604541,5.41407886773187,4.20698812791072,2.64804557125045,6.05358649972884,6.52624436110408,6.00467172370968,0.626394773554401,6.68954104760249,6.78838291924415,5.8912420191972,2.60984250340713,4.57064710203405,5.9290723883195,2.74571238702272,6.1731594875674,5.97704493145701,8.57805070068596,5.78194185952368,7.55631767498701,6.28818397624255,8.54450399814409,6.26376370104156,6.62999574485702,4.71301291991663,6.50448752551714,2.59607220170958,7.58890317803151
"curr_growing_season_only","Count of Significant correlations","All",15,13,7,3,15,20,15,0,19,20,13,3,8,14,3,14,12,23,15,18,17,20,15,17,10,18,2,19
"curr_growing_season_only","Sum of absolute significant correlations","All",4.12738423062845,3.41928054264464,1.82371643117179,0.780966097540768,3.98167229793097,4.91254272097323,3.75344892295228,NA,5.04927729425487,5.33821122817268,3.10423988454277,0.76941920695393,2.10452782216997,3.71990535843324,0.750920388113258,3.63515277989772,3.12157004131848,7.1662173372496,3.55067003885805,5.60909546744605,4.11285222313365,6.70871150598864,4.00308769229417,4.56014629612041,2.52279122827552,4.92419931162195,0.535289307523234,5.4947423475004
