"Species","Climate_data","variable","month","ANPP_response","ANPP_response_percent"
"caco","CRU_SCBI_1901_2016","cld","prev.apr",-0.000513860504671972,-1.84671376333414
"caco","CRU_SCBI_1901_2016","cld","prev.may",0.000312597754942367,1.12341495637601
"caco","CRU_SCBI_1901_2016","cld","prev.jun",-0.0004493947665405,-1.61503655757792
"caco","CRU_SCBI_1901_2016","cld","prev.jul",-0.000550510292743563,-1.97842590590927
"caco","CRU_SCBI_1901_2016","cld","prev.aug",0.00125940662172814,4.52606012883629
"caco","CRU_SCBI_1901_2016","cld","prev.sep",0.000913426315385709,3.28267483699917
"caco","CRU_SCBI_1901_2016","cld","prev.oct",0.00108902828656387,3.913753844035
"caco","CRU_SCBI_1901_2016","cld","prev.nov",0.000618048869183062,2.22114628922894
"caco","CRU_SCBI_1901_2016","cld","prev.dec",0.00118647505684285,4.26395840389221
"caco","CRU_SCBI_1901_2016","cld","curr.jan",0.000860621978402507,3.09290641739108
"caco","CRU_SCBI_1901_2016","cld","curr.feb",-0.000379908820689771,-1.36531771093734
"caco","CRU_SCBI_1901_2016","cld","curr.mar",0.000378828580758408,1.3614355407164
"caco","CRU_SCBI_1901_2016","cld","curr.apr",-0.000793501712365391,-2.85168935952726
"caco","CRU_SCBI_1901_2016","cld","curr.may",0.000754083691114127,2.71002873041436
"caco","CRU_SCBI_1901_2016","cld","curr.jun",0.00189082959671884,6.79527032848974
"caco","CRU_SCBI_1901_2016","cld","curr.jul",0.00143521454108045,5.15787927317449
"caco","CRU_SCBI_1901_2016","cld","curr.aug",9.78325654507652e-05,0.351591031958269
"caco","CRU_SCBI_1901_2016","dtr","prev.apr",0.000871357823934066,3.1314889383747
"caco","CRU_SCBI_1901_2016","dtr","prev.may",0.000194105071508362,0.697575516756775
"caco","CRU_SCBI_1901_2016","dtr","prev.jun",0.000638053553757408,2.29303919790497
"caco","CRU_SCBI_1901_2016","dtr","prev.jul",7.11559608332288e-05,0.255720552599916
"caco","CRU_SCBI_1901_2016","dtr","prev.aug",-0.00121221514021399,-4.3564632097659
"caco","CRU_SCBI_1901_2016","dtr","prev.sep",-0.00113190953449817,-4.06786062988296
