"variable","prev.apr","prev.may","prev.jun","prev.jul","prev.aug","prev.sep","prev.oct","prev.nov","prev.dec","curr.jan","curr.feb","curr.mar","curr.apr","curr.may","curr.jun","curr.jul","curr.aug"
"cld",0,4,4,4,1,0,2,0,1,0,6,5,0,5,6,4,5
"dtr",0,0,6,3,1,0,3,1,3,0,4,5,0,3,2,3,5
"pet",1,4,5,3,0,1,1,0,0,0,2,2,0,4,8,0,6
"PETminusPRE",0,5,0,1,1,0,0,3,1,1,4,1,0,5,6,1,0
"pre",0,6,0,1,1,0,0,4,1,1,2,0,0,3,4,1,0
"tmn",4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
"tmp",3,1,0,0,1,0,0,0,0,0,0,0,0,1,6,0,1
"tmx",1,0,0,1,1,0,0,0,0,0,0,1,0,3,7,0,3
"vap",7,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
"wet",0,6,2,1,2,0,0,3,1,1,3,0,0,2,4,5,0
"PDSI_prewhiten",0,6,0,0,1,0,0,2,1,0,4,1,0,2,4,6,0
