"variable","prev.apr","prev.may","prev.jun","prev.jul","prev.aug","prev.sep","prev.oct","prev.nov","prev.dec","curr.jan","curr.feb","curr.mar","curr.apr","curr.may","curr.jun","curr.jul","curr.aug"
"cld",1,6,2,2,3,1,0,3,0,0,6,1,2,3,3,3,2
"dtr",1,4,4,2,2,0,1,3,2,0,0,1,1,2,0,3,1
"pet",3,5,3,5,1,0,2,5,0,2,1,0,0,3,4,1,2
"PETminusPRE",4,9,2,2,1,1,0,4,1,2,1,0,1,3,4,1,4
"pre",2,9,2,2,2,1,0,2,1,1,0,1,1,3,3,1,4
"tmn",4,2,0,1,1,1,0,2,0,2,1,0,1,1,3,0,2
"tmp",4,0,0,1,1,1,0,3,0,3,1,0,0,0,4,0,1
"tmx",4,1,1,1,1,0,1,6,0,3,1,0,0,2,4,1,1
"vap",6,3,0,0,2,1,0,1,1,2,1,1,1,1,3,0,2
"wet",2,9,1,0,1,1,0,3,1,2,1,1,1,2,1,2,3
"PDSI_prewhiten",0,6,3,0,1,0,0,1,1,0,1,0,0,2,2,2,6
