 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.00360         0.00010         0.00229
  0.01282       0.06307         0.00338         0.02845
  0.02564       0.18792         0.01271         0.09196
  0.03846       0.15881         0.01299         0.08267
  0.05128       0.06303         0.00800         0.03626
  0.06410       0.04705         0.00730         0.02500
  0.07692       0.02083         0.00325         0.00927
  0.08974       0.01538         0.00351         0.00696
  0.10256       0.01300         0.00359         0.00639
  0.11538       0.00330         0.00195         0.00283
  0.12821       0.00306         0.00165         0.00182
  0.14103       0.00587         0.00229         0.00219
  0.15385       0.00888         0.00375         0.00329
  0.16667       0.00602         0.00239         0.00215
  0.17949       0.00431         0.00272         0.00211
  0.19231       0.00417         0.00408         0.00297
  0.20513       0.00539         0.00493         0.00325
  0.21795       0.00373         0.00332         0.00217
  0.23077       0.00178         0.00331         0.00200
  0.24359       0.00261         0.00573         0.00346
  0.25641       0.00470         0.00744         0.00416
  0.26923       0.00842         0.00919         0.00495
  0.28205       0.01114         0.01021         0.00558
  0.29487       0.00737         0.00801         0.00441
  0.30769       0.00231         0.00496         0.00263
  0.32051       0.00381         0.00487         0.00259
  0.33333       0.00518         0.00672         0.00364
  0.34615       0.00670         0.00984         0.00550
  0.35897       0.00499         0.00793         0.00434
  0.37179       0.00211         0.00444         0.00246
  0.38462       0.00282         0.00392         0.00222
  0.39744       0.00622         0.00553         0.00326
  0.41026       0.00594         0.00784         0.00467
  0.42308       0.00306         0.00597         0.00356
  0.43590       0.00552         0.00652         0.00408
  0.44872       0.00438         0.00529         0.00338
  0.46154       0.00215         0.00160         0.00098
  0.47436       0.00425         0.00245         0.00157
  0.48718       0.00465         0.00349         0.00234
  0.50000       0.00570         0.00407         0.00282
