"Summary_type","Species","PPT","Tmax","Tmean","Tmin"
"Sum of all absolute correlations","All",9.20068224819761,9.42649718463835,9.59767472911909,9.00691492062234
"Sum of all absolute correlations","CACO",0.462085775308265,0.619121134232572,0.651514498724806,0.552185535689291
"Sum of all absolute correlations","CAGL",0.981379778474876,0.685134768637014,0.718611304883206,0.592956697020115
"Sum of all absolute correlations","CAOV",0.256560765659251,0.380648112151598,0.30477113684179,0.486251744628402
"Sum of all absolute correlations","CATO",0.852878207630263,0.876840326552626,0.804728271825975,0.727651111966499
"Sum of all absolute correlations","FAGR",0.665404688854397,0.969642638238506,1.06331414719278,0.891680716530239
"Sum of all absolute correlations","FRAM",0.399741105120993,0.435311388038471,0.688555649865046,0.846340833966259
"Sum of all absolute correlations","FRNI",0.357577574574116,0.70847738764896,0.660946819948483,0.549018552317647
"Sum of all absolute correlations","JUNI",0.539262142680526,0.820707630746958,0.795404949931766,0.610686295530168
"Sum of all absolute correlations","LITU",0.678094653793862,0.707254009204379,0.698560043088803,0.592722210940111
"Sum of all absolute correlations","PIST",0.519619657789943,0.684322327034979,0.747984404806055,0.815667627585959
"Sum of all absolute correlations","QUAL",0.919202677302189,0.725951345477402,0.724569741800825,0.804573108040791
"Sum of all absolute correlations","QUPR",0.713747640365414,0.578044212337281,0.569557361632338,0.561011295159663
"Sum of all absolute correlations","QURU",0.978066015478184,0.689377430439466,0.636495367211976,0.436215746710337
"Sum of all absolute correlations","QUVE",0.877061565165328,0.545664473898136,0.532661031365239,0.539953444536857
"Count of Significant correlations","All",6,3,4,5
"Count of Significant correlations","CACO",0,0,0,0
"Count of Significant correlations","CAGL",1,0,0,0
"Count of Significant correlations","CAOV",0,0,0,0
"Count of Significant correlations","CATO",1,1,1,1
"Count of Significant correlations","FAGR",1,1,1,1
"Count of Significant correlations","FRAM",0,0,0,0
"Count of Significant correlations","FRNI",0,0,1,0
"Count of Significant correlations","JUNI",0,1,1,1
"Count of Significant correlations","LITU",0,0,0,0
"Count of Significant correlations","PIST",0,0,0,1
"Count of Significant correlations","QUAL",1,0,0,1
"Count of Significant correlations","QUPR",1,0,0,0
"Count of Significant correlations","QURU",1,0,0,0
"Count of Significant correlations","QUVE",0,0,0,0
"Sum of absolute significant correlations","All",2.35830647403202,1.24366999438997,1.71179558350137,2.20173464727164
"Sum of absolute significant correlations","CACO",NA,NA,NA,NA
"Sum of absolute significant correlations","CAGL",0.474969192576108,NA,NA,NA
"Sum of absolute significant correlations","CAOV",NA,NA,NA,NA
"Sum of absolute significant correlations","CATO",0.375205599674901,0.379439574004054,0.473919791768773,0.49325820861621
"Sum of absolute significant correlations","FAGR",0.344343956202205,0.490127571733703,0.559030804107554,0.530559008383405
"Sum of absolute significant correlations","FRAM",NA,NA,NA,NA
"Sum of absolute significant correlations","FRNI",NA,NA,0.327024948181532,NA
"Sum of absolute significant correlations","JUNI",NA,0.374102848652212,0.351820039443513,0.306602803281986
"Sum of absolute significant correlations","LITU",NA,NA,NA,NA
"Sum of absolute significant correlations","PIST",NA,NA,NA,0.407910459433007
"Sum of absolute significant correlations","QUAL",0.350600194538233,NA,NA,0.463404167557031
"Sum of absolute significant correlations","QUPR",0.363022063447146,NA,NA,NA
"Sum of absolute significant correlations","QURU",0.450165467593424,NA,NA,NA
"Sum of absolute significant correlations","QUVE",NA,NA,NA,NA
