"Summary_type","Species","PCP","PDSI","PDSI_prewhiten","PHDI","PHDI_prewhiten","PMDI","PMDI_prewhiten","SP01","TAVG","TMAX","TMIN","ZNDX"
"Sum of all absolute correlations","All",35.8264363983944,36.3866603190717,34.6343966830371,39.5581518464947,32.9113802779082,39.5271396804845,35.4281816553096,36.4477461734187,34.7532924788313,35.9221483343608,33.1554811050685,34.7470962038943
"Sum of all absolute correlations","CACO",2.83424818918839,2.98798751233689,2.83439271594956,3.54619405765464,2.83273864062965,3.19469759201305,2.89490200394447,2.90962583924263,2.98360678084416,3.0384551086345,2.47587031811452,2.87661588005207
"Sum of all absolute correlations","CAGL",2.08029114258847,2.03365359799737,1.91126733258377,1.70819192062526,1.68777355461344,1.74118079923765,1.89803176471514,2.26023317460002,2.49834514805663,2.81782364729885,2.31530781374321,1.87403466078524
"Sum of all absolute correlations","CAOV",1.91014910869431,1.84534758734387,1.56920943608793,1.84457567393478,1.65589840119528,1.84548333670774,1.97693316888522,1.99196567462532,1.81188062022603,2.09533449612083,1.65615329442253,1.75321937107125
"Sum of all absolute correlations","CATO",2.95478156178333,1.26114259361861,3.00133150987506,1.90035354031975,2.73183469809011,1.91840242287228,2.76559048963995,2.71955336158426,2.34670214970545,2.36699903948936,2.35048215339083,2.71899815027697
"Sum of all absolute correlations","FAGR",2.15076605164037,3.10904662537934,2.53198308296744,3.32665582596623,2.30355988317529,3.48054223160517,2.39300544656617,2.24513576238479,3.13807674820841,3.17338041516451,2.86851498261721,2.34981136241199
"Sum of all absolute correlations","FRAM",2.46513625963397,2.30432487942373,2.81584935213577,1.66827515788874,2.20420058810841,1.85461325290834,2.59915937641491,2.59445239230218,2.39555662376365,2.10120130150941,2.45488837847484,2.29299685571189
"Sum of all absolute correlations","FRNI",2.39178867728434,3.71613546551096,1.7133717855342,3.85422530331572,2.27560767994728,3.58590600320327,2.28527399953746,2.37867106723998,3.01877393928146,3.50721716809738,2.57053999684285,2.31078114514277
"Sum of all absolute correlations","JUNI",2.39330361613811,1.99442103198045,2.18902874834643,2.80381536544522,2.24681817820599,2.47504286690288,2.70912824629955,2.60774547839618,2.10453136309624,1.91815163379577,2.2453310576119,2.2734872438878
"Sum of all absolute correlations","LITU",2.53596075868706,2.42528701738073,2.50527084543781,2.62653543071396,2.49737970316386,2.87974894397577,2.7770970996465,2.74517517208551,2.52989337309665,2.55451663695454,2.15885919254099,2.65193016105532
