"Summary_type","Species","PCP","PDSI","PDSI_prewhiten","PHDI","PHDI_prewhiten","PMDI","PMDI_prewhiten","SP01","TAVG","TMAX","TMIN","ZNDX"
"Sum of all absolute correlations","PIST",2.90524592483832,3.47986300004096,3.08863429407471,3.0147582648787,2.66467013845636,3.7274794900604,2.6526070105606,2.85286950501107,3.15470651987994,3.14376621484107,2.90950873282665,2.84865209106842
"Sum of all absolute correlations","QUAL",2.94071558143917,2.56766084265468,3.19707317690262,2.2566335802428,2.82115631841848,2.34625003473224,2.65902007610866,3.04389684696572,2.49714384264539,2.46650462615896,2.61645280535155,2.68371408583329
"Sum of all absolute correlations","QUPR",2.5927289443689,2.90750648023006,2.46557791997067,3.7685949705143,2.38827796196456,3.57714625527842,2.47816974371945,2.66534638251938,2.25784059425252,2.33353753810747,2.3884392974035,2.49394407703926
"Sum of all absolute correlations","QURU",3.01591323696685,3.18729381241917,2.68053325510836,3.60319921771587,2.6391301498673,3.47914397438153,3.01370759053265,2.89288962848257,1.91235437427062,2.18150430383249,1.83470882075326,3.03125422336569
"Sum of all absolute correlations","QUVE",2.65540734514277,2.56698987275493,2.13087322806277,3.63614353727869,1.96233438207219,3.42150247660572,2.32555563873882,2.54018588797909,2.10388040150419,2.22375620435568,2.31042426097466,2.58765689619237
"Count of Significant correlations","All",21,10,15,16,15,15,21,18,16,16,15,19
"Count of Significant correlations","CACO",1,3,2,2,1,2,1,1,2,2,1,2
"Count of Significant correlations","CAGL",3,0,1,0,1,0,1,3,1,0,1,2
"Count of Significant correlations","CAOV",0,0,0,0,0,0,0,0,0,0,0,0
"Count of Significant correlations","CATO",2,0,0,0,2,0,2,2,1,1,1,1
"Count of Significant correlations","FAGR",2,1,2,0,2,0,2,2,2,3,3,1
"Count of Significant correlations","FRAM",2,1,0,0,1,1,3,1,0,0,1,2
"Count of Significant correlations","FRNI",1,0,1,3,1,3,1,1,4,3,2,0
"Count of Significant correlations","JUNI",1,0,1,0,1,0,1,1,1,1,0,1
"Count of Significant correlations","LITU",1,1,1,2,1,2,1,1,0,1,0,1
"Count of Significant correlations","PIST",1,2,2,1,2,3,2,1,2,2,2,3
"Count of Significant correlations","QUAL",1,0,1,0,1,0,2,1,0,0,1,1
"Count of Significant correlations","QUPR",2,1,2,4,1,2,2,2,1,1,1,2
"Count of Significant correlations","QURU",3,1,2,2,1,0,2,1,1,1,1,2
"Count of Significant correlations","QUVE",1,0,0,2,0,2,1,1,1,1,1,1
"Sum of absolute significant correlations","All",8.02692990897414,3.77042468437755,5.56606896421251,5.91438870941872,5.45158239378052,5.78602712675273,8.30891009918513,7.05632134287687,6.48192262118734,6.1849338990545,6.21631727413793,7.2028168196613
"Sum of absolute significant correlations","CACO",0.349216335627164,0.99942310893525,0.800280510014446,0.627805957614771,0.427481915526693,0.704077901393462,0.368397685863072,0.473005209989228,0.804839255237018,0.826908881184015,0.356944158845181,0.697350484238354
"Sum of absolute significant correlations","CAGL",1.05803740856167,NA,0.274839023162886,NA,0.320655262760384,NA,0.32842017216706,1.03953988890954,0.455072718636186,NA,0.47337915790968,0.643913719749594
"Sum of absolute significant correlations","CAOV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sum of absolute significant correlations","CATO",0.778430344818804,NA,NA,NA,0.744922119295199,NA,0.676141373533923,0.748026989776863,0.485837180954307,0.379172592081096,0.544580052973387,0.350903678190568
"Sum of absolute significant correlations","FAGR",0.749806650723279,0.341575439000672,0.640330435041944,NA,0.653053175856531,NA,0.752262739141492,0.822529567768905,0.859203998712031,1.12935491100528,1.09119368019918,0.406632412580523
"Sum of absolute significant correlations","FRAM",0.696602887898749,0.377998210444112,NA,NA,0.362688978008099,0.332612501717154,1.15985274656804,0.382647643678968,NA,NA,0.415355671149861,0.701234205215052
"Sum of absolute significant correlations","FRNI",0.378874623349958,NA,0.346041163312909,1.1241482423975,0.478931168859355,0.932187425238609,0.364540320906431,0.246738802513264,1.41023051919722,1.03579077362288,0.712730302789957,NA
"Sum of absolute significant correlations","JUNI",0.42129357612975,NA,0.365806867706517,NA,0.389081419476577,NA,0.429802876197568,0.407562457381162,0.360839920628927,0.425435742103273,NA,0.397040860704015
"Sum of absolute significant correlations","LITU",0.354368233559851,0.388155514804818,0.38575504659804,0.845403975831272,0.334446723771977,0.893290787162978,0.349619208185056,0.321038793293015,NA,0.266683509450194,NA,0.335034662547611
"Sum of absolute significant correlations","PIST",0.509165895330748,1.02784161986647,0.843651351595061,0.466568550961191,0.720477608839744,1.51397188745555,1.01358073862778,0.487471602804891,0.799351791362942,0.900178595364163,0.750190823828639,1.23945971396634
"Sum of absolute significant correlations","QUAL",0.372580860435547,NA,0.425870452307005,NA,0.354834703154019,NA,0.806808620146232,0.386380517174042,NA,NA,0.507398891906977,0.38632293336442
"Sum of absolute significant correlations","QUPR",0.929363011263911,0.324129789932776,0.735123131735455,1.47848966304745,0.386464226933563,0.751212076225841,0.950820795691247,0.904735256106095,0.378502807200433,0.343761165918378,0.486357329774502,0.925838994425488
"Sum of absolute significant correlations","QURU",1.0512903759399,0.311301001393445,0.748370982738251,0.657099668125713,0.278545091298381,NA,0.728269571543694,0.422910062048066,0.435645843349674,0.412848088848273,0.399799187721024,0.727624445989728
"Sum of absolute significant correlations","QUVE",0.377899705334815,NA,NA,0.71487265144082,NA,0.658674547559134,0.380393250613533,0.413734551432829,0.492398585908604,0.464799639476946,0.478388017039544,0.391460708689606
