"Summary_type","Species","PCP","PDSI","PDSI_prewhiten","PHDI","PHDI_prewhiten","PMDI","PMDI_prewhiten","SP01","TAVG","TMAX","TMIN","ZNDX"
"Sum of all absolute correlations","All",8.67324374193625,8.48194773956769,7.49635358586739,8.78480546361101,7.76492170609236,9.86220803286621,7.89313655795217,9.35823318027404,9.02449386974624,9.45836105745772,8.50105990629708,9.2766683601522
"Sum of all absolute correlations","CACO",0.436081420979602,0.384539138640978,0.400347908600508,0.969762104627131,0.657249278667159,0.618216044829489,0.230031072045867,0.435846559688432,0.587655243050335,0.594402925223863,0.461502528158799,0.423911255409885
"Sum of all absolute correlations","CAGL",0.890501463082209,0.344864732674372,0.631263182773014,0.405731589769938,0.779700719829724,0.604943568521356,0.876109842581389,0.991849491927236,0.663777367087682,0.722493730153293,0.55420048919634,0.91492574108067
"Sum of all absolute correlations","CAOV",0.382036109071683,0.722236277713695,0.281704541128465,0.499284932252676,0.35301331405896,0.649360580624357,0.247933492753083,0.422364724783757,0.310995267477021,0.41357662910751,0.323978319632052,0.350533207826481
"Sum of all absolute correlations","CATO",0.80922886667928,0.58859940767711,0.678737204207064,0.740170396002424,0.363127068633094,0.847977624151966,0.72951855586315,0.758092336328276,0.759828479837469,0.886556133389078,0.691670116702031,0.585396174298088
"Sum of all absolute correlations","FAGR",0.571805560618282,0.938382227003741,0.819997755809634,0.990615501687356,0.761743778579004,0.948123607777022,0.740332082289229,0.671156360431442,0.947871892540193,0.899543794923098,0.85472844924985,0.766835440466169
"Sum of all absolute correlations","FRAM",0.397659767359953,0.271900841653913,0.437802889189285,0.258286193331228,0.200489760256898,0.257496035455502,0.197041012198373,0.489214103413999,0.698529729236533,0.486358440243483,0.814482466556973,0.345037774396717
"Sum of all absolute correlations","FRNI",0.511513914801526,0.684290626989897,0.297133056399964,1.29782516550613,0.478240268787401,0.832928084066469,0.507950860273945,0.541248392490063,0.675610803224215,0.775663859526762,0.614944496460981,0.536001284603396
"Sum of all absolute correlations","JUNI",0.529558626041601,0.400293788091886,0.414253898356086,0.252256612886627,0.545455319810093,0.382051115727508,0.528202129250884,0.646911109017837,0.801623750471668,0.854476463716669,0.696458161678619,0.662491871357285
"Sum of all absolute correlations","LITU",0.529607940226917,0.707643767839869,0.349814405055168,0.759713883259509,0.55258604454253,1.02174289389602,0.580095114999014,0.585365278640679,0.575814194251253,0.64080391759426,0.410833680905321,0.681367687863636
"Sum of all absolute correlations","PIST",0.486170669350315,0.804641057914573,0.666539842461495,0.57477934240991,0.467652143857206,0.615194556619974,0.448415607419287,0.528973609573662,0.680151089987934,0.583445732557713,0.732091327958711,0.588266187353129
"Sum of all absolute correlations","QUAL",0.868556089191649,0.824632928180881,0.899032775703354,0.398494349585469,0.779155028740329,0.685109837240177,0.734743895396512,0.914813729018282,0.721892295510949,0.757336291741332,0.797130141829133,0.876769413470598
"Sum of all absolute correlations","QUPR",0.741013797490173,0.44058087652597,0.564489056690101,0.336713864350709,0.515716942860137,0.543236712833557,0.585135230518843,0.842953625971502,0.46513164226688,0.563061290298157,0.547192380556243,0.742799501455289
"Sum of all absolute correlations","QURU",0.765290226179152,0.806815335658433,0.609625927067539,0.547897203688375,0.668350587656322,0.940628501406947,0.812723411843025,0.815392820678887,0.660198566088425,0.749844584961127,0.453978036646686,0.929970307075849
"Sum of all absolute correlations","QUVE",0.754219290863907,0.562526733002373,0.445611142425714,0.753274324253531,0.6424414498135,0.915198869715866,0.674904250519573,0.714051038309986,0.475413548715678,0.530797264021378,0.54786931076534,0.872362513495007
"Count of Significant correlations","All",7,1,6,3,6,2,6,8,4,3,4,6
"Count of Significant correlations","CACO",0,0,0,1,0,0,0,0,0,0,0,0
"Count of Significant correlations","CAGL",2,0,1,0,1,0,1,2,0,0,0,2
"Count of Significant correlations","CAOV",0,0,0,0,0,0,0,0,0,0,0,0
"Count of Significant correlations","CATO",1,0,0,0,0,0,1,1,1,1,1,0
"Count of Significant correlations","FAGR",1,1,2,0,2,0,1,1,1,1,1,1
"Count of Significant correlations","FRAM",0,0,0,0,0,0,0,0,0,0,0,0
"Count of Significant correlations","FRNI",0,0,0,2,0,2,0,1,1,0,0,0
"Count of Significant correlations","JUNI",0,0,0,0,0,0,0,0,1,1,0,0
"Count of Significant correlations","LITU",0,0,0,0,0,0,0,0,0,0,0,0
"Count of Significant correlations","PIST",0,0,0,0,0,0,0,0,0,0,1,0
"Count of Significant correlations","QUAL",1,0,1,0,1,0,1,1,0,0,1,1
"Count of Significant correlations","QUPR",1,0,1,0,1,0,1,1,0,0,0,1
"Count of Significant correlations","QURU",1,0,1,0,1,0,1,1,0,0,0,1
"Count of Significant correlations","QUVE",0,0,0,0,0,0,0,0,0,0,0,0
"Sum of absolute significant correlations","All",2.52248685574454,0.341575439000672,2.04782961901638,1.10216621381647,1.99355246000288,0.644103790313812,2.13716457992013,2.8736418966242,1.64811924520762,1.22007012989232,1.91648875360684,2.281172720986
"Sum of absolute significant correlations","CACO",NA,NA,NA,0.307005241266959,NA,NA,NA,NA,NA,NA,NA,NA
"Sum of absolute significant correlations","CAGL",0.624117672933721,NA,0.274839023162886,NA,0.320655262760384,NA,0.32842017216706,0.619472873204398,NA,NA,NA,0.643913719749594
"Sum of absolute significant correlations","CAOV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sum of absolute significant correlations","CATO",0.381398788959856,NA,NA,NA,NA,NA,0.325117958847492,0.384095151148993,0.485837180954307,0.379172592081096,0.544580052973387,NA
"Sum of absolute significant correlations","FAGR",0.364057958073517,0.341575439000672,0.640330435041944,NA,0.653053175856531,NA,0.339812852505657,0.426100607199388,0.487441727584552,0.415461795707951,0.497582685594696,0.406632412580523
"Sum of absolute significant correlations","FRAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sum of absolute significant correlations","FRNI",NA,NA,NA,0.795160972549516,NA,0.644103790313812,NA,0.246738802513264,0.314000416039837,NA,NA,NA
"Sum of absolute significant correlations","JUNI",NA,NA,NA,NA,NA,NA,NA,NA,0.360839920628927,0.425435742103273,NA,NA
"Sum of absolute significant correlations","LITU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sum of absolute significant correlations","PIST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.366927123131776,NA
"Sum of absolute significant correlations","QUAL",0.372580860435547,NA,0.425870452307005,NA,0.354834703154019,NA,0.398038979819155,0.386380517174042,NA,NA,0.507398891906977,0.38632293336442
