 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.01721         0.00218         0.01621
  0.01351       0.05425         0.00837         0.05073
  0.02703       0.11457         0.01898         0.11037
  0.04054       0.14565         0.02603         0.14238
  0.05405       0.08479         0.01647         0.08242
  0.06757       0.03757         0.00871         0.03618
  0.08108       0.01992         0.00545         0.01963
  0.09459       0.01472         0.00572         0.01439
  0.10811       0.02334         0.00963         0.02232
  0.12162       0.03762         0.01881         0.03713
  0.13514       0.03540         0.01909         0.03626
  0.14865       0.02011         0.01234         0.02061
  0.16216       0.01225         0.00779         0.01156
  0.17568       0.00756         0.00598         0.00708
  0.18919       0.01236         0.01325         0.01281
  0.20270       0.02029         0.02355         0.02152
  0.21622       0.02081         0.02421         0.02202
  0.22973       0.01252         0.01583         0.01289
  0.24324       0.01021         0.01454         0.01015
  0.25676       0.00595         0.00984         0.00613
  0.27027       0.00421         0.00709         0.00427
  0.28378       0.00537         0.01019         0.00545
  0.29730       0.00546         0.01004         0.00558
  0.31081       0.00349         0.00611         0.00338
  0.32432       0.00631         0.01126         0.00605
  0.33784       0.00942         0.01787         0.00939
  0.35135       0.00809         0.01631         0.00814
  0.36486       0.00423         0.00928         0.00415
  0.37838       0.00361         0.00783         0.00360
  0.39189       0.00499         0.01187         0.00496
  0.40541       0.00708         0.01761         0.00732
  0.41892       0.00441         0.01128         0.00471
  0.43243       0.00197         0.00589         0.00220
  0.44595       0.00150         0.00591         0.00172
  0.45946       0.00666         0.01650         0.00655
  0.47297       0.01239         0.02967         0.01195
  0.48649       0.00667         0.01566         0.00643
  0.50000       0.00313         0.00715         0.00301
