year	num	seg	age	raw	std	res	ars
   1870	   2.	 139.000	   1.000	   2.016	   0.777	   0.830	   0.777
   1871	   2.	 139.000	   2.000	   2.656	   0.929	   1.038	   0.928
   1872	   2.	 139.000	   3.000	   2.627	   0.909	   0.945	   0.909
   1873	   2.	 139.000	   4.000	   2.936	   1.011	   1.062	   1.018
   1874	   2.	 139.000	   5.000	   2.845	   0.986	   0.981	   0.994
   1875	   2.	 139.000	   6.000	   2.896	   1.004	   1.008	   1.009
   1876	   2.	 139.000	   7.000	   3.047	   1.051	   1.047	   1.054
   1877	   2.	 139.000	   8.000	   2.799	   0.955	   0.924	   0.957
   1878	   2.	 139.000	   9.000	   3.029	   1.022	   1.044	   1.025
   1879	   2.	 139.000	  10.000	   3.168	   1.058	   1.050	   1.066
   1880	   2.	 139.000	  11.000	   2.725	   0.916	   0.887	   0.925
   1881	   2.	 139.000	  12.000	   3.302	   1.093	   1.143	   1.105
   1882	   3.	 135.333	   9.000	   2.253	   0.983	   1.001	   1.061
   1883	   3.	 135.333	  10.000	   2.267	   1.046	   0.971	   1.007
   1884	   3.	 135.333	  11.000	   2.408	   1.013	   1.004	   1.011
   1885	   4.	 132.750	   9.250	   2.965	   0.912	   0.897	   0.905
   1886	   4.	 132.750	  10.250	   3.220	   1.045	   1.083	   1.037
   1887	   4.	 132.750	  11.250	   2.999	   0.958	   0.971	   0.995
   1888	   4.	 132.750	  12.250	   2.849	   0.935	   0.941	   0.941
   1889	   4.	 132.750	  13.250	   2.988	   1.047	   1.082	   1.054
   1890	   4.	 132.750	  14.250	   2.697	   1.040	   1.006	   1.038
   1891	   4.	 132.750	  15.250	   3.080	   1.112	   1.054	   1.077
   1892	   5.	 129.800	  13.200	   3.370	   1.118	   0.972	   1.017
   1893	   6.	 127.667	  12.000	   2.806	   0.861	   0.864	   0.873
   1894	   6.	 127.667	  13.000	   3.056	   0.923	   1.001	   0.939
   1895	   7.	 125.857	  12.143	   2.818	   0.919	   0.950	   0.920
   1896	   8.	 124.125	  11.625	   2.847	   0.884	   0.916	   0.875
   1897	   8.	 124.125	  12.625	   3.323	   1.028	   1.087	   1.026
   1898	   8.	 124.125	  13.625	   3.033	   1.000	   1.010	   1.027
   1899	   8.	 124.125	  14.625	   3.042	   0.996	   1.063	   1.079
   1900	   8.	 124.125	  15.625	   3.096	   1.030	   1.065	   1.108
   1901	   8.	 124.125	  16.625	   3.598	   1.154	   1.227	   1.273
   1902	   8.	 124.125	  17.625	   3.399	   1.148	   1.056	   1.203
   1903	   8.	 124.125	  18.625	   3.864	   1.357	   1.322	   1.403
   1904	   8.	 124.125	  19.625	   3.539	   1.253	   1.058	   1.276
   1905	   8.	 124.125	  20.625	   2.970	   1.044	   0.935	   1.092
   1906	   8.	 124.125	  21.625	   3.025	   1.054	   0.956	   1.009
   1907	   8.	 124.125	  22.625	   3.147	   1.092	   1.054	   1.061
   1908	   8.	 124.125	  23.625	   2.766	   0.914	   0.863	   0.898
   1909	   8.	 124.125	  24.625	   2.555	   0.974	   0.999	   0.949
   1910	   8.	 124.125	  25.625	   2.895	   1.059	   1.079	   1.055
   1911	   8.	 124.125	  26.625	   2.004	   0.789	   0.752	   0.775
   1912	   8.	 124.125	  27.625	   2.742	   1.061	   1.205	   1.093
   1913	   8.	 124.125	  28.625	   2.546	   0.960	   0.945	   0.999
   1914	   9.	 121.000	  26.444	   2.401	   0.885	   0.943	   0.946
   1915	  10.	 118.400	  24.800	   2.287	   0.971	   1.065	   1.039
   1916	  10.	 118.400	  25.800	   2.809	   1.109	   1.106	   1.126
   1917	  10.	 118.400	  26.800	   2.836	   1.038	   0.981	   1.052
   1918	  10.	 118.400	  27.800	   2.595	   0.962	   0.935	   0.967
   1919	  10.	 118.400	  28.800	   2.244	   0.877	   0.883	   0.865
   1920	  10.	 118.400	  29.800	   2.292	   0.859	   0.948	   0.879
   1921	  10.	 118.400	  30.800	   2.334	   0.883	   0.955	   0.894
   1922	  12.	 113.750	  26.667	   1.759	   0.738	   0.825	   0.762
   1923	  12.	 113.750	  27.667	   1.562	   0.623	   0.757	   0.609
   1924	  12.	 113.750	  28.667	   1.845	   0.857	   1.081	   0.893
   1925	  13.	 111.538	  27.462	   2.294	   0.893	   0.944	   0.890
   1926	  14.	 109.571	  26.500	   2.300	   0.872	   0.952	   0.896
   1927	  14.	 109.571	  27.500	   2.831	   1.116	   1.196	   1.141
   1928	  14.	 109.571	  28.500	   2.858	   1.081	   1.102	   1.176
   1929	  15.	 107.667	  27.600	   2.541	   1.037	   0.939	   1.039
   1930	  15.	 107.667	  28.600	   1.981	   0.866	   0.799	   0.816
   1931	  16.	 105.875	  27.813	   2.223	   0.981	   1.060	   0.970
   1932	  16.	 105.875	  28.813	   2.269	   0.963	   0.995	   0.983
   1933	  17.	 104.412	  28.118	   2.473	   0.981	   1.035	   1.029
   1934	  18.	 102.278	  27.556	   2.574	   1.123	   1.128	   1.142
   1935	  20.	  99.650	  25.800	   2.434	   1.063	   0.996	   1.075
   1936	  20.	  99.650	  26.800	   2.118	   0.920	   0.921	   0.965
   1937	  21.	  98.381	  26.524	   2.146	   0.955	   1.010	   0.995
   1938	  22.	  97.045	  26.318	   2.468	   1.141	   1.173	   1.167
   1939	  22.	  97.045	  27.318	   2.067	   0.936	   0.811	   0.905
   1940	  22.	  97.045	  28.318	   2.021	   0.911	   0.942	   0.894
   1941	  22.	  97.045	  29.318	   2.086	   0.952	   1.002	   0.950
   1942	  23.	  95.783	  29.043	   2.217	   1.089	   1.106	   1.082
   1943	  23.	  95.783	  30.043	   2.226	   0.992	   0.962	   1.010
   1944	  23.	  95.783	  31.043	   1.982	   0.953	   0.928	   0.936
   1945	  23.	  95.783	  32.043	   2.249	   1.024	   1.043	   1.013
   1946	  24.	  94.458	  31.708	   2.171	   0.929	   0.954	   0.964
   1947	  24.	  94.458	  32.708	   1.716	   0.725	   0.758	   0.728
   1948	  25.	  92.960	  32.400	   2.028	   0.917	   1.061	   0.928
   1949	  26.	  91.654	  32.154	   2.018	   0.899	   0.932	   0.896
   1950	  26.	  91.654	  33.154	   2.547	   1.148	   1.215	   1.159
   1951	  26.	  91.654	  34.154	   2.573	   1.189	   1.133	   1.213
   1952	  26.	  91.654	  35.154	   2.348	   1.110	   1.013	   1.131
   1953	  26.	  91.654	  36.154	   2.407	   1.148	   1.085	   1.154
   1954	  26.	  91.654	  37.154	   2.397	   1.109	   1.033	   1.118
   1955	  26.	  91.654	  38.154	   2.585	   1.216	   1.144	   1.203
   1956	  26.	  91.654	  39.154	   2.152	   0.986	   0.870	   0.985
   1957	  26.	  91.654	  40.154	   2.371	   1.115	   1.137	   1.129
   1958	  27.	  90.185	  39.667	   2.445	   1.209	   1.170	   1.232
   1959	  27.	  90.185	  40.667	   2.247	   1.056	   0.962	   1.092
   1960	  27.	  90.185	  41.667	   2.012	   0.947	   0.907	   0.960
   1961	  28.	  88.750	  41.179	   2.044	   0.949	   0.974	   0.956
   1962	  28.	  88.750	  42.179	   1.702	   0.751	   0.765	   0.730
   1963	  28.	  88.750	  43.179	   1.892	   0.878	   1.000	   0.865
   1964	  28.	  88.750	  44.179	   1.732	   0.799	   0.853	   0.777
   1965	  28.	  88.750	  45.179	   1.701	   0.791	   0.874	   0.753
   1966	  28.	  88.750	  46.179	   1.626	   0.793	   0.884	   0.750
   1967	  28.	  88.750	  47.179	   1.834	   0.917	   1.024	   0.901
   1968	  28.	  88.750	  48.179	   1.831	   0.922	   0.964	   0.915
   1969	  28.	  88.750	  49.179	   1.841	   0.931	   0.979	   0.937
   1970	  28.	  88.750	  50.179	   1.986	   1.008	   1.049	   1.020
   1971	  28.	  88.750	  51.179	   2.218	   1.113	   1.133	   1.142
   1972	  28.	  88.750	  52.179	   2.257	   1.129	   1.079	   1.155
