"season","Summary_type","Species","PCP","PDSI","PDSI_prewhiten","PHDI","PHDI_prewhiten","PMDI","PMDI_prewhiten","SP01","TAVG","TMAX","TMIN","ZNDX"
"all_seasons","Sum of all absolute correlations","All",25.0529894212275,31.9306972132648,24.0198617139342,33.6108287709657,26.6139703565987,33.7974720159679,25.3674456838514,25.8164020181781,21.7062979349689,26.8679556540799,16.6283328850987,28.3135974754349
"all_seasons","Count of Significant correlations","All",40,62,33,68,44,68,34,37,25,43,9,53
"all_seasons","Sum of absolute significant correlations","All",9.98536512747238,16.3952492370669,8.20706153821796,17.772870890451,10.6864186280706,18.2435296517454,8.75453313440442,9.65834157906764,6.11987418279022,10.8916536438966,1.94058566647804,13.7628386787241
"curr_growing_season_only","Sum of all absolute correlations","All",8.49245239952326,11.9041273437063,8.45179940845562,11.0367181704313,9.34675191038853,12.1739758654347,8.88383586478494,9.33195100895596,8.37157950022049,10.7666226299648,5.32019532842245,10.8215829472399
"curr_growing_season_only","Count of Significant correlations","All",19,33,17,30,25,33,17,19,19,27,7,28
"curr_growing_season_only","Sum of absolute significant correlations","All",4.73670170005512,9.34732182480317,4.14529927406803,8.58369807389996,6.03138465351608,9.77996192284596,4.46045860476825,5.15266114460372,4.86571685310236,7.30423563135625,1.50032034233555,7.58378238565937
