"variable","prev.apr","prev.may","prev.jun","prev.jul","prev.aug","prev.sep","prev.oct","prev.nov","prev.dec","curr.jan","curr.feb","curr.mar","curr.apr","curr.may","curr.jun","curr.jul","curr.aug"
"cld",0.0395127025986257,-0.227260050727116,-0.100490917999597,-0.14553493927243,0.0741495921828258,0.0265609133977951,0.0592167442584603,0.133120900835536,0.0972720895253384,0.0073309722197167,0.0467067858875917,0.137156624701722,-0.0452117198552293,0.180654946647097,0.168935501063551,0.165770459021487,0.0579366098071933
"dtr",-0.0226488757040455,0.16475053523081,0.0584486686515981,0.0445932659613898,-0.0457364390226698,-0.105715246768945,-0.0707946914153656,-0.131617321136389,-0.187463602518626,-0.0283439031820501,-0.109770525468861,-0.166871259881753,0.0611029746772746,-0.125770002192698,-0.112761307906453,-0.159294504565076,-0.175178729549225
"pet",-0.021069724359911,0.149953052583212,0.0350107275407161,0.10772296161459,-0.0167070137820515,-0.0794585459719173,-0.0598270947549915,-0.172171215614133,-0.0871803275617905,-0.0104917446427442,-0.110104280024038,-0.0925583440442261,0.0961455936670588,-0.190367645086547,-0.194559954627682,-0.194810028894074,-0.168836453453015
"PETminusPRE",-0.022327531192379,0.151945622528731,0.0577775114587619,0.0678955586191065,-0.0536583529225239,-0.081451751836455,0.0647184918292923,-0.0942500164150559,-0.0515015523591828,0.098435943862975,-0.0752408841775696,-0.0783084374986183,0.0343309984067,-0.185888485353882,-0.145138322411393,-0.183699661139662,-0.172888950119319
"pre",0.021317880418186,-0.137226324264614,-0.0582759872191308,-0.0467479578507749,0.0580230402989902,0.0787790324878436,-0.0802863408802176,0.0717949248499097,0.0376311205894092,-0.10513391218191,0.0577732061495253,0.0588177943686105,-0.0127725880210167,0.168837895451077,0.121596801931683,0.160384583533106,0.156681730245708
"tmn",0.021790749590798,-0.00817586860876862,7.9968399387504e-05,0.0432880245937271,0.0811280406754058,0.013878686986752,0.0280667904147939,0.0218569357329818,0.0523709977702587,-0.0312780708352798,-0.017496698844531,-0.00222121599866941,0.0756992016533631,-0.132977931799161,-0.088111598965185,-0.00788630335422644,-0.0130366513447135
"tmp",0.00925156712500726,0.0457794565121786,0.0259052179016064,0.0679348761766026,0.0614391498233608,-0.0433979977543947,-0.00416632047988906,-0.0375284770586972,0.00782282064215632,-0.0345631342039431,-0.0398328928674922,-0.0491775891226363,0.0898694332747025,-0.169526744207801,-0.143657598566251,-0.100051302621024,-0.108576806215686
"tmx",0.000265483421412999,0.087382435907817,0.045596404235317,0.0745331329853778,0.0329507207636725,-0.0773735390726075,-0.0366838900247904,-0.0818580706769937,-0.0324064868071195,-0.0345604457015397,-0.0547623678059311,-0.0755654101334335,0.0926124733315615,-0.183644921730971,-0.157770823209257,-0.143388998953292,-0.166660632714314
"vap",0.0477767195166772,-0.0153154112091155,0.0478474209753788,0.027095361231737,0.0655278584592605,0.0175101611141962,0.00822871443743792,0.0802554123437917,0.0480271020023195,-0.0463925902006624,0.0202420537586452,0.0209267905635185,0.0247818072701174,-0.0935084441706797,-0.0405663572462126,0.0452534133122352,0.0556316620338522
"wet",0.0224872085627251,-0.157257856622908,-0.0637438353048322,-0.0210406970251625,0.0878404752981597,0.0638863820305383,-0.0322750801885042,0.0969121022242167,0.0358901795958712,-0.137459603869298,0.0516692627381712,0.0546582736652109,-0.0211478533139429,0.180008378327956,0.123474736264521,0.189398427083122,0.163752568061905
"PDSI_prewhiten",-0.0263356358746073,-0.143019179494596,-0.049030630811817,0.0640061790571509,0.0562958294917092,0.12186969052482,0.00379466945358811,0.0170239809846936,0.0212506484246375,-0.0263073709673838,0.0718978002817688,0.100566378100873,-0.0063442433842192,0.126919684046473,0.134525960475976,0.190096963395255,0.132186496118463
