"Species","coef","significant","ci.lower","ci.upper","variable","month"
"CACO",-0.0555761865337737,FALSE,-0.239068785322181,0.105995489142393,"cld","prev.apr"
"CACO",-0.230120118020524,TRUE,-0.39511722869533,-0.041841429912894,"cld","prev.may"
"CACO",-0.116587466886469,FALSE,-0.276181557528763,0.0392800253751319,"cld","prev.jun"
"CACO",-0.141763173501923,FALSE,-0.344648108005266,0.0534040993251176,"cld","prev.jul"
"CACO",0.278716936875171,TRUE,0.131317181707972,0.424262084111466,"cld","prev.aug"
"CACO",0.163500051072612,FALSE,-0.0449103197273789,0.355089156700162,"cld","prev.sep"
"CACO",0.0882576593237038,FALSE,-0.0925065717959156,0.280265941361596,"cld","prev.oct"
"CACO",0.162292305687933,FALSE,-0.0248634977047975,0.347376872360485,"cld","prev.nov"
"CACO",0.16238571177249,FALSE,-0.0384603383030911,0.344082953924861,"cld","prev.dec"
"CACO",0.0269718704842034,FALSE,-0.17468553051368,0.250103968282407,"cld","curr.jan"
"CACO",0.0547715373638404,FALSE,-0.156461282933562,0.271028434252031,"cld","curr.feb"
"CACO",0.202188786550684,TRUE,0.0323857613832511,0.375566326764328,"cld","curr.mar"
"CACO",-0.00276108861631836,FALSE,-0.191512253386853,0.184433937424579,"cld","curr.apr"
"CACO",0.256528252886662,TRUE,0.0482037983406091,0.44452985044002,"cld","curr.may"
"CACO",0.236568471733833,TRUE,0.0639016625790553,0.388886078699186,"cld","curr.jun"
"CACO",0.155680879865035,FALSE,-0.0443020893161966,0.334094486689196,"cld","curr.jul"
"CACO",-0.0701618864556526,FALSE,-0.257714990914784,0.102997316909006,"cld","curr.aug"
"CACO",0.0979884991040162,FALSE,-0.0981914156741782,0.297090845175723,"drt","prev.apr"
"CACO",0.0879310890599214,FALSE,-0.0939148757463611,0.265764474720731,"drt","prev.may"
"CACO",-0.000624480813664326,FALSE,-0.19868766290473,0.211186429570589,"drt","prev.jun"
"CACO",0.0224414614052856,FALSE,-0.172450281725874,0.245756874858704,"drt","prev.jul"
"CACO",-0.185395496187084,FALSE,-0.362714544725037,0.0158490248357521,"drt","prev.aug"
"CACO",-0.198152588483004,TRUE,-0.367565326736282,-0.00406464779420789,"drt","prev.sep"
"CACO",-0.140918305309663,FALSE,-0.317517449635507,0.0623558785283443,"drt","prev.oct"
"CACO",-0.125364467934419,FALSE,-0.310372467657239,0.0545264248061052,"drt","prev.nov"
"CACO",-0.186596829899767,FALSE,-0.37355625902819,0.0277972357009545,"drt","prev.dec"
"CACO",0.0353610619734363,FALSE,-0.14467262242805,0.203392785746828,"drt","curr.jan"
"CACO",-0.0599940103203577,FALSE,-0.248922698473565,0.127661304142164,"drt","curr.feb"
"CACO",-0.272137769943355,TRUE,-0.436982111594005,-0.0533525503556144,"drt","curr.mar"
"CACO",0.139678567571946,FALSE,-0.0541095658016985,0.337179900327596,"drt","curr.apr"
"CACO",-0.0409795019789335,FALSE,-0.22640156278309,0.13500256332479,"drt","curr.may"
"CACO",-0.128124068895553,FALSE,-0.320772587197678,0.0859279792936592,"drt","curr.jun"
"CACO",-0.131989124469036,FALSE,-0.303467448286734,0.0485918723544583,"drt","curr.jul"
"CACO",-0.0546058541511174,FALSE,-0.243567612197987,0.127463721530133,"drt","curr.aug"
"CACO",0.0131953188967684,FALSE,-0.15602464338735,0.175710047867585,"frs","prev.oct"
"CACO",-0.029063436012238,FALSE,-0.23520151676397,0.189665240579961,"frs","prev.nov"
"CACO",-0.145698293414061,FALSE,-0.316113771976659,0.0660904726800968,"frs","prev.dec"
"CACO",-0.0186861809201941,FALSE,-0.18266332050017,0.172541794768354,"frs","curr.jan"
"CACO",0.0460117382321076,FALSE,-0.133446296968558,0.220831335849396,"frs","curr.feb"
"CACO",0.0173513701235245,FALSE,-0.171117172473266,0.198596972337373,"frs","curr.mar"
"CACO",0.0882032888174397,FALSE,-0.106370948262212,0.268770554472882,"frs","curr.apr"
"CACO",0.0613575340799483,FALSE,-0.24390427624624,0.276178078141018,"frs","curr.may"
"CACO",-0.0338027117006586,FALSE,-0.221457217441289,0.17268273266667,"pet","prev.apr"
"CACO",-0.0533299108440996,FALSE,-0.247826047951962,0.129180906914681,"pet","prev.may"
"CACO",-0.0352161518448427,FALSE,-0.194348843281716,0.138691242438013,"pet","prev.jun"
