year	num	seg	age	raw	std	res	ars
   1884	   1.	 126.000	   1.000	   0.382	   0.686	   0.811	   0.752
   1885	   1.	 126.000	   2.000	   0.696	   0.790	   0.995	   0.847
   1886	   1.	 126.000	   3.000	   0.777	   0.811	   0.951	   0.840
   1887	   1.	 126.000	   4.000	   1.058	   0.908	   1.020	   0.916
   1888	   1.	 126.000	   5.000	   1.022	   0.887	   0.942	   0.881
   1889	   1.	 126.000	   6.000	   0.989	   0.866	   0.935	   0.867
   1890	   2.	 116.000	   4.000	   1.197	   0.700	   0.825	   0.752
   1891	   2.	 116.000	   5.000	   1.462	   0.898	   1.103	   0.950
   1892	   4.	 116.750	   3.500	   1.773	   0.862	   0.979	   0.923
   1893	   5.	 116.800	   3.800	   1.955	   1.077	   0.906	   0.866
   1894	   5.	 116.800	   4.800	   1.893	   1.193	   0.954	   0.877
   1895	   6.	 115.667	   5.000	   2.102	   1.170	   1.096	   1.018
   1896	   7.	 115.429	   5.286	   2.020	   1.321	   1.066	   1.069
   1897	   7.	 115.429	   6.286	   2.496	   1.250	   1.077	   1.131
   1898	   7.	 115.429	   7.286	   2.395	   1.159	   0.996	   1.088
   1899	   8.	 114.875	   7.375	   2.214	   1.153	   0.946	   1.021
   1900	   9.	 114.222	   7.556	   2.049	   1.112	   1.009	   1.043
   1901	   9.	 114.222	   8.556	   1.952	   1.049	   0.990	   1.026
   1902	   9.	 114.222	   9.556	   1.893	   0.940	   0.964	   0.993
   1903	   9.	 114.222	  10.556	   1.888	   1.080	   1.055	   1.066
   1904	   9.	 114.222	  11.556	   1.728	   1.045	   0.979	   1.023
   1905	   9.	 114.222	  12.556	   1.850	   1.027	   0.978	   1.009
   1906	   9.	 114.222	  13.556	   1.737	   0.980	   0.975	   0.993
   1907	  10.	 113.000	  13.200	   1.580	   0.813	   0.910	   0.916
   1908	  10.	 113.000	  14.200	   1.282	   0.740	   0.912	   0.874
   1909	  10.	 113.000	  15.200	   1.069	   0.654	   0.813	   0.749
   1910	  10.	 113.000	  16.200	   1.199	   0.599	   0.888	   0.744
   1911	  10.	 113.000	  17.200	   1.088	   0.543	   0.834	   0.676
   1912	  10.	 113.000	  18.200	   0.690	   0.391	   0.681	   0.517
   1913	  10.	 113.000	  19.200	   0.935	   0.462	   0.964	   0.648
   1914	  10.	 113.000	  20.200	   0.821	   0.384	   0.832	   0.590
   1915	  11.	 111.091	  19.364	   1.481	   0.744	   1.155	   0.864
   1916	  11.	 111.091	  20.364	   2.038	   0.974	   1.225	   1.097
   1917	  12.	 109.333	  19.667	   2.301	   0.996	   0.920	   0.961
   1918	  13.	 108.000	  19.154	   2.021	   0.769	   0.772	   0.779
   1919	  13.	 108.000	  20.154	   2.212	   0.897	   1.110	   0.987
