 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.00012         0.00072         0.01012
  0.01136       0.01001         0.00129         0.01392
  0.02273       0.08354         0.00484         0.03973
  0.03409       0.13384         0.00783         0.05881
  0.04545       0.07880         0.00736         0.04345
  0.05682       0.04131         0.00698         0.03165
  0.06818       0.02308         0.00373         0.01586
  0.07955       0.00944         0.00169         0.00483
  0.09091       0.01171         0.00261         0.00552
  0.10227       0.00999         0.00247         0.00462
  0.11364       0.00406         0.00169         0.00321
  0.12500       0.00206         0.00119         0.00211
  0.13636       0.00199         0.00090         0.00098
  0.14773       0.00599         0.00453         0.00471
  0.15909       0.00662         0.00605         0.00598
  0.17045       0.00728         0.00527         0.00501
  0.18182       0.00690         0.00392         0.00367
  0.19318       0.00372         0.00347         0.00300
  0.20455       0.00259         0.00489         0.00393
  0.21591       0.00171         0.00348         0.00271
  0.22727       0.00168         0.00297         0.00211
  0.23864       0.00217         0.00315         0.00206
  0.25000       0.00177         0.00257         0.00162
  0.26136       0.00368         0.00508         0.00324
  0.27273       0.00454         0.00687         0.00406
  0.28409       0.00384         0.00549         0.00298
  0.29545       0.00288         0.00445         0.00245
  0.30682       0.00183         0.00353         0.00188
  0.31818       0.00122         0.00361         0.00176
  0.32955       0.00132         0.00453         0.00224
  0.34091       0.00167         0.00385         0.00203
  0.35227       0.00122         0.00205         0.00108
  0.36364       0.00136         0.00340         0.00158
  0.37500       0.00096         0.00256         0.00118
  0.38636       0.00225         0.00319         0.00173
  0.39773       0.00444         0.00662         0.00359
  0.40909       0.00435         0.00696         0.00388
  0.42045       0.00297         0.00418         0.00235
  0.43182       0.00372         0.00565         0.00301
  0.44318       0.00326         0.00595         0.00314
  0.45455       0.00138         0.00314         0.00151
  0.46591       0.00099         0.00165         0.00076
  0.47727       0.00089         0.00117         0.00055
  0.48864       0.00180         0.00293         0.00153
  0.50000       0.00285         0.00489         0.00269
