"treeID","stemID","tag","StemTag","sp","quadrat","gx","gy","DBHID","CensusID","dbh","pom","hom","ExactDate","DFstatus","codes","countPOM","date","status","agb","year.cored","status.at.time.of.coring"
104,104,"40024","1","juni","0401",66.9000015258789,12.6000003814697,374,1,281.799987792969,"1.3",1.29999995231628,"2008-10-30","alive","M",1,17835,"A",0.523529104425237,"2010-2011","live"
116,116,"40873","1","fagr","0412",75.9000015258789,233.399993896484,406,1,640.700012207031,"1.3",1.29999995231628,"2008-10-27","alive","M",1,17832,"A",4.5192802715183,"2010-2011","live"
509,509,"121455","1","fram","1216",236.5,303.600006103516,1656,1,229.600006103516,"1.3",1.29999995231628,"2008-11-14","alive","M",1,17850,"A",0.331133113583192,"2016-2017","dead"
752,752,"160665","1","litu","1604",300.799987792969,76.1999969482422,2337,1,666.099975585938,"1.3",1.29999995231628,"2008-11-24","alive","M",1,17860,"A",3.10148529364823,"2010-2011","live"
897,897,"182686","1","quve","1829",355.100006103516,575.900024414062,2769,1,530.599975585938,"1.3",1.29999995231628,"2008-12-03","alive","M",1,17869,"A",2.85410711357733,"2010-2011","live"
992,992,"202162","1","litu","2024",393.399993896484,477.200012207031,3054,1,260.5,"1.3",1.29999995231628,"2009-12-18","alive","M",1,18249,"A",0.292968582995373,"2010-2011","live"
1009,1009,"10010","1","juni","0101",7.30000019073486,12.1999998092651,3088,1,541.900024414062,"1.3",1.29999995231628,"2008-10-21","alive",NA,1,17826,"A",2.73756843855703,"2010-2011","live"
1049,1049,"10057","1","fram","0104",6.19999980926514,69.6999969482422,3158,1,184.800003051758,"1.3",1.29999995231628,"2008-10-21","alive",NA,1,17826,"A",0.187156404043668,"2016-2017","dead"
1104,1104,"10122","1","juni","0101",15.6000003814697,13.6000003814697,3287,1,761.900024414062,"1.3",1.29999995231628,"2008-10-21","alive",NA,1,17826,"A",6.2223620633306,"2010-2011","live"
1165,1165,"10194","1","fagr","0104",14.8999996185303,73.1999969482422,3409,1,275.799987792969,"1.3",1.29999995231628,"2008-10-21","alive",NA,1,17826,"A",0.543664112876885,"2010-2011","live"
1257,1257,"10296","1","juni","0106",9.69999980926514,109.199996948242,3588,1,550.900024414062,"1.3",1.29999995231628,"2008-10-21","alive",NA,1,17826,"A",2.85054024849918,"2010-2011","live"
1465,1465,"10517","1","quve","0107",4.5,120.599998474121,3964,1,181.100006103516,"1.3",1.29999995231628,"2008-10-22","alive","L",1,17827,"A",0.1806546482228,"2010-2011","live"
1483,1483,"10539","1","fram","0108",4.30000019073486,152,3987,1,463.399993896484,"1.3",1.29999995231628,"2008-10-22","alive",NA,1,17827,"A",2.00369053802047,"2010-2011","live"
1558,1558,"10619","1","fagr","0111",4.30000019073486,208.300003051758,4078,1,189.899993896484,"1.3",1.29999995231628,"2008-10-22","alive",NA,1,17827,"A",0.204743712097627,"2010-2011","live"
1575,1575,"10636","1","quru","0112",20,220.399993896484,4095,1,367.200012207031,"1.3",1.29999995231628,"2008-10-22","alive",NA,1,17827,"A",1.13469957713518,"2010-2011","live"
1586,1586,"10647","1","fagr","0112",9.5,233.5,4108,1,142.5,"1.3",1.29999995231628,"2008-10-22","alive",NA,1,17827,"A",0.0957781477574091,"2010-2011","live"
1603,1603,"10664","1","fagr","0114",16.7999992370605,269.700012207031,4127,1,135,"1.3",1.29999995231628,"2008-10-23","alive",NA,1,17828,"A",0.0829763537117587,"2010-2011","live"
1613,1613,"10675","1","fagr","0114",12.1000003814697,271.5,4137,1,186.5,"1.3",1.29999995231628,"2008-10-23","alive",NA,1,17828,"A",0.195218517216956,"2010-2011","live"
1664,1664,"10726","1","qupr","0115",4,288.100006103516,4189,1,706.200012207031,"1.3",1.29999995231628,"2008-10-23","alive",NA,1,17828,"A",5.57904243039187,"2010-2011","live"
1668,1668,"10730","1","fagr","0115",9.80000019073486,295.700012207031,4194,1,137.300003051758,"1.3",1.29999995231628,"2008-10-23","alive",NA,1,17828,"A",0.0867816648762935,"2010-2011","live"
1669,1669,"10731","1","qupr","0115",8.39999961853027,295.899993896484,4195,1,605.700012207031,"1.3",1.29999995231628,"2008-10-23","alive",NA,1,17828,"A",3.85655943644531,"2010-2011","live"
1681,1681,"10743","1","fagr","0115",18.7000007629395,299.799987792969,4207,1,116.099998474121,"1.3",1.29999995231628,"2008-10-23","alive",NA,1,17828,"A",0.0555906826040382,"2010-2011","live"
1720,1720,"12032","1","fagr","0118",8.80000019073486,348.600006103516,4246,1,159,"1.3",1.29999995231628,"2008-09-08","alive",NA,1,17783,"A",0.128053622023276,"2010-2011","live"
1767,1767,"12080","1","cato","0119",7.09999990463257,377.799987792969,4298,1,315.899993896484,"1.3",1.29999995231628,"2008-09-08","alive",NA,1,17783,"A",0.882316187143303,"2010-2011","live"
1853,1853,"12171","1","frni","0122",14.1999998092651,432,4396,1,135.5,"1.3",1.29999995231628,"2008-09-08","alive",NA,1,17783,"A",0.081916713695544,"2016-2017","dead"
1898,1898,"12221","1","frni","0123",11.1000003814697,455.200012207031,4478,1,308.200012207031,"1.3",1.29999995231628,"2008-09-08","alive",NA,1,17783,"A",0.708268465217318,"2016-2017","dead"
1911,1911,"12234","1","fram","0124",14.1999998092651,461.200012207031,4503,1,311.399993896484,"1.3",1.29999995231628,"2008-09-08","alive",NA,1,17783,"A",0.730752901871185,"2016-2017","dead"
1940,1940,"12267","1","fram","0125",19.8999996185303,492.600006103516,4538,1,206.600006103516,"1.3",1.29999995231628,"2008-09-08","alive",NA,1,17783,"A",0.251043742148743,"2010-2011","live"
1972,1972,"12303","1","fram","0126",3.79999995231628,508.100006103516,4584,1,276.100006103516,"1.3",1.29999995231628,"2008-09-09","alive",NA,1,17784,"A",0.535463626849576,"2010-2011","live"
2015,2015,"12354","1","juni","0128",3.20000004768372,546.5,4639,1,509.200012207031,"1.3",1.29999995231628,"2008-09-09","alive",NA,1,17784,"A",2.34817964622889,"2010-2011","live"
2023,2023,"12366","1","litu","0128",16,554.099975585938,4647,1,100.5,"1.3",1.29999995231628,"2008-09-09","alive",NA,1,17784,"A",0.0236843763008376,"2010-2011","live"
2025,2025,"12369","1","litu","0128",20,556.200012207031,4649,1,116.099998474121,"1.3",1.29999995231628,"2008-09-09","alive",NA,1,17784,"A",0.0347441766275238,"2016-2017","dead"
2042,2042,"12387","1","juni","0129",4.59999990463257,560.900024414062,4668,1,204,"1.3",1.29999995231628,"2008-09-09","alive",NA,1,17784,"A",0.225162248955876,"2010-2011","live"
2097,2097,"12445","1","quve","0130",10,587.799987792969,4746,1,170.199996948242,"1.3",1.29999995231628,"2008-09-09","alive",NA,1,17784,"A",0.15332782793528,"2010-2011","live"
2111,2111,"12460","1","quru","0130",13.3999996185303,595.900024414062,4761,1,375.799987792969,"1.3",1.29999995231628,"2008-09-09","alive",NA,1,17784,"A",1.20350570706262,"2010-2011","live"
2139,2139,"12490","1","litu","0131",19.1000003814697,602.299987792969,4790,1,312.899993896484,"1.3",1.29999995231628,"2008-09-09","alive",NA,1,17784,"A",0.470813211277183,"2010-2011","live"
2336,2336,"20040","1","fram","0201",32.0999984741211,12.6999998092651,5019,1,273.399993896484,"1.3",1.29999995231628,"2008-10-23","alive",NA,1,17828,"A",0.521984797112614,"2016-2017","dead"
2418,2418,"20155","1","frni","0203",38.4000015258789,40.4000015258789,5134,1,231.199996948242,"1.3",1.29999995231628,"2008-10-23","alive","M",1,17828,"A",0.335642861782597,"2016-2017","dead"
2661,2661,"20432","1","fram","0204",23.5,79.8000030517578,5468,1,543.200012207031,"1.3",1.29999995231628,"2008-10-23","alive",NA,1,17828,"A",2.96971030482719,"2016-2017","dead"
2795,2795,"20605","1","caco","0208",24.7000007629395,156.699996948242,5664,1,154.199996948242,"1.3",1.29999995231628,"2008-10-24","alive",NA,1,17829,"A",0.126500017555366,"2010-2011","live"
2817,2817,"20627","1","fagr","0209",36,175.699996948242,5691,1,185.600006103516,"1.3",1.29999995231628,"2008-10-24","alive","M",1,17829,"A",0.19274331064002,"2010-2011","live"
2878,2878,"20693","1","fagr","0211",36.0999984741211,219.800003051758,5779,1,199.800003051758,"1.3",1.29999995231628,"2008-10-24","alive",NA,1,17829,"A",0.234069478981442,"2010-2011","live"
2988,2988,"20804","1","litu","0215",27.3999996185303,290.5,5893,1,312.700012207031,"1.3",1.29999995231628,"2008-10-24","alive",NA,1,17829,"A",0.47003903661761,"2016-2017","dead"
