year	corrs	rbar	sdev	serr	eps 	cores
  1840.	     1.	 -0.2284	  0.3221	  0.0000	 -0.5919	   2.00
  1860.	     1.	 -0.1098	  0.3221	  0.0000	 -0.8266	   4.57
  1880.	     3.	  0.7856	  0.1108	  0.0640	  0.9818	  14.70
  1900.	   105.	  0.4234	  0.2717	  0.0265	  0.9521	  27.10
  1920.	   465.	  0.2881	  0.3651	  0.0169	  0.9306	  33.15
  1940.	   496.	  0.1548	  0.3173	  0.0142	  0.8656	  35.17
  1960.	   630.	  0.2346	  0.3440	  0.0137	  0.9175	  36.28
  1980.	   630.	  0.2532	  0.3240	  0.0129	  0.9258	  36.78
