year	corrs	rbar	sdev	serr	eps 	cores
  1840.	     1.	  0.2382	  0.2572	  0.0000	  0.3847	   2.00
  1860.	     1.	  0.0230	  0.2572	  0.0000	  0.0970	   4.57
  1880.	     3.	  0.4789	  0.0465	  0.0268	  0.9311	  14.70
  1900.	   105.	  0.3816	  0.1722	  0.0168	  0.9436	  27.10
  1920.	   465.	  0.3198	  0.1909	  0.0089	  0.9397	  33.15
  1940.	   496.	  0.2673	  0.1564	  0.0070	  0.9277	  35.17
  1960.	   630.	  0.3208	  0.1558	  0.0062	  0.9448	  36.28
  1980.	   630.	  0.2889	  0.1707	  0.0068	  0.9373	  36.78
