 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000      -0.00079         0.00018         0.00258
  0.01020       0.00377         0.00028         0.00335
  0.02041       0.03152         0.00344         0.02377
  0.03061       0.07847         0.00991         0.06384
  0.04082       0.06127         0.00829         0.05056
  0.05102       0.02060         0.00450         0.02419
  0.06122       0.02136         0.00488         0.02183
  0.07143       0.02482         0.00626         0.02426
  0.08163       0.01870         0.00692         0.02337
  0.09184       0.01618         0.00637         0.01967
  0.10204       0.00932         0.00302         0.00848
  0.11224       0.00285         0.00073         0.00148
  0.12245       0.00179         0.00058         0.00115
  0.13265       0.00328         0.00137         0.00240
  0.14286       0.00719         0.00362         0.00576
  0.15306       0.00739         0.00482         0.00713
  0.16327       0.00450         0.00428         0.00560
  0.17347       0.00423         0.00414         0.00485
  0.18367       0.00307         0.00262         0.00297
  0.19388       0.00253         0.00254         0.00246
  0.20408       0.00450         0.00474         0.00413
  0.21429       0.00471         0.00578         0.00483
  0.22449       0.00471         0.00592         0.00495
  0.23469       0.00503         0.00567         0.00443
  0.24490       0.00460         0.00541         0.00390
  0.25510       0.00291         0.00507         0.00350
  0.26531       0.00090         0.00262         0.00172
  0.27551       0.00099         0.00201         0.00116
  0.28571       0.00172         0.00275         0.00162
  0.29592       0.00120         0.00184         0.00106
  0.30612       0.00152         0.00276         0.00151
  0.31633       0.00233         0.00409         0.00207
  0.32653       0.00260         0.00530         0.00258
  0.33673       0.00172         0.00458         0.00217
  0.34694       0.00129         0.00382         0.00179
  0.35714       0.00249         0.00575         0.00256
  0.36735       0.00313         0.00650         0.00284
  0.37755       0.00144         0.00300         0.00133
  0.38776       0.00218         0.00387         0.00167
  0.39796       0.00422         0.00704         0.00286
  0.40816       0.00369         0.00635         0.00254
  0.41837       0.00226         0.00322         0.00126
  0.42857       0.00091         0.00149         0.00056
  0.43878       0.00149         0.00413         0.00161
  0.44898       0.00164         0.00461         0.00183
  0.45918       0.00106         0.00360         0.00143
  0.46939       0.00119         0.00532         0.00204
  0.47959       0.00113         0.00424         0.00153
  0.48980       0.00172         0.00437         0.00160
  0.50000       0.00282         0.00780         0.00292
