 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.00471         0.00069         0.00203
  0.01786       0.00794         0.00164         0.00367
  0.03571       0.02478         0.00597         0.01293
  0.05357       0.06006         0.01351         0.03182
  0.07143       0.06176         0.01351         0.03406
  0.08929       0.02919         0.00585         0.01662
  0.10714       0.02654         0.00507         0.01963
  0.12500       0.03449         0.01018         0.04157
  0.14286       0.04733         0.01580         0.06032
  0.16071       0.03398         0.01042         0.03485
  0.17857       0.00833         0.00235         0.00664
  0.19643       0.00814         0.00439         0.00559
  0.21429       0.01535         0.01007         0.01218
  0.23214       0.00913         0.00809         0.00832
  0.25000       0.00247         0.00339         0.00255
  0.26786       0.00214         0.00302         0.00201
  0.28571       0.00275         0.00523         0.00289
  0.30357       0.00231         0.00518         0.00231
  0.32143       0.00289         0.00536         0.00218
  0.33929       0.00570         0.01297         0.00507
  0.35714       0.00446         0.01303         0.00476
  0.37500       0.00313         0.00860         0.00319
  0.39286       0.00511         0.01117         0.00441
  0.41071       0.00602         0.01309         0.00546
  0.42857       0.00655         0.01330         0.00610
  0.44643       0.00414         0.00699         0.00349
  0.46429       0.00274         0.00334         0.00167
  0.48214       0.00237         0.00221         0.00125
  0.50000       0.00288         0.00312         0.00174
