year	num	seg	age	raw	std	res	ars
   1792	   1.	 218.000	   1.000	   0.667	   0.967	   0.977	   0.976
   1793	   1.	 218.000	   2.000	   0.871	   1.031	   1.052	   1.045
   1794	   1.	 218.000	   3.000	   0.452	   0.883	   0.863	   0.889
   1795	   1.	 218.000	   4.000	   0.595	   0.924	   0.980	   0.934
   1796	   2.	 216.000	   3.000	   1.012	   1.085	   1.069	   1.029
   1797	   3.	 212.667	   3.000	   1.378	   1.319	   1.170	   1.184
   1798	   3.	 212.667	   4.000	   1.291	   1.262	   1.067	   1.170
   1799	   3.	 212.667	   5.000	   1.332	   1.298	   1.096	   1.208
   1800	   3.	 212.667	   6.000	   1.342	   1.311	   1.191	   1.321
   1801	   3.	 212.667	   7.000	   1.213	   1.224	   1.016	   1.207
   1802	   3.	 212.667	   8.000	   1.179	   1.133	   0.927	   1.072
   1803	   3.	 212.667	   9.000	   1.107	   1.160	   0.999	   1.063
   1804	   3.	 212.667	  10.000	   1.026	   1.109	   0.977	   1.023
   1805	   3.	 212.667	  11.000	   0.837	   0.873	   0.824	   0.848
   1806	   4.	 210.500	   9.250	   0.887	   0.978	   1.016	   0.946
   1807	   4.	 210.500	  10.250	   1.314	   1.161	   1.289	   1.252
   1808	   4.	 210.500	  11.250	   0.999	   1.029	   0.862	   0.992
   1809	   4.	 210.500	  12.250	   1.084	   1.020	   0.954	   0.981
   1810	   4.	 210.500	  13.250	   0.879	   0.905	   0.885	   0.880
   1811	   4.	 210.500	  14.250	   0.953	   0.899	   0.959	   0.901
   1812	   4.	 210.500	  15.250	   1.016	   0.991	   1.008	   0.951
   1813	   4.	 210.500	  16.250	   1.075	   0.982	   1.014	   0.985
   1814	   4.	 210.500	  17.250	   0.932	   1.007	   0.988	   0.980
   1815	   4.	 210.500	  18.250	   0.811	   0.923	   0.915	   0.909
   1816	   4.	 210.500	  19.250	   1.191	   1.155	   1.093	   1.050
   1817	   4.	 210.500	  20.250	   0.972	   1.046	   0.977	   0.999
   1818	   4.	 210.500	  21.250	   0.998	   1.019	   1.046	   1.057
   1819	   4.	 210.500	  22.250	   0.848	   0.920	   0.885	   0.920
   1820	   4.	 210.500	  23.250	   0.723	   0.879	   0.849	   0.820
   1821	   4.	 210.500	  24.250	   0.968	   1.014	   1.036	   0.941
   1822	   4.	 210.500	  25.250	   0.917	   0.948	   1.000	   0.957
   1823	   4.	 210.500	  26.250	   0.817	   0.820	   0.924	   0.902
   1824	   4.	 210.500	  27.250	   0.600	   0.735	   0.807	   0.757
   1825	   4.	 210.500	  28.250	   0.750	   0.869	   1.000	   0.871
   1826	   4.	 210.500	  29.250	   0.594	   0.777	   0.974	   0.889
   1827	   4.	 210.500	  30.250	   0.834	   0.828	   1.102	   1.038
   1828	   4.	 210.500	  31.250	   0.349	   0.633	   0.784	   0.798
   1829	   4.	 210.500	  32.250	   0.625	   0.805	   0.958	   0.864
   1830	   4.	 210.500	  33.250	   0.960	   0.979	   1.186	   1.101
   1831	   4.	 210.500	  34.250	   0.639	   0.743	   0.857	   0.901
   1832	   4.	 210.500	  35.250	   0.921	   0.937	   1.131	   1.096
   1833	   4.	 210.500	  36.250	   0.850	   0.995	   1.068	   1.113
   1834	   4.	 210.500	  37.250	   0.993	   0.857	   0.927	   1.000
   1835	   4.	 210.500	  38.250	   1.149	   1.066	   1.135	   1.153
   1836	   4.	 210.500	  39.250	   0.655	   0.740	   0.742	   0.826
   1837	   4.	 210.500	  40.250	   1.210	   0.998	   1.200	   1.132
   1838	   4.	 210.500	  41.250	   0.665	   0.679	   0.792	   0.848
   1839	   5.	 202.600	  34.000	   0.541	   0.809	   0.915	   0.857
   1840	   5.	 202.600	  35.000	   0.792	   1.050	   1.001	   0.918
