 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.00319         0.00186         0.00534
  0.01087       0.01674         0.00332         0.01179
  0.02174       0.03076         0.00430         0.01638
  0.03261       0.02753         0.00533         0.01961
  0.04348       0.03561         0.00728         0.02704
  0.05435       0.03999         0.00753         0.02800
  0.06522       0.04474         0.00961         0.03353
  0.07609       0.03271         0.00840         0.02632
  0.08696       0.01315         0.00376         0.01097
  0.09783       0.00396         0.00121         0.00283
  0.10870       0.00546         0.00298         0.00595
  0.11957       0.00815         0.00435         0.00891
  0.13043       0.00979         0.00350         0.00702
  0.14130       0.01300         0.00351         0.00643
  0.15217       0.01382         0.00500         0.00799
  0.16304       0.01149         0.00583         0.00857
  0.17391       0.00498         0.00286         0.00423
  0.18478       0.00267         0.00191         0.00272
  0.19565       0.00306         0.00272         0.00341
  0.20652       0.00260         0.00221         0.00281
  0.21739       0.00576         0.00457         0.00466
  0.22826       0.01329         0.01185         0.01048
  0.23913       0.01122         0.01005         0.00854
  0.25000       0.00403         0.00326         0.00273
  0.26087       0.00325         0.00304         0.00245
  0.27174       0.00303         0.00340         0.00260
  0.28261       0.00322         0.00460         0.00337
  0.29348       0.00302         0.00478         0.00343
  0.30435       0.00273         0.00391         0.00250
  0.31522       0.00523         0.00639         0.00392
  0.32609       0.00522         0.00747         0.00415
  0.33696       0.00450         0.00676         0.00371
  0.34783       0.00516         0.00730         0.00411
  0.35870       0.00398         0.00583         0.00326
  0.36957       0.00255         0.00410         0.00196
  0.38043       0.00284         0.00516         0.00222
  0.39130       0.00351         0.00657         0.00295
  0.40217       0.00466         0.00668         0.00337
  0.41304       0.00387         0.00641         0.00310
  0.42391       0.00256         0.00580         0.00252
  0.43478       0.00110         0.00226         0.00100
  0.44565       0.00033         0.00111         0.00048
  0.45652       0.00150         0.00364         0.00157
  0.46739       0.00263         0.00553         0.00244
  0.47826       0.00218         0.00488         0.00230
  0.48913       0.00130         0.00396         0.00174
  0.50000       0.00087         0.00199         0.00078
