 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.00032         0.00463         0.01267
  0.01351       0.00912         0.00808         0.02457
  0.02703       0.02544         0.01294         0.03992
  0.04054       0.07090         0.02871         0.08752
  0.05405       0.06142         0.02704         0.08136
  0.06757       0.05097         0.01971         0.05371
  0.08108       0.05248         0.01858         0.04836
  0.09459       0.02856         0.01083         0.02639
  0.10811       0.01914         0.00932         0.01908
  0.12162       0.02084         0.01012         0.01755
  0.13514       0.02091         0.01058         0.01829
  0.14865       0.01058         0.00859         0.01226
  0.16216       0.01240         0.01138         0.01637
  0.17568       0.01078         0.00904         0.01155
  0.18919       0.01155         0.01215         0.01237
  0.20270       0.00874         0.01379         0.01440
  0.21622       0.00609         0.01297         0.01342
  0.22973       0.00433         0.01022         0.00968
  0.24324       0.00406         0.00521         0.00533
  0.25676       0.00247         0.00305         0.00277
  0.27027       0.00301         0.00398         0.00390
  0.28378       0.00263         0.00305         0.00320
  0.29730       0.00399         0.00287         0.00273
  0.31081       0.00360         0.00431         0.00324
  0.32432       0.00872         0.01074         0.00735
  0.33784       0.01337         0.01811         0.01113
  0.35135       0.01027         0.01602         0.00948
  0.36486       0.00691         0.00959         0.00632
  0.37838       0.00458         0.00632         0.00473
  0.39189       0.00331         0.00726         0.00465
  0.40541       0.00337         0.00638         0.00376
  0.41892       0.00695         0.01040         0.00498
  0.43243       0.00875         0.01365         0.00663
  0.44595       0.00945         0.01722         0.00847
  0.45946       0.01122         0.02511         0.01248
  0.47297       0.01303         0.03033         0.01508
  0.48649       0.00707         0.01460         0.00804
  0.50000       0.00221         0.00452         0.00344
