 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.03691         0.00327         0.00538
  0.00781       0.05558         0.00447         0.00740
  0.01563       0.05234         0.00464         0.00759
  0.02344       0.02358         0.00451         0.00726
  0.03125       0.01584         0.00546         0.00889
  0.03906       0.02514         0.00689         0.01143
  0.04688       0.02167         0.00503         0.00825
  0.05469       0.01520         0.00413         0.00681
  0.06250       0.01180         0.00379         0.00641
  0.07031       0.00481         0.00197         0.00340
  0.07813       0.00282         0.00152         0.00265
  0.08594       0.01339         0.00695         0.01186
  0.09375       0.02326         0.01014         0.01712
  0.10156       0.01563         0.00613         0.01039
  0.10938       0.01298         0.00561         0.00941
  0.11719       0.01887         0.00744         0.01284
  0.12500       0.01269         0.00466         0.00823
  0.13281       0.00738         0.00414         0.00708
  0.14063       0.00944         0.00432         0.00722
  0.14844       0.01137         0.00736         0.01191
  0.15625       0.01140         0.00866         0.01367
  0.16406       0.01817         0.01103         0.01734
  0.17188       0.01525         0.00962         0.01484
  0.17969       0.00344         0.00292         0.00446
  0.18750       0.00142         0.00140         0.00194
  0.19531       0.00071         0.00137         0.00176
  0.20313       0.00139         0.00295         0.00396
  0.21094       0.00215         0.00295         0.00386
  0.21875       0.00224         0.00310         0.00396
  0.22656       0.00087         0.00232         0.00290
  0.23438       0.00379         0.00562         0.00656
  0.24219       0.00874         0.00852         0.00983
  0.25000       0.00660         0.00493         0.00585
  0.25781       0.00612         0.00464         0.00501
  0.26563       0.01148         0.00894         0.00883
  0.27344       0.00722         0.00579         0.00555
  0.28125       0.00275         0.00211         0.00206
  0.28906       0.00387         0.00311         0.00267
  0.29688       0.00368         0.00334         0.00286
  0.30469       0.00292         0.00370         0.00315
  0.31250       0.00430         0.00839         0.00679
  0.32031       0.00447         0.00792         0.00619
  0.32813       0.00515         0.00549         0.00398
  0.33594       0.00734         0.00715         0.00485
  0.34375       0.00723         0.00745         0.00504
  0.35156       0.00591         0.00588         0.00412
  0.35938       0.00425         0.00444         0.00299
  0.36719       0.00433         0.00570         0.00343
  0.37500       0.00324         0.00445         0.00263
  0.38281       0.00156         0.00198         0.00111
  0.39063       0.00357         0.00365         0.00204
  0.39844       0.00533         0.00473         0.00278
  0.40625       0.00422         0.00364         0.00211
  0.41406       0.00408         0.00494         0.00269
  0.42188       0.00505         0.00415         0.00221
  0.42969       0.00873         0.00595         0.00302
  0.43750       0.01087         0.00968         0.00493
  0.44531       0.00611         0.00592         0.00303
  0.45313       0.00259         0.00317         0.00173
  0.46094       0.00226         0.00377         0.00197
  0.46875       0.00175         0.00212         0.00110
  0.47656       0.00114         0.00235         0.00112
  0.48438       0.00327         0.00600         0.00284
  0.49219       0.00598         0.00907         0.00434
  0.50000       0.00733         0.01031         0.00504
