"Summary_type","Species","cld","drt","frs","pet","pet_sum","pre","tmn","tmp","tmx","vap","wet"
"Sum of all absolute correlations","All",30.2074661505234,24.6799916858528,8.36253642376729,28.1020391982863,28.1833976848656,25.8992044504142,18.0617187339896,21.6700050815639,24.0906701800251,19.1782154810355,23.7473197797718
"Sum of all absolute correlations","CACO",2.34076122577656,1.91974663134034,0.382231440870191,2.30432171194763,2.31151873634959,2.00447306527445,1.11358940717827,1.45452123470015,1.69467917705075,1.24067119881149,1.53086929364446
"Sum of all absolute correlations","CAGL",2.21173594733442,1.45326267767725,0.517411782441307,1.81336310466805,1.81053266479516,1.51782214607169,1.23902437210034,1.28376432122844,1.46478526582182,1.35334055588399,1.38084914220777
"Sum of all absolute correlations","CAOV",1.96489919151284,1.49727400966426,0.444157488417238,1.73830864261492,1.71578340385542,1.53413501845831,1.06325846083838,1.08188060098411,1.32594978159424,1.31187797470932,1.21769305122279
"Sum of all absolute correlations","CATO",1.39436993648726,0.885012892163588,0.88951766560138,2.35252949813759,2.38521140373478,1.51443886891923,2.00553796334994,2.12437587277933,1.90810233868973,1.0971667062729,1.50569897359179
"Sum of all absolute correlations","FAGR",2.21551089971553,2.58481926702549,0.787043488322589,2.52548316559836,2.53914315554911,1.96602589535163,1.78242557445718,2.06948560954498,2.35519323612789,1.71409045056272,2.06494683410116
"Sum of all absolute correlations","FRAM",2.01648493736041,1.4720227858302,0.596569615190287,1.92727452035466,1.91010743420659,1.87376695019678,1.51335722222264,1.77533144832429,1.79992904161026,1.54200143602151,1.53062881709241
"Sum of all absolute correlations","FRNI",1.9073396541426,1.37313503771483,0.467820716126854,1.23235338987845,1.2308361004411,1.85999097338707,1.48407553160619,1.45541826719414,1.27491710693699,1.42081987121721,1.45889193154559
"Sum of all absolute correlations","JUNI",2.36676709637725,1.88563983611697,0.600873110152878,2.26145952940351,2.32056055709062,1.84797977222399,1.14779236652787,1.75860785403035,2.04668607452867,0.962145341352731,1.84566341197723
"Sum of all absolute correlations","LITU",2.39672965926469,1.87685607757473,0.757396612748528,1.68863158608103,1.68896941477309,2.102814259217,1.19145724276317,1.27149168660973,1.32999735987221,1.2317601394116,1.78346006263328
"Sum of all absolute correlations","PIST",1.60473493183733,1.6506282274805,0.729986099705775,1.41733772991129,1.437265455765,1.70142470467817,1.27455463603139,1.3064936754108,1.42673786054569,1.93831049136598,1.90824810661731
"Sum of all absolute correlations","QUAL",2.45297621658655,2.16945918417215,0.660571773757613,2.19540638683556,2.17231157583984,2.09897584000303,1.28200189305629,1.63455141592704,1.92067791958718,1.19008173228128,2.03345105521061
