year	num	seg	age	raw	std	res	ars
   1905	  10.	 117.100	  12.400	   2.282	   1.067	   0.955	   1.000
   1906	  10.	 117.100	  13.400	   2.133	   0.936	   0.927	   0.927
   1907	  10.	 117.100	  14.400	   1.876	   0.810	   0.860	   0.822
   1908	  10.	 117.100	  15.400	   1.579	   0.728	   0.860	   0.768
   1909	  10.	 117.100	  16.400	   1.538	   0.695	   0.877	   0.757
   1910	  11.	 115.545	  15.909	   1.779	   0.739	   0.940	   0.813
   1911	  11.	 115.545	  16.909	   1.465	   0.624	   0.785	   0.689
   1912	  11.	 115.545	  17.909	   1.998	   0.838	   1.107	   0.943
   1913	  12.	 114.000	  17.417	   1.730	   0.731	   0.884	   0.854
   1914	  13.	 112.615	  17.077	   1.832	   0.817	   0.980	   0.904
   1915	  13.	 112.615	  18.077	   2.356	   1.095	   1.165	   1.114
   1916	  13.	 112.615	  19.077	   2.505	   1.129	   1.044	   1.103
   1917	  17.	 108.000	  15.588	   3.037	   1.090	   1.025	   1.078
   1918	  17.	 108.000	  16.588	   2.613	   0.968	   0.903	   0.944
   1919	  17.	 108.000	  17.588	   2.469	   0.974	   1.044	   1.014
   1920	  19.	 106.105	  16.737	   3.028	   1.077	   1.067	   1.074
   1921	  19.	 106.105	  17.737	   3.063	   1.101	   1.036	   1.075
   1922	  23.	 102.957	  15.652	   2.866	   1.014	   1.006	   1.044
   1923	  24.	 102.292	  16.000	   2.410	   0.830	   0.804	   0.828
   1924	  24.	 102.292	  17.000	   2.944	   1.017	   1.122	   1.032
   1925	  26.	 101.000	  16.692	   2.403	   0.904	   0.903	   0.919
   1926	  29.	  99.276	  15.966	   2.505	   0.983	   1.035	   0.992
   1927	  30.	  98.733	  16.433	   2.699	   1.016	   1.033	   1.028
   1928	  30.	  98.733	  17.433	   3.103	   1.172	   1.152	   1.167
   1929	  31.	  98.161	  17.871	   2.999	   1.145	   1.026	   1.113
   1930	  34.	  96.559	  17.294	   2.694	   0.944	   0.850	   0.909
   1931	  35.	  96.057	  17.800	   2.699	   0.945	   0.987	   0.939
   1932	  36.	  95.556	  18.306	   2.345	   0.855	   0.894	   0.862
   1933	  38.	  94.579	  18.342	   2.578	   0.975	   1.031	   0.959
   1934	  40.	  93.650	  18.425	   2.465	   0.911	   0.955	   0.933
   1935	  41.	  93.195	  18.976	   2.766	   1.038	   1.063	   1.027
   1936	  42.	  92.738	  19.524	   2.843	   1.067	   1.058	   1.072
   1937	  42.	  92.738	  20.524	   3.040	   1.138	   1.086	   1.124
   1938	  42.	  92.738	  21.524	   3.209	   1.214	   1.114	   1.179
   1939	  43.	  92.233	  22.023	   2.680	   1.010	   0.878	   0.970
   1940	  44.	  91.727	  22.523	   2.736	   1.041	   1.028	   1.012
   1941	  45.	  91.222	  23.022	   2.705	   1.022	   0.992	   0.998
   1942	  48.	  89.771	  22.583	   2.504	   0.940	   0.933	   0.932
   1943	  51.	  88.431	  22.255	   2.423	   0.871	   0.909	   0.874
   1944	  52.	  88.000	  22.827	   2.423	   0.862	   0.932	   0.866
   1945	  52.	  88.000	  23.827	   2.685	   0.987	   1.071	   1.000
   1946	  53.	  87.547	  24.377	   2.405	   0.854	   0.885	   0.885
   1947	  53.	  87.547	  25.377	   2.178	   0.779	   0.885	   0.825
   1948	  53.	  87.547	  26.377	   2.350	   0.803	   0.932	   0.841
   1949	  53.	  87.547	  27.377	   2.448	   0.828	   0.953	   0.869
   1950	  53.	  87.547	  28.377	   2.686	   0.915	   1.018	   0.949
   1951	  53.	  87.547	  29.377	   2.795	   0.960	   1.009	   0.982
   1952	  53.	  87.547	  30.377	   2.499	   0.815	   0.863	   0.854
   1953	  55.	  86.382	  30.273	   2.385	   0.724	   0.837	   0.762
   1954	  55.	  86.382	  31.273	   2.539	   0.858	   0.997	   0.872
   1955	  55.	  86.382	  32.273	   2.745	   0.983	   1.068	   1.001
   1956	  55.	  86.382	  33.273	   3.502	   1.229	   1.215	   1.217
   1957	  55.	  86.382	  34.273	   3.503	   1.222	   1.077	   1.191
   1958	  55.	  86.382	  35.273	   3.994	   1.448	   1.279	   1.382
   1959	  55.	  86.382	  36.273	   3.233	   1.077	   0.847	   1.045
   1960	  57.	  85.105	  36.000	   3.482	   1.204	   1.133	   1.157
   1961	  57.	  85.105	  37.000	   3.533	   1.176	   1.059	   1.141
   1962	  57.	  85.105	  38.000	   3.316	   1.072	   0.962	   1.035
   1963	  58.	  84.448	  38.345	   3.258	   1.025	   0.986	   1.004
   1964	  59.	  83.797	  38.695	   3.245	   1.027	   0.998	   1.000
   1965	  60.	  83.150	  39.050	   3.131	   0.988	   0.986	   0.986
   1966	  60.	  83.150	  40.050	   2.626	   0.841	   0.849	   0.842
   1967	  60.	  83.150	  41.050	   3.116	   1.020	   1.095	   1.011
   1968	  60.	  83.150	  42.050	   3.714	   1.240	   1.207	   1.214
   1969	  61.	  82.443	  42.361	   3.562	   1.167	   1.039	   1.150
   1970	  61.	  82.443	  43.361	   3.543	   1.192	   1.092	   1.170
   1971	  61.	  82.443	  44.361	   2.941	   0.960	   0.864	   0.952
   1972	  61.	  82.443	  45.361	   2.806	   0.899	   0.928	   0.903
   1973	  61.	  82.443	  46.361	   2.877	   0.914	   0.961	   0.910
   1974	  61.	  82.443	  47.361	   2.921	   0.933	   0.975	   0.928
   1975	  62.	  81.677	  47.597	   3.185	   1.084	   1.116	   1.078
   1976	  62.	  81.677	  48.597	   3.270	   1.103	   1.063	   1.104
   1977	  62.	  81.677	  49.597	   2.637	   0.820	   0.768	   0.822
   1978	  62.	  81.677	  50.597	   3.354	   1.136	   1.214	   1.121
   1979	  62.	  81.677	  51.597	   2.883	   0.971	   0.907	   0.970
   1980	  62.	  81.677	  52.597	   2.514	   0.831	   0.858	   0.842
   1981	  62.	  81.677	  53.597	   2.543	   0.864	   0.970	   0.887
   1982	  62.	  81.677	  54.597	   2.628	   0.921	   0.996	   0.937
   1983	  62.	  81.677	  55.597	   2.742	   0.972	   1.025	   0.992
   1984	  62.	  81.677	  56.597	   2.921	   0.997	   1.031	   1.027
   1985	  62.	  81.677	  57.597	   2.870	   0.994	   0.994	   1.008
   1986	  62.	  81.677	  58.597	   3.148	   1.099	   1.100	   1.104
   1987	  62.	  81.677	  59.597	   2.928	   1.017	   0.968	   1.022
   1988	  62.	  81.677	  60.597	   2.655	   0.936	   0.916	   0.927
   1989	  62.	  81.677	  61.597	   2.615	   0.921	   0.954	   0.916
   1990	  62.	  81.677	  62.597	   2.859	   1.043	   1.083	   1.039
   1991	  62.	  81.677	  63.597	   2.283	   0.799	   0.777	   0.798
   1992	  62.	  81.677	  64.597	   2.751	   1.003	   1.118	   1.012
   1993	  62.	  81.677	  65.597	   2.835	   1.060	   1.067	   1.073
   1994	  62.	  81.677	  66.597	   2.957	   1.145	   1.117	   1.155
   1995	  62.	  81.677	  67.597	   2.735	   1.029	   0.968	   1.048
   1996	  62.	  81.677	  68.597	   2.420	   0.922	   0.914	   0.939
   1997	  62.	  81.677	  69.597	   1.853	   0.729	   0.767	   0.736
   1998	  62.	  81.677	  70.597	   2.414	   0.902	   1.056	   0.917
   1999	  62.	  81.677	  71.597	   2.221	   0.830	   0.889	   0.846
   2000	  62.	  81.677	  72.597	   2.206	   0.859	   0.950	   0.869
   2001	  62.	  81.677	  73.597	   2.714	   1.092	   1.173	   1.105
   2002	  62.	  81.677	  74.597	   2.597	   1.022	   0.993	   1.047
   2003	  62.	  81.677	  75.597	   2.694	   1.059	   1.049	   1.073
   2004	  62.	  81.677	  76.597	   2.677	   1.021	   1.004	   1.042
   2005	  62.	  81.677	  77.597	   2.609	   1.007	   1.009	   1.031
   2006	  62.	  81.677	  78.597	   2.446	   0.966	   0.962	   0.978
   2007	  61.	  82.131	  80.000	   2.512	   0.994	   1.021	   1.009
   2008	  61.	  82.131	  81.000	   2.686	   1.018	   1.022	   1.026
   2009	  60.	  82.833	  82.683	   2.914	   1.119	   1.097	   1.111
   2010	   3.	 100.667	  98.667	   2.015	   1.172	   1.135	   1.193
   2011	   1.	 131.000	 126.000	   2.394	   1.075	   1.110	   1.211
   2012	   1.	 131.000	 127.000	   2.210	   1.031	   0.978	   1.088
   2013	   1.	 131.000	 128.000	   1.994	   0.979	   0.957	   1.003
   2014	   1.	 131.000	 129.000	   2.045	   1.001	   1.020	   1.022
   2015	   1.	 131.000	 130.000	   2.153	   1.040	   1.043	   1.054
   2016	   1.	 131.000	 131.000	   2.182	   1.057	   1.030	   1.058
