year	num	seg	age	raw	std	res	ars
   1906	   1.	  91.000	   1.000	   1.604	   1.320	   1.295	   1.375
   1907	   1.	  91.000	   2.000	   1.233	   1.099	   0.956	   1.174
   1908	   1.	  91.000	   3.000	   1.300	   1.154	   1.112	   1.212
   1909	   1.	  91.000	   4.000	   1.380	   1.217	   1.174	   1.291
   1910	   1.	  91.000	   5.000	   0.655	   0.772	   0.676	   0.847
   1911	   1.	  91.000	   6.000	   1.135	   1.087	   1.206	   1.129
   1912	   1.	  91.000	   7.000	   1.317	   1.213	   1.222	   1.292
   1913	   1.	  91.000	   8.000	   0.267	   0.562	   0.526	   0.689
   1914	   1.	  91.000	   9.000	   0.857	   0.946	   1.144	   0.987
   1915	   1.	  91.000	  10.000	   0.978	   1.032	   1.080	   1.080
   1916	   1.	  91.000	  11.000	   1.059	   1.093	   1.090	   1.140
   1917	   1.	  91.000	  12.000	   0.914	   1.010	   0.962	   1.048
   1918	   1.	  91.000	  13.000	   0.200	   0.568	   0.576	   0.591
   1919	   2.	  94.500	   7.500	   1.349	   1.082	   1.108	   0.902
   1920	   4.	  91.500	   4.750	   1.055	   1.390	   1.355	   1.299
   1921	   4.	  91.500	   5.750	   1.093	   1.415	   1.280	   1.435
   1922	   5.	  91.800	   5.600	   0.847	   1.224	   1.009	   1.259
   1923	   5.	  91.800	   6.600	   0.683	   0.839	   0.858	   1.012
   1924	   5.	  91.800	   7.600	   0.641	   0.801	   0.852	   0.864
   1925	   5.	  91.800	   8.600	   0.613	   0.771	   0.841	   0.769
   1926	   6.	  89.000	   8.167	   0.668	   0.606	   0.818	   0.692
   1927	   6.	  89.000	   9.167	   0.641	   0.739	   0.772	   0.598
   1928	   6.	  89.000	  10.167	   0.764	   0.784	   0.926	   0.715
   1929	   7.	  88.857	   9.714	   1.327	   1.271	   1.321	   1.174
   1930	   8.	  88.125	   9.500	   1.384	   0.877	   0.814	   0.919
   1931	   8.	  88.125	  10.500	   1.164	   1.031	   1.063	   1.027
   1932	   8.	  88.125	  11.500	   1.458	   1.001	   1.083	   1.104
   1933	   8.	  88.125	  12.500	   1.452	   0.899	   0.820	   0.884
   1934	   8.	  88.125	  13.500	   1.458	   1.115	   1.130	   1.074
   1935	   8.	  88.125	  14.500	   1.178	   0.823	   0.788	   0.834
   1936	   8.	  88.125	  15.500	   1.068	   0.912	   0.964	   0.881
   1937	   8.	  88.125	  16.500	   1.234	   0.888	   0.937	   0.879
   1938	   8.	  88.125	  17.500	   1.256	   0.881	   0.900	   0.840
   1939	   8.	  88.125	  18.500	   1.021	   0.562	   0.627	   0.521
   1940	   9.	  86.778	  17.444	   1.341	   1.019	   1.279	   1.040
   1941	   9.	  86.778	  18.444	   1.580	   1.039	   1.235	   1.256
   1942	   9.	  86.778	  19.444	   1.349	   0.993	   1.021	   1.170
   1943	  10.	  84.900	  18.500	   1.487	   0.840	   0.848	   0.951
   1944	  10.	  84.900	  19.500	   1.635	   1.023	   1.052	   1.033
   1945	  10.	  84.900	  20.500	   1.566	   0.911	   0.890	   0.916
   1946	  11.	  83.727	  19.636	   1.430	   0.950	   1.015	   0.977
   1947	  11.	  83.727	  20.636	   1.414	   0.879	   0.881	   0.875
   1948	  12.	  81.500	  19.917	   1.470	   1.062	   1.172	   1.110
   1949	  12.	  81.500	  20.917	   1.223	   0.669	   0.683	   0.745
   1950	  13.	  80.385	  20.308	   1.469	   0.854	   1.061	   0.932
   1951	  13.	  80.385	  21.308	   1.356	   0.760	   0.841	   0.808
   1952	  13.	  80.385	  22.308	   1.223	   0.542	   0.669	   0.549
   1953	  13.	  80.385	  23.308	   1.331	   0.746	   0.979	   0.746
   1954	  13.	  80.385	  24.308	   1.580	   1.036	   1.145	   1.018
   1955	  13.	  80.385	  25.308	   1.562	   1.260	   1.312	   1.318
   1956	  13.	  80.385	  26.308	   1.557	   1.108	   0.998	   1.182
   1957	  13.	  80.385	  27.308	   1.555	   1.049	   1.014	   1.122
   1958	  13.	  80.385	  28.308	   1.759	   1.389	   1.419	   1.470
   1959	  13.	  80.385	  29.308	   1.582	   1.197	   0.987	   1.258
   1960	  13.	  80.385	  30.308	   1.683	   1.299	   1.143	   1.286
   1961	  13.	  80.385	  31.308	   1.712	   1.238	   1.096	   1.258
   1962	  13.	  80.385	  32.308	   1.825	   1.357	   1.240	   1.377
   1963	  13.	  80.385	  33.308	   1.846	   1.283	   1.100	   1.312
   1964	  13.	  80.385	  34.308	   1.532	   1.017	   0.847	   1.032
   1965	  13.	  80.385	  35.308	   1.525	   0.962	   0.959	   0.985
   1966	  13.	  80.385	  36.308	   1.448	   0.884	   0.913	   0.912
   1967	  13.	  80.385	  37.308	   1.589	   1.143	   1.183	   1.140
   1968	  13.	  80.385	  38.308	   1.835	   1.280	   1.270	   1.342
   1969	  13.	  80.385	  39.308	   1.525	   1.010	   0.881	   1.083
   1970	  13.	  80.385	  40.308	   1.783	   1.427	   1.349	   1.386
   1971	  13.	  80.385	  41.308	   1.455	   0.970	   0.895	   1.121
   1972	  13.	  80.385	  42.308	   1.607	   1.148	   1.204	   1.270
   1973	  13.	  80.385	  43.308	   1.610	   1.176	   1.143	   1.293
   1974	  13.	  80.385	  44.308	   1.416	   0.937	   0.849	   1.023
   1975	  13.	  80.385	  45.308	   1.449	   1.047	   1.033	   1.053
   1976	  13.	  80.385	  46.308	   1.181	   0.757	   0.756	   0.788
   1977	  13.	  80.385	  47.308	   0.935	   0.554	   0.673	   0.542
   1978	  13.	  80.385	  48.308	   1.095	   0.790	   0.945	   0.706
   1979	  13.	  80.385	  49.308	   0.939	   0.728	   0.827	   0.666
   1980	  13.	  80.385	  50.308	   1.067	   0.798	   0.924	   0.749
   1981	  13.	  80.385	  51.308	   1.208	   0.805	   1.123	   0.997
   1982	  13.	  80.385	  52.308	   1.286	   1.122	   1.113	   1.117
   1983	  13.	  80.385	  53.308	   1.166	   0.964	   0.864	   0.937
   1984	  13.	  80.385	  54.308	   0.790	   0.720	   0.708	   0.668
   1985	  13.	  80.385	  55.308	   0.967	   0.830	   0.936	   0.763
   1986	  13.	  80.385	  56.308	   0.953	   0.918	   1.001	   0.881
   1987	  13.	  80.385	  57.308	   0.968	   0.820	   0.875	   0.815
   1988	  13.	  80.385	  58.308	   0.864	   0.731	   0.778	   0.674
   1989	  13.	  80.385	  59.308	   1.008	   0.897	   1.015	   0.849
   1990	  13.	  80.385	  60.308	   1.062	   0.915	   0.937	   0.861
   1991	  13.	  80.385	  61.308	   1.087	   0.939	   0.953	   0.884
   1992	  13.	  80.385	  62.308	   1.214	   1.095	   1.059	   1.004
   1993	  13.	  80.385	  63.308	   1.280	   1.091	   1.086	   1.094
   1994	  13.	  80.385	  64.308	   1.173	   1.061	   1.001	   1.061
   1995	  13.	  80.385	  65.308	   1.014	   0.916	   0.853	   0.894
   1996	  13.	  80.385	  66.308	   0.933	   0.806	   0.832	   0.777
   1997	  12.	  79.500	  65.250	   1.122	   1.130	   1.168	   1.056
   1998	  12.	  79.500	  66.250	   1.044	   1.121	   1.030	   1.068
   1999	  12.	  79.500	  67.250	   0.961	   1.035	   0.961	   1.006
   2000	  12.	  79.500	  68.250	   1.101	   1.205	   1.237	   1.241
   2001	  11.	  79.909	  68.636	   0.965	   0.999	   0.914	   1.057
   2002	  11.	  79.909	  69.636	   0.835	   0.926	   0.893	   0.932
   2003	  11.	  79.909	  70.636	   0.666	   0.775	   0.811	   0.776
   2004	  11.	  79.909	  71.636	   0.710	   0.900	   0.919	   0.803
   2005	  10.	  82.200	  74.100	   0.518	   0.913	   0.928	   0.827
   2006	  10.	  82.200	  75.100	   0.677	   0.961	   1.013	   0.927
   2007	  10.	  82.200	  76.100	   0.414	   0.839	   0.879	   0.845
   2008	   9.	  81.556	  75.778	   0.570	   0.875	   0.933	   0.855
   2009	   8.	  80.625	  75.125	   0.611	   0.986	   1.014	   0.944
   2010	   8.	  80.625	  76.125	   0.774	   1.163	   1.236	   1.208
   2011	   7.	  82.429	  78.286	   0.564	   1.002	   0.845	   0.970
   2012	   7.	  82.429	  79.286	   0.564	   1.019	   0.952	   0.943
   2013	   6.	  82.333	  79.667	   0.496	   1.031	   1.022	   0.998
   2014	   6.	  82.333	  80.667	   0.416	   0.996	   1.042	   1.048
   2015	   5.	  80.200	  79.200	   0.541	   1.096	   1.150	   1.180
   2016	   4.	  81.250	  81.000	   0.390	   0.962	   0.891	   1.000
   2017	   1.	  72.000	  72.000	   0.315	   0.930	   0.891	   0.898
