 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.00054         0.00066         0.00190
  0.01163       0.00339         0.00092         0.00254
  0.02326       0.01417         0.00292         0.00760
  0.03488       0.01932         0.00469         0.01220
  0.04651       0.01546         0.00396         0.01039
  0.05814       0.02500         0.00503         0.01221
  0.06977       0.03781         0.00742         0.01718
  0.08140       0.03684         0.00943         0.02048
  0.09302       0.04054         0.01058         0.02183
  0.10465       0.02406         0.00709         0.01381
  0.11628       0.01288         0.00549         0.00984
  0.12791       0.01206         0.00677         0.01121
  0.13953       0.01709         0.01148         0.01722
  0.15116       0.01757         0.01370         0.01929
  0.16279       0.00562         0.00520         0.00705
  0.17442       0.00194         0.00139         0.00186
  0.18605       0.00224         0.00133         0.00179
  0.19767       0.00267         0.00123         0.00143
  0.20930       0.00653         0.00328         0.00343
  0.22093       0.00583         0.00426         0.00434
  0.23256       0.00343         0.00419         0.00388
  0.24419       0.00636         0.00715         0.00618
  0.25581       0.00584         0.00581         0.00486
  0.26744       0.01016         0.00881         0.00704
  0.27907       0.01248         0.01138         0.00904
  0.29070       0.00482         0.00414         0.00329
  0.30233       0.00146         0.00120         0.00092
  0.31395       0.00301         0.00282         0.00197
  0.32558       0.00284         0.00442         0.00297
  0.33721       0.00261         0.00609         0.00371
  0.34884       0.00307         0.00759         0.00448
  0.36047       0.00184         0.00485         0.00292
  0.37209       0.00402         0.00482         0.00284
  0.38372       0.00795         0.00884         0.00507
  0.39535       0.00863         0.01114         0.00633
  0.40698       0.00529         0.00840         0.00467
  0.41860       0.00379         0.00596         0.00334
  0.43023       0.00402         0.00550         0.00302
  0.44186       0.00465         0.00573         0.00316
  0.45349       0.00227         0.00351         0.00193
  0.46512       0.00204         0.00368         0.00194
  0.47674       0.00356         0.00585         0.00295
  0.48837       0.00238         0.00443         0.00225
  0.50000       0.00025         0.00077         0.00038
