year	num	seg	age	raw	std	res	ars
   1927	   2.	  89.500	   1.000	   2.563	   1.147	   1.095	   1.118
   1928	   2.	  89.500	   2.000	   2.421	   1.095	   1.038	   1.090
   1929	   2.	  89.500	   3.000	   2.442	   1.093	   1.007	   1.060
   1930	   2.	  89.500	   4.000	   1.133	   0.751	   0.696	   0.755
   1931	   2.	  89.500	   5.000	   2.774	   1.182	   1.266	   1.197
   1932	   2.	  89.500	   6.000	   1.288	   0.764	   0.867	   0.892
   1933	   2.	  89.500	   7.000	   2.730	   1.169	   1.175	   1.181
   1934	   3.	  87.000	   5.667	   2.540	   1.137	   1.212	   1.290
   1935	   4.	  86.000	   5.250	   2.431	   1.084	   1.102	   1.251
   1936	   4.	  86.000	   6.250	   2.400	   1.115	   1.002	   1.138
   1937	   4.	  86.000	   7.250	   2.239	   0.989	   0.999	   1.088
   1938	   4.	  86.000	   8.250	   2.437	   0.979	   0.855	   0.909
   1939	   4.	  86.000	   9.250	   1.258	   0.729	   0.791	   0.788
   1940	   4.	  86.000	  10.250	   1.303	   0.779	   0.848	   0.771
   1941	   4.	  86.000	  11.250	   1.500	   0.761	   0.870	   0.765
   1942	   7.	  81.429	   7.429	   1.487	   0.834	   0.974	   0.847
   1943	   7.	  81.429	   8.429	   1.508	   0.791	   0.902	   0.815
   1944	   8.	  80.375	   8.375	   1.753	   0.896	   0.948	   0.858
   1945	   8.	  80.375	   9.375	   2.228	   1.103	   1.198	   1.123
   1946	   8.	  80.375	  10.375	   2.032	   0.891	   0.906	   0.925
   1947	   8.	  80.375	  11.375	   2.061	   0.984	   0.992	   0.984
   1948	   8.	  80.375	  12.375	   2.226	   1.039	   1.138	   1.132
   1949	   8.	  80.375	  13.375	   2.247	   0.962	   0.957	   1.000
   1950	   8.	  80.375	  14.375	   2.266	   0.836	   0.932	   0.953
   1951	   8.	  80.375	  15.375	   2.431	   1.122	   1.094	   1.083
   1952	   8.	  80.375	  16.375	   2.368	   0.964	   0.967	   0.990
   1953	   8.	  80.375	  17.375	   2.216	   0.848	   0.890	   0.902
