 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.00382         0.00076         0.00232
  0.01667       0.01340         0.00302         0.00833
  0.03333       0.02832         0.00744         0.02183
  0.05000       0.02378         0.00742         0.02232
  0.06667       0.01111         0.00478         0.01240
  0.08333       0.01244         0.00702         0.01347
  0.10000       0.01418         0.00815         0.01540
  0.11667       0.01407         0.00629         0.01231
  0.13333       0.00891         0.00339         0.00617
  0.15000       0.00263         0.00165         0.00190
  0.16667       0.00115         0.00112         0.00106
  0.18333       0.00101         0.00101         0.00084
  0.20000       0.00162         0.00097         0.00086
  0.21667       0.00129         0.00090         0.00089
  0.23333       0.00066         0.00094         0.00063
  0.25000       0.00211         0.00383         0.00240
  0.26667       0.00329         0.00697         0.00467
  0.28333       0.00351         0.00782         0.00545
  0.30000       0.00385         0.00745         0.00504
  0.31667       0.00225         0.00358         0.00231
  0.33333       0.00259         0.00543         0.00341
  0.35000       0.00680         0.01250         0.00800
  0.36667       0.00641         0.01052         0.00655
  0.38333       0.00223         0.00429         0.00264
  0.40000       0.00261         0.00374         0.00263
  0.41667       0.00254         0.00226         0.00159
  0.43333       0.00513         0.00345         0.00223
  0.45000       0.00636         0.00376         0.00261
  0.46667       0.00547         0.00382         0.00292
  0.48333       0.00390         0.00483         0.00346
  0.50000       0.00330         0.00555         0.00374
