"variable","prev.apr","prev.may","prev.jun","prev.jul","prev.aug","prev.sep","prev.oct","prev.nov","prev.dec","curr.jan","curr.feb","curr.mar","curr.apr","curr.may","curr.jun","curr.jul","curr.aug"
"cld",0,4,4,4,1,0,1,0,3,0,4,4,0,6,5,4,5
"dtr",0,0,6,2,1,0,4,1,6,0,2,4,0,6,2,1,1
"pet",0,5,4,3,0,0,1,0,0,0,2,0,0,4,7,1,6
"PETminusPRE",0,5,1,3,3,0,0,3,1,1,3,0,0,6,4,1,0
"pre",0,4,0,3,4,0,0,3,2,1,3,0,0,3,2,1,0
"tmn",3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
"tmp",2,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0
"tmx",2,1,0,1,0,1,1,0,0,0,0,0,0,2,6,0,1
"vap",6,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
"wet",0,6,2,1,5,0,0,3,2,1,3,0,1,6,3,3,0
"PDSI_prewhiten",0,6,0,0,2,0,0,2,1,0,2,0,0,5,3,5,0
