"variable","prev.apr","prev.may","prev.jun","prev.jul","prev.aug","prev.sep","prev.oct","prev.nov","prev.dec","curr.jan","curr.feb","curr.mar","curr.apr","curr.may","curr.jun","curr.jul","curr.aug"
"cld",1,0,0,1,7,2,8,5,7,2,8,8,3,8,8,8,8
"dtr",7,7,8,7,2,5,1,2,0,7,1,0,7,1,0,0,1
"pet",2,8,8,7,4,6,2,3,6,7,0,2,7,0,0,0,0
"PETminusPRE",5,8,8,8,1,5,3,1,3,7,1,2,6,0,0,1,2
"pre",3,0,0,0,7,6,3,8,7,1,7,3,4,8,8,7,6
"tmn",0,6,7,3,7,5,7,4,8,4,3,4,7,1,0,6,2
"tmp",1,6,7,6,7,6,6,4,7,4,3,3,7,1,0,2,0
"tmx",2,6,8,7,6,6,3,1,6,5,1,2,7,1,0,0,0
"vap",0,2,2,2,8,4,6,3,7,1,4,6,1,1,0,8,8
"wet",3,0,0,0,7,4,5,8,6,1,8,3,2,8,8,8,6
"PDSI_prewhiten",5,0,3,3,7,2,5,7,5,5,7,6,1,8,8,8,2
