 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.03757         0.00362         0.00574
  0.00806       0.05599         0.00500         0.00799
  0.01613       0.05250         0.00536         0.00855
  0.02419       0.01926         0.00307         0.00490
  0.03226       0.01272         0.00423         0.00686
  0.04032       0.02140         0.00590         0.00954
  0.04839       0.01453         0.00333         0.00539
  0.05645       0.00937         0.00231         0.00377
  0.06452       0.00834         0.00252         0.00420
  0.07258       0.00383         0.00114         0.00194
  0.08065       0.00651         0.00282         0.00478
  0.08871       0.02163         0.00923         0.01538
  0.09677       0.02132         0.00981         0.01623
  0.10484       0.01293         0.00656         0.01092
  0.11290       0.01630         0.00757         0.01251
  0.12097       0.01395         0.00615         0.00998
  0.12903       0.00857         0.00526         0.00856
  0.13710       0.01022         0.00584         0.00956
  0.14516       0.01260         0.00668         0.01075
  0.15323       0.01302         0.00928         0.01487
  0.16129       0.01709         0.01054         0.01670
  0.16935       0.01884         0.01191         0.01847
  0.17742       0.00712         0.00505         0.00782
  0.18548       0.00118         0.00144         0.00215
  0.19355       0.00067         0.00093         0.00126
  0.20161       0.00111         0.00263         0.00363
  0.20968       0.00196         0.00299         0.00409
  0.21774       0.00200         0.00273         0.00361
  0.22581       0.00097         0.00203         0.00257
  0.23387       0.00309         0.00528         0.00637
  0.24194       0.00792         0.00796         0.00937
  0.25000       0.00683         0.00480         0.00534
  0.25806       0.00795         0.00579         0.00600
  0.26613       0.01289         0.00947         0.00983
  0.27419       0.00661         0.00507         0.00527
  0.28226       0.00269         0.00229         0.00215
  0.29032       0.00463         0.00379         0.00339
  0.29839       0.00397         0.00337         0.00303
  0.30645       0.00343         0.00449         0.00380
  0.31452       0.00401         0.00765         0.00623
  0.32258       0.00404         0.00599         0.00472
  0.33065       0.00577         0.00499         0.00370
  0.33871       0.00732         0.00618         0.00431
  0.34677       0.00675         0.00576         0.00383
  0.35484       0.00668         0.00551         0.00361
  0.36290       0.00623         0.00613         0.00401
  0.37097       0.00427         0.00563         0.00358
  0.37903       0.00153         0.00258         0.00158
  0.38710       0.00210         0.00266         0.00158
  0.39516       0.00378         0.00378         0.00221
  0.40323       0.00360         0.00339         0.00184
  0.41129       0.00471         0.00477         0.00255
  0.41935       0.00688         0.00543         0.00285
  0.42742       0.00906         0.00570         0.00291
  0.43548       0.01072         0.00933         0.00474
  0.44355       0.00801         0.00740         0.00374
  0.45161       0.00373         0.00307         0.00155
  0.45968       0.00196         0.00307         0.00155
  0.46774       0.00189         0.00219         0.00109
  0.47581       0.00155         0.00255         0.00125
  0.48387       0.00450         0.00713         0.00349
  0.49194       0.00616         0.00916         0.00443
  0.50000       0.00590         0.00877         0.00417
